"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud-provider-iscsi-0000000325",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","20 Apr 2020 09:42:22 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
20-04 09:42:22,0.077,0.023,99.856,0.011,0.033,447721472,4166754304,170188800,3308503040,0,0,1555.577,41444.228,0.071,0.403,183.643,150.626,0.810,0.630,0.460,2,0,0.283,0,0,12,3,0,4,0
20-04 09:42:23,9.415,21.120,69.211,0,0.254,448176128,4165324800,170192896,3309142016,8030,2160,24576,102400,1,12,2734,4998,0.810,0.630,0.460,2,0,479,0,0,12,3,0,4,0
20-04 09:42:24,12.977,20.356,66.667,0,0,450691072,4162347008,170192896,3309711360,7554,2160,0,32768,0,8,3239,6013,0.740,0.620,0.450,2,0,376,0,0,12,3,0,4,0
20-04 09:42:25,13.750,15.750,70.250,0,0.250,583614464,4029018112,170192896,3437584384,7070,2160,0,0,0,0,3875,7070,0.740,0.620,0.450,3,0,360,0,0,14,5,0,6,0
20-04 09:42:26,22.444,3.491,73.566,0.499,0,628150272,3984064512,170192896,3437944832,9584,2160,114688,0,6,0,788,820,0.740,0.620,0.450,1,1,1,0,0,14,5,0,6,0
20-04 09:42:27,12.563,1.759,74.372,11.307,0,649052160,3962257408,170196992,3438845952,7581,2160,94208,0,8,0,588,679,0.740,0.620,0.450,2,0,0,0,0,14,5,0,6,0
20-04 09:42:28,8.728,5.486,70.823,14.963,0,665706496,3943735296,170438656,3440586752,6903,1944,0,15982592,0,853,3985,6237,0.740,0.620,0.450,3,0,0,0,0,14,7,0,6,0
20-04 09:42:29,7.828,4.545,72.727,14.899,0,669966336,3869831168,170827776,3508359168,10830,2160,0,75411456,0,718,4071,6013,0.840,0.640,0.460,1,1,0,0,0,14,7,0,6,0
20-04 09:42:30,9.114,3.038,72.405,15.190,0.253,671879168,3866677248,171257856,3509084160,9357,2106,0,8863744,0,762,4554,7687,0.840,0.640,0.460,2,0,0,0,0,14,7,0,6,0
20-04 09:42:31,15.075,6.281,68.593,10.050,0,674553856,3862523904,171859968,3509919744,17442,2214,0,7962624,0,653,4518,10005,0.840,0.640,0.460,2,0,2,0,0,14,7,0,6,0
20-04 09:42:32,9.620,3.038,72.405,14.684,0.253,676491264,3859165184,172294144,3510829056,7784,2160,0,8450048,0,650,4029,8251,0.840,0.640,0.460,1,1,0,0,0,14,7,0,6,0
20-04 09:42:33,8.543,4.774,64.322,22.362,0,677883904,3857100800,172736512,3511025664,8251,2160,0,90566656,0,1095,3311,7004,0.840,0.640,0.460,2,0,0,0,0,14,7,0,6,0
20-04 09:42:34,15.829,5.276,68.593,10.302,0,680083456,3853352960,173096960,3512176640,9470,2160,0,6127616,0,468,3784,10910,0.940,0.660,0.470,2,0,0,0,0,14,7,0,6,0
20-04 09:42:35,19.048,4.010,69.674,7.018,0.251,680759296,3851403264,173293568,3513241600,14403,2160,0,4489216,0,287,3928,10692,0.940,0.660,0.470,2,0,0,0,0,14,7,0,6,0
20-04 09:42:36,13.466,4.738,69.327,12.469,0,681111552,3850575872,173674496,3513270272,7037,2160,0,8921088,0,713,4841,9458,0.940,0.660,0.470,2,0,0,0,0,14,7,0,6,0
20-04 09:42:37,16.291,5.514,71.429,6.767,0,608325632,3922874368,173862912,3513561088,6725,2160,0,4403200,0,310,3128,7082,0.940,0.660,0.470,3,0,47,0,0,14,5,0,7,0
20-04 09:42:38,22.556,4.261,72.431,0.501,0.251,651071488,3879686144,173875200,3513970688,5615,1944,0,8355840,0,52,964,1580,0.940,0.660,0.470,2,1,31,0,0,14,5,0,7,0
