-- Logs begin at Tue 2020-03-31 15:13:33 UTC, end at Tue 2020-03-31 16:04:51 UTC. --
Mar 31 15:37:20 cloud-provider-iscsi-0000000100 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 15:37:21 cloud-provider-iscsi-0000000100 dstat.sh[24164]: [286B blob data]
Mar 31 15:37:21 cloud-provider-iscsi-0000000100 dstat.sh[24164]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 15:37:21 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:21|  9   3  86   2   0| 421M 4477M  145M 2703M|   0     0 | 229k 6084k|8.33  53.8 |1626  3020 |0.81 0.75 0.56|2.0   0  39|   0     0 |systemd              1    0.2%   0    0 |bash                 2089 4147k3898k0.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 15:37:22 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:22|  7  22  70   0   0| 422M 4476M  145M 2703M|6376B 2160B|  24k  172k|1.00  8.00 |2698  4784 |0.81 0.75 0.56|2.0   0 439|   0     0 |bash                 2089 4.8%1350k  27k|bash                 2089 1350k  27k4.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 15:37:23 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:23| 11  22  67   0   0| 421M 4476M  145M 2704M|6389B 2214B|   0    32k|   0  8.00 |2851  4975 |0.81 0.75 0.56|3.0   0 358|   0     0 |systemd              1    3.0%   0    0 |bash                 2089 2965k  24k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 15:37:24 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:24|  9  16  75   0   0| 547M 4350M  145M 2826M|6403B 2160B|   0  4096B|   0  1.00 |3865  6582 |0.81 0.75 0.56|1.0   0 216|   0     0 |systemd              1    5.2%   0    0 |bash                 2089  836k9267B1.2%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 31 15:37:25 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:25| 16  12  72   0   0| 571M 4326M  145M 2826M|6313B 2160B|   0     0 |   0     0 |1741  2707 |0.81 0.75 0.56|2.0   0 209|   0     0 |keystone-manage      25471 13%5945k  79k|keystone-manage      254715945k  79k 13%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 15:37:26 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:26| 22   3  74   1   0| 607M 4289M  145M 2827M|  11k 2160B| 192k  328k|13.0  21.0 | 726   722 |0.90 0.77 0.57|1.0   0   0|   0     0 |keystone-manage      25471 24%9512k 476k|keystone-manage      254719512k 476k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 15:37:27 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:27| 14   5  72   9   0| 630M 4263M  145M 2829M|5798B 1998B|  12k   13M|1.00   972 |5642  8627 |0.90 0.77 0.57|1.0   0   0|   0     0 |keystone-manage      254717.8%1145k 231k|keystone-manage      254711145k 231k7.8%|mysqld       190M|   0     0 |  14    7    0    6    0
Mar 31 15:37:28 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:28|  9   6  72  12   0| 634M 4192M  146M 2894M|6468B 2214B|   0    73M|   0   790 |4499  6639 |0.90 0.77 0.57|5.0   0 2.0|   0     0 |mysqld               234458.0%   0    0 |keystone-manage      25471  30k  18k5.0%|mysqld       194M|   0     0 |  14    7    0    6    0
Mar 31 15:37:29 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:29| 10   4  71  15   0| 636M 4189M  146M 2894M|  14k 2052B|   0  8688k|   0   726 |4109  8574 |0.90 0.77 0.57|1.0 1.0   0|   0     0 |mysqld               234456.2%   0    0 |keystone-manage      25471  29k  17k5.0%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 31 15:37:30 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:30| 16   5  68  11   0| 638M 4186M  147M 2895M|7518B 2160B|   0  6708k|   0   570 |5334    12k|0.90 0.77 0.57|2.0 1.0   0|   0     0 |keystone-manage      254719.5%  38k 289k|python3.6            5840  272k 566k1.8%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 31 15:37:31 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:31|  7   3  65  24   0| 639M 4184M  147M 2896M|7050B 2106B|   0    72M|   0   782 |2879  5765 |0.99 0.79 0.57|  0 1.0   0|   0     0 |keystone-manage      254713.8%  22k  14k|keystone-manage      25471  22k  14k3.8%|mysqld       197M|   0     0 |  14    7    0    6    0
Mar 31 15:37:32 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:32| 11   6  70  14   0| 642M 4181M  147M 2896M|7239B 2214B|   0  9612k|   0   802 |4433  9704 |0.99 0.79 0.57|1.0   0   0|   0     0 |mysqld               234457.8%   0    0 |keystone-manage      25471  23k  15k5.0%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 31 15:37:33 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:33| 22   4  70   3   0| 643M 4178M  148M 2897M|7405B 2160B|   0  4444k|   0   289 |5488    15k|0.99 0.79 0.57|3.0   0   0|   0     0 |keystone-manage      25471 15%  72k 510k|python3.6            5840  483k1008k3.5%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 31 15:37:34 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:34| 14   4  70  12   0| 644M 4176M  148M 2898M|6409B 2160B|   0  7960k|   0   655 |4485    10k|0.99 0.79 0.57|  0 1.0   0|   0     0 |keystone-manage      254718.0%  32k 203k|python3.6            5840  190k 396k0.8%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 31 15:37:35 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:35| 15   6  73   6   0| 575M 4244M  148M 2898M|  10k 2160B|   0  6008k|   0   440 |3048  9036 |0.99 0.79 0.57|2.0   0  15|   0     0 |mysqld               234455.8%   0    0 |bash                 2089   17M1878k0.2%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 31 15:37:36 cloud-provider-iscsi-0000000100 dstat.sh[24164]: 31-03 15:37:36| 21   5  72   2   0| 615M 4204M  148M 2899M|7021B 2160B|   0  6828k|   0  72.0 |1297  1831 |0.99 0.79 0.58|1.0   0  63|   0     0 |keystone-manage      25551 22%9781k  37k|keystone-manage      255519781k  37k 22%|mysqld       200M|   0     0 |  14    5    0    7    0
