-- Logs begin at Fri 2020-04-10 12:36:50 UTC, end at Fri 2020-04-10 14:35:43 UTC. --
Apr 10 14:04:17 cloud-provider-iscsi-0000000236 systemd[1]: Started Devstack devstack@dstat.service.
Apr 10 14:04:17 cloud-provider-iscsi-0000000236 dstat.sh[29617]: [286B blob data]
Apr 10 14:04:17 cloud-provider-iscsi-0000000236 dstat.sh[29617]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 10 14:04:17 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:17|  3   1  96   0   0| 420M 4420M  145M 2755M|   0     0 |  63k 1630k|2.32  14.6 | 608   944 |0.61 0.62 0.46|2.0   0  12|   0     0 |systemd              1    0.1%   0    0 |bash                 2519 1184k1105k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 10 14:04:18 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:18|  9  23  69   0   0| 421M 4418M  145M 2755M|7310B 2160B|  24k  108k|1.00  8.00 |2853  5269 |0.61 0.62 0.46|3.0   0 508|   0     0 |bash                 2519 4.2%2021k  32k|bash                 2519 2021k  32k4.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 10 14:04:19 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:19| 13  21  65   0   0| 422M 4417M  145M 2755M|8423B 2160B|   0    28k|   0  7.00 |3324  6087 |0.61 0.62 0.46|1.0   0 353|   0     0 |systemd              1    4.2%   0    0 |bash                 2519 2646k  22k1.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 10 14:04:20 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:20|  7   8  85   0   0| 546M 4292M  145M 2877M|8856B 2160B|   0     0 |   0     0 |2703  3938 |0.61 0.62 0.46|  0   0  58|   0     0 |systemd              1    5.8%   0    0 |bash                 2519  247k 656B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Apr 10 14:04:21 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:21| 10  14  76   0   0| 558M 4281M  145M 2878M|7467B 2106B|   0     0 |   0     0 |2126  3625 |0.64 0.63 0.47|1.0   0 299|   0     0 |keystone-manage      309315.2%2243k  79k|keystone-manage      309312243k  79k5.2%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 10 14:04:22 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:22| 22   3  74   1   0| 592M 4245M  145M 2878M|9790B 2214B| 120k    0 |7.00     0 | 720   739 |0.64 0.63 0.47|1.0   0   0|   0     0 |keystone-manage      30931 24%9192k 153k|keystone-manage      309319192k 153k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 10 14:04:23 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:23| 18   4  72   5   0| 626M 4209M  145M 2880M|8924B 2160B|  84k 7236k|7.00   396 |2598  4616 |0.64 0.63 0.47|  0 1.0   0|   0     0 |keystone-manage      30931 15%5186k 551k|keystone-manage      309315186k 551k 15%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 10 14:04:24 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:24| 10   7  70  13   0| 632M 4137M  146M 2945M|9445B 2052B|   0    74M|   0  1017 |4929    10k|0.64 0.63 0.47|  0 1.0   0|   0     0 |mysqld               288908.5%   0    0 |keystone-manage      30931  25k  14k4.5%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 10 14:04:25 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:25| 11   6  70  14   0| 635M 4132M  146M 2946M|8406B 2106B|   0  9708k|   0   839 |4611  9593 |0.64 0.63 0.47|  0 1.0   0|   0     0 |mysqld               288907.5%   0    0 |keystone-manage      30931  32k  18k5.8%|mysqld       195M|   0     0 |  14    7    0    6    0
Apr 10 14:04:26 cloud-provider-iscsi-0000000236 dstat.sh[29617]: 10-04 14:04:26| 14   5  70  11   0| 636M 4130M  147M 2947M|9786B 2200B|   0  6924k|   0   572 |5009    12k|0.67 0.64 0.47|2.0   0   0|   0     0 |keystone-manage      309318.5%  34k 287k|python3.6            6270  274k 571k1.5%|mysqld       196M|   0     0 |  14    7    0    6    0
