-- Logs begin at Wed 2020-04-22 09:04:05 UTC, end at Wed 2020-04-22 11:26:19 UTC. --
Apr 22 10:55:32 cloud-provider-iscsi-0000000356 systemd[1]: Started Devstack devstack@dstat.service.
Apr 22 10:55:32 cloud-provider-iscsi-0000000356 dstat.sh[24034]: [286B blob data]
Apr 22 10:55:32 cloud-provider-iscsi-0000000356 dstat.sh[24034]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 22 10:55:32 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:32|  2   1  97   0   0| 423M 4014M  144M 3154M|   0     0 |  49k 1352k|1.78  11.8 | 504   677 |0.72 0.69 0.49|2.0   0 8.4|   0     0 |systemd              1    0.0%   0    0 |bash                 2303 1085k1034k0.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 22 10:55:33 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:33| 10  21  69   0   1| 425M 4011M  144M 3154M|9897B   27k|  24k  160k|1.00  9.00 |2782  6019 |0.72 0.69 0.49|2.0   0 484|   0     0 |bash                 2303 3.8%1708k  31k|bash                 2303 1708k  31k3.8%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 22 10:55:34 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:34| 11  23  66   0   0| 425M 4011M  144M 3155M|  16k   12k|   0    32k|   0  8.00 |3208  6704 |0.72 0.69 0.49|1.0   0 354|   0     0 |systemd              1    3.5%   0    0 |bash                 2303 2965k  23k2.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 22 10:55:35 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:35| 10   9  77   4   0| 549M 3886M  144M 3277M|6988B 5910B|   0   544k|   0  61.0 |3017  5130 |0.72 0.69 0.49|  0 1.0  81|   0     0 |systemd              1    6.8%   0    0 |bash                 2303  247k 656B  0%|mysqld       173M|   0     0 |  14    4    0    4    0
Apr 22 10:55:36 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:36|  8  13  69   9   0| 555M 3880M  144M 3277M|8410B   11k|   0  6340k|   0   193 |2336  3771 |0.66 0.68 0.48|1.0   0 296|   0     0 |bash                 2303 2.8% 608k  18k|keystone-manage      253441046k  42k1.5%|mysqld       173M|   0     0 |  14    6    0    6    0
Apr 22 10:55:37 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:37| 23   2  74   1   0| 597M 3838M  144M 3277M|9628B 7012B| 120k    0 |7.00     0 | 722   806 |0.66 0.68 0.48|1.0   0 1.0|   0     0 |keystone-manage      25344 24%  11M 190k|keystone-manage      25344  11M 190k 24%|mysqld       173M|   0     0 |  14    6    0    6    0
Apr 22 10:55:38 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:38| 15   3  73   9   0| 630M 3803M  144M 3279M|  10k  126k|  84k 5980k|7.00   335 |2302  3635 |0.66 0.68 0.48|  0   0   0|   0     0 |keystone-manage      25344 13%4751k 551k|keystone-manage      253444751k 551k 13%|mysqld       187M|   0     0 |  14    8    0    6    0
Apr 22 10:55:39 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:39|  9   6  72  14   0| 635M 3731M  145M 3344M|8752B 4012B|   0    72M|   0   840 |4615  8269 |0.66 0.68 0.48|  0 1.0   0|   0     0 |mysqld               233097.5%   0    0 |keystone-manage      25344  20k  11k3.2%|mysqld       192M|   0     0 |  14    8    0    6    0
Apr 22 10:55:40 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:40|  9   4  71  16   0| 638M 3727M  145M 3345M|7043B 5334B|   0  7764k|   0   649 |3767  7027 |0.66 0.68 0.48|  0 1.0 2.0|   0     0 |mysqld               233095.5%   0    0 |keystone-manage      25344  20k  12k3.8%|mysqld       194M|   0     0 |  14    8    0    6    0
Apr 22 10:55:41 cloud-provider-iscsi-0000000356 dstat.sh[24034]: 22-04 10:55:41| 10   4  68  19   0| 639M 3725M  145M 3345M|5967B 4096B|   0    82M|   0  1179 |3545  8080 |0.77 0.70 0.49|  0 1.0   0|   0     0 |mysqld               233096.2%   0    0 |keystone-manage      25344  27k  15k4.0%|mysqld       195M|   0     0 |  14    8    0    6    0
