-- Logs begin at Fri 2020-03-13 04:59:05 UTC, end at Fri 2020-03-13 06:24:42 UTC. --
Mar 13 05:55:04 cloud-provider1-0000015173 systemd[1]: Started Devstack devstack@dstat.service.
Mar 13 05:55:04 cloud-provider1-0000015173 dstat.sh[30611]: [286B blob data]
Mar 13 05:55:04 cloud-provider1-0000015173 dstat.sh[30611]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 13 05:55:04 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:04|  5   2  93   1   0| 424M 4136M  164M 2993M|   0     0 |  96k 2749k|3.55  25.6 | 865  1425 |0.61 0.63 0.47|2.0   0  19|   0     0 |systemd              1    0.1%   0    0 |bash                 2126 2171k1890k0.1%|mysqld       173M|   0     0 |  12    4    0    3    0
Mar 13 05:55:05 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:05|  9  20  71   0   0| 424M 4135M  164M 2993M|4958B   13k|   0    72k|   0  5.00 |2527  5408 |0.61 0.63 0.47|3.0   0 462|   0     0 |bash                 2126 3.5%1586k  29k|bash                 2126 1586k  29k3.5%|mysqld       173M|   0     0 |  12    4    0    3    0
Mar 13 05:55:06 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:06| 12  21  67   0   0| 425M 4135M  164M 2993M|7766B   24k|   0    32k|   0  8.00 |2922  6767 |0.61 0.63 0.47|4.0   0 364|   0     0 |systemd              1    3.2%   0    0 |bash                 2126 2874k  24k2.2%|mysqld       173M|   0     0 |  12    4    0    3    0
Mar 13 05:55:07 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:07|  9  11  80   0   0| 551M 4008M  164M 3116M|  16k   11k|   0  4096B|   0  1.00 |3868  7136 |0.80 0.67 0.48|1.0   0 108|   0     0 |systemd              1    5.8%   0    0 |bash                 2126  472k2344B0.2%|mysqld       173M|   0     0 |  14    4    0    3    0
Mar 13 05:55:08 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:08| 12  13  75   0   0| 562M 3996M  164M 3116M|5656B 2934B|   0     0 |   0     0 |1898  3623 |0.80 0.67 0.48|2.0   0 296|   0     0 |keystone-manage      319226.8%2250k  79k|keystone-manage      319222250k  79k6.8%|mysqld       173M|   0     0 |  14    6    0    5    0
Mar 13 05:55:09 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:09| 22   3  74   2   0| 615M 3942M  165M 3116M|7372B   16k| 144k  784k|11.0  5.00 | 671   907 |0.80 0.67 0.48|2.0   0 1.0|   0     0 |keystone-manage      31922 24%  13M 311k|keystone-manage      31922  13M 311k 24%|mysqld       173M|   0     0 |  14    6    0    5    0
Mar 13 05:55:10 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:10| 13   5  72  10   0| 637M 3918M  165M 3119M|7534B 2160B|  16k   10M|2.00   746 |4225  7195 |0.80 0.67 0.48|3.0   0   0|   0     0 |keystone-manage      319229.5%1797k 450k|keystone-manage      319221797k 450k9.5%|mysqld       189M|   0     0 |  14    8    0    5    0
Mar 13 05:55:11 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:11| 12   6  72  10   0| 642M 3846M  165M 3184M|7044B  136k|   0    74M|   0   925 |5138  8163 |0.80 0.67 0.48|2.0   0   0|   0     0 |mysqld               298828.0%   0    0 |tail                 8462  129k 129k  0%|mysqld       193M|   0     0 |  14    8    0    5    0
Mar 13 05:55:12 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:12| 15   7  68   9   0| 644M 3842M  166M 3185M|  11k 9002B|   0    11M|   0  1003 |6221    13k|0.90 0.69 0.49|2.0   0   0|   0     0 |keystone-manage      319229.8%  51k 312k|python               6061  291k 605k1.5%|mysqld       196M|   0     0 |  14    8    0    5    0
Mar 13 05:55:13 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:13| 15   6  69  10   0| 647M 3837M  167M 3186M|  11k  325k|   0    13M|   0  1064 |5477    14k|0.90 0.69 0.49|1.0 1.0   0|   0     0 |mysqld               298828.5%   0    0 |tail                 8462  315k 315k  0%|mysqld       198M|   0     0 |  14    8    0    5    0
Mar 13 05:55:14 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:14| 20   6  67   7   0| 650M 3832M  167M 3187M|7807B   13k|   0    11M|   0   699 |5297    16k|0.90 0.69 0.49|2.0 1.0 2.0|   0     0 |keystone-manage      31922 14%  55k 382k|python               6061  360k 749k2.0%|mysqld       199M|   0     0 |  14    8    0    5    0
Mar 13 05:55:15 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:15| 18   6  69   6   0| 651M 3829M  168M 3188M|  11k  415k|   0  7188k|   0   552 |5476    17k|0.90 0.69 0.49|1.0   0   0|   0     0 |keystone-manage      31922 12%  57k 381k|python               6061  360k 748k2.0%|mysqld       200M|   0     0 |  14    8    0    5    0
Mar 13 05:55:16 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:16| 14   6  69  12   0| 652M 3828M  168M 3188M|8668B  396k|   0  9196k|   0   662 |5026    11k|0.90 0.69 0.49|3.0   0   0|   0     0 |mysqld               298827.5%   0    0 |tail                 8462  385k 385k0.2%|mysqld       200M|   0     0 |  14    8    0    5    0
Mar 13 05:55:17 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:17| 20   6  73   1   0| 593M 3887M  168M 3188M|7134B   16k|   0  2008k|   0   149 |2076  3686 |0.91 0.70 0.50|2.0   0  78|   0     0 |keystone-manage      32003 11%3730k  37k|bash                 2126   18M2010k0.8%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 13 05:55:18 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:18| 23   3  73   1   0| 647M 3833M  168M 3189M|8144B 9036B|   0  6704k|   0  72.0 | 925  1352 |0.91 0.70 0.50|2.0   0 1.0|   0     0 |keystone-manage      32003 25%  13M  37k|keystone-manage      32003  13M  37k 25%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 13 05:55:19 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:19| 23   6  69   2   0| 621M 3858M  168M 3189M|6176B 3974B|   0    63M|   0   582 |1803  1501 |0.91 0.70 0.50|1.0   0  12|   0     0 |keystone-manage      32015 20%  10M  73k|bash                 2126   17M  76k  0%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 13 05:55:20 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:20| 17  11  71   1   0| 578M 3900M  168M 3191M|  11k 2762B|   0  7012k|   0   232 |2319  3756 |0.91 0.70 0.50|2.0   0 206|   0     0 |bash                 2126 2.0%  17M  89k|bash                 2126   17M  89k2.0%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 13 05:55:21 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:21| 12  21  67   0   0| 578M 3898M  168M 3191M|8077B   17k|   0   116k|   0  15.0 |2696  6347 |0.91 0.70 0.50|2.0   0 450|   0     0 |bash                 2126 2.8%3777k  28k|bash                 2126 3777k  28k2.8%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 13 05:55:22 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:22| 30  18  52   0   0| 610M 3866M  168M 3192M|6991B   14k|   0  4096B|   0  1.00 |3882  5813 |1.08 0.74 0.51|3.0   0 216|   0     0 |uwsgi                327609.8%2125k   0 |uwsgi                327612512k   0 9.8%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 13 05:55:23 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:23| 45   5  49   1   0| 701M 3775M  168M 3192M|  15k   10k| 128k    0 |1.00     0 | 988  1000 |1.08 0.74 0.51|3.0   0 4.0|   0     0 |uwsgi                32760 25%  11M  73k|uwsgi                32761  12M  73k 24%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 13 05:55:24 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:24| 46   8  44   2   0| 744M 3729M  168M 3194M|6551B 2160B|  20k   13M|4.00   528 |2644  7050 |1.08 0.74 0.51|2.0   0 2.0|   0     0 |uwsgi                32760 25%5289k 118k|uwsgi                327605289k 118k 25%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 13 05:55:25 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:25| 22  11  67   0   0| 773M 3700M  168M 3195M|  18k 2458B|   0     0 |   0     0 |2147  3787 |1.08 0.74 0.51|1.0   0 169|   0     0 |keystone-manage      588   15%6367k  37k|keystone-manage      588  6367k  37k 15%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 13 05:55:26 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:26| 23   3  74   0   0| 827M 3646M  168M 3195M|7520B 9032B|   0  1124k|   0  4.00 | 761   869 |1.08 0.74 0.51|1.0   0 1.0|   0     0 |keystone-manage      588   25%  12M  47k|keystone-manage      588    12M  47k 25%|mysqld       203M|   0     0 |  14    8    0    7    0
Mar 13 05:55:27 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:27| 22   4  73   1   0| 760M 3713M  168M 3195M|8663B   13k|   0   544k|   0  56.0 |1266  2163 |1.07 0.74 0.51|1.0   0  54|   0     0 |openstack            669  4.2%1716k   0 |bash                 2126   19M  89k  0%|mysqld       203M|   0     0 |  14    6    0   10    0
Mar 13 05:55:28 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:28| 23   3  74   0   0| 796M 3677M  169M 3195M|  11k 9322B|   0  2260k|   0  68.0 | 849  1072 |1.07 0.74 0.51|2.0   0 2.0|   0     0 |openstack            669   25%9060k  73k|openstack            669  9060k  73k 25%|mysqld       203M|   0     0 |  14    6    0   10    0
Mar 13 05:55:29 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:29| 21   3  73   3   0| 814M 3659M  169M 3195M|6935B 2214B|  68k 9524k|17.0   119 |1316  1919 |1.07 0.74 0.51|2.0   0 1.0|   0     0 |uwsgi                327608.5% 137k  10k|openstack            669   615k  33B3.5%|mysqld       205M|   0     0 |  14   30    0   15    0
Mar 13 05:55:30 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:30| 21   5  73   0   0| 801M 3672M  169M 3195M|6726B 2504B|   0     0 |   0     0 |1079  1395 |1.07 0.74 0.51|1.0   0  62|   0     0 |openstack            732   20%8020k  73k|bash                 2126   11M  76k0.2%|mysqld       205M|   0     0 |  14   30    0   15    0
Mar 13 05:55:31 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:31| 23   5  72   0   0| 780M 3693M  169M 3195M|5170B 3716B|   0     0 |   0     0 |1278  2028 |1.07 0.74 0.51|2.0   0  99|   0     0 |openstack            833  3.5%1970k   0 |bash                 2126   11M  77k0.2%|mysqld       205M|   0     0 |  14   30    0   20    0
Mar 13 05:55:32 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:32| 23   3  74   0   0| 817M 3655M  169M 3195M|7188B 5782B|   0     0 |   0     0 | 786  1213 |1.06 0.75 0.51|2.0   0 2.0|   0     0 |openstack            833   22%9407k  73k|openstack            833  9407k  73k 22%|mysqld       205M|   0     0 |  14   32    0   24    0
Mar 13 05:55:33 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:33| 22   4  73   0   0| 799M 3673M  169M 3195M|  10k 2214B|   0     0 |   0     0 |1087  1746 |1.06 0.75 0.51|2.0   0  23|   0     0 |openstack            860   16%7499k  73k|bash                 2126   11M  78k0.2%|mysqld       205M|   0     0 |  14   30    0   29    0
Mar 13 05:55:34 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:34| 24   3  73   0   0| 819M 3653M  169M 3195M|5477B 3262B|   0  2320k|   0  29.0 |1302  1937 |1.06 0.75 0.51|2.0   0 4.0|   0     0 |openstack            860   14%3869k   0 |openstack            860  3869k   0  14%|mysqld       205M|   0     0 |  14   30    0   36    0
Mar 13 05:55:35 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:35| 22   6  72   0   0| 808M 3664M  169M 3195M|6710B 4226B|   0   348k|   0  20.0 | 958  1456 |1.06 0.75 0.51|1.0   0  73|   0     0 |openstack            946   23%8020k  73k|bash                 2126   11M  73k  0%|mysqld       205M|   0     0 |  14   30    0   36    0
Mar 13 05:55:36 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:36| 22   5  73   0   0| 773M 3699M  169M 3195M|  16k 2160B|   0     0 |   0     0 |1478  2353 |1.06 0.75 0.51|3.0   0  91|   0     0 |uwsgi                327605.5%5042B  16k|bash                 2126   11M  81k0.2%|mysqld       205M|   0     0 |  14   30    0   44    0
Mar 13 05:55:37 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:37| 23   3  74   0   0| 815M 3657M  169M 3195M|  16k 6266B|   0    64k|   0  6.00 | 691  1002 |1.06 0.75 0.52|1.0   0  11|   0     0 |openstack            1055  25%  10M  73k|openstack            1055   10M  73k 25%|mysqld       205M|   0     0 |  14   30    0   44    0
Mar 13 05:55:38 cloud-provider1-0000015173 dstat.sh[30611]: 13-03 05:55:38| 21   5  73   0   0| 791M 3681M  169M 3195M|8225B 2106B|   0     0 |   0     0 |1223  1853 |1.06 0.75 0.52|2.0   0  70|   0     0 |openstack            1126 9.5%4325k  73k|bash                 2126   11M  77k0.2%|mysqld       205M|   0     0 |  14   30    0   49    0
