-- Logs begin at Mon 2020-03-09 18:55:11 UTC, end at Mon 2020-03-09 21:37:16 UTC. --
Mar 09 21:34:57 cloud-provider1-0000012241 systemd[1]: Started Devstack devstack@dstat.service.
Mar 09 21:34:57 cloud-provider1-0000012241 dstat.sh[30190]: [286B blob data]
Mar 09 21:34:57 cloud-provider1-0000012241 dstat.sh[30190]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 09 21:34:57 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:34:57|  2   1  98   0   0| 417M 4147M  165M 2988M|   0     0 |  34k  979k|1.22  9.03 | 398   574 |0.47 0.63 0.49|2.0   0 6.5|   0     0 |systemd              1    0.0%   0    0 |bash                 1976  759k 661k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 21:34:58 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:34:58| 10  20  69   0   1| 418M 4146M  165M 2988M|5996B 2202B|   0  2852k|   0  18.0 |2739  4776 |0.47 0.63 0.49|4.0   0 465|   0     0 |bash                 1976 4.0%1393k  29k|bash                 1976 1393k  29k4.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 21:34:59 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:34:59| 13  20  67   0   0| 418M 4146M  165M 2988M|  16k 2106B|   0    32k|   0  8.00 |2926  6403 |0.60 0.65 0.50|3.0   0 363|   0     0 |systemd              1    2.8%   0    0 |bash                 1976 3063k  24k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 21:35:00 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:00|  9  11  80   0   0| 543M 4020M  165M 3111M|8282B 2254B|   0  4096B|   0  1.00 |3401  5501 |0.60 0.65 0.50|2.0   0 114|   0     0 |systemd              1    5.5%   0    0 |bash                 1976  475k2781B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 09 21:35:01 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:01|  6  13  81   0   0| 544M 4019M  165M 3111M|7250B 1998B|   0     0 |   0     0 |2004  3527 |0.60 0.65 0.50|3.0   0 285|   0     0 |bash                 1976 2.8% 597k  17k|bash                 1976  597k  17k2.8%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 09 21:35:02 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:02| 22   4  74   0   0| 586M 3977M  165M 3111M|5375B 2052B|  76k    0 |2.00     0 | 706   926 |0.60 0.65 0.50|2.0   0  14|   0     0 |keystone-manage      31501 24%  10M 162k|keystone-manage      31501  10M 162k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 09 21:35:03 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:03| 21   4  73   2   0| 627M 3934M  166M 3112M|6832B 2268B|  84k 2940k|11.0  47.0 |1566  2649 |0.60 0.65 0.50|1.0 1.0   0|   0     0 |keystone-manage      31501 21%7269k 679k|keystone-manage      315017269k 679k 21%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 09 21:35:04 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:04| 11   6  70  12   0| 633M 3861M  166M 3178M|5356B 2106B|   0    51M|   0  1088 |4855  9040 |0.71 0.68 0.51|1.0 1.0   0|   0     0 |mysqld               294638.2%   0    0 |keystone-manage      31501  20k  12k4.8%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 09 21:35:05 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:05|  6   4  73  18   0| 635M 3857M  167M 3179M|5383B 2160B|   0    31M|   0   582 |3192  5494 |0.71 0.68 0.51|1.0 1.0   0|   0     0 |mysqld               294634.0%   0    0 |keystone-manage      31501  16k  10k3.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 09 21:35:06 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:06| 12   3  71  14   0| 637M 3854M  167M 3179M|5981B 2160B|   0  9480k|   0   799 |4211  8887 |0.71 0.68 0.51|2.0   0   0|   0     0 |mysqld               294637.2%   0    0 |keystone-manage      31501  33k  19k6.2%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 09 21:35:07 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:07| 15   4  70  10   0| 638M 3851M  168M 3180M|6541B 2214B|   0  6668k|   0   552 |4368    11k|0.71 0.68 0.51|2.0   0   0|   0     0 |keystone-manage      315018.8%  39k 308k|python               5885  291k 605k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 09 21:35:08 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:08| 10   5  72  13   0| 640M 3848M  168M 3181M|6364B 2160B|   0    11M|   0   737 |3609  6359 |0.71 0.68 0.51|1.0 1.0   0|   0     0 |mysqld               294636.2%   0    0 |keystone-manage      31501  28k  18k5.2%|mysqld       198M|   0     0 |  14    7    0    5    0
Mar 09 21:35:09 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:09| 17   5  69   9   0| 643M 3844M  169M 3182M|7393B 2160B|   0  7540k|   0   587 |6255    11k|0.81 0.70 0.52|1.0   0   0|   0     0 |keystone-manage      31501 11%  48k 378k|python               5885  359k 745k2.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 09 21:35:10 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:10| 17   5  69   8   0| 644M 3841M  169M 3183M|7159B 1944B|   0  7544k|   0   574 |6965    12k|0.81 0.70 0.52|1.0   0   0|   0     0 |keystone-manage      31501 12%  62k 385k|python               5885  361k 752k1.5%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 09 21:35:11 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:11| 15   5  70  10   0| 645M 3839M  169M 3183M|7146B 2160B|   0  8608k|   0   656 |5021    10k|0.81 0.70 0.52|1.0   0 2.0|   0     0 |keystone-manage      315019.8%  47k  34k|keystone-manage      31501  47k  34k9.8%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 09 21:35:12 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:12| 22   5  73   0   0| 598M 3887M  169M 3183M|6678B 2160B|   0     0 |   0     0 |1082  1426 |0.81 0.70 0.52|2.0   0  78|   0     0 |keystone-manage      31582 16%6466k  37k|bash                 1976   18M2010k0.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 21:35:13 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:13| 24   3  72   1   0| 577M 3907M  170M 3184M|6998B 2160B|   0  6796k|   0  72.0 |1101  1576 |0.81 0.70 0.52|2.0   0  12|   0     0 |keystone-manage      315941.5%1226k  37k|bash                 1976   17M  76k0.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 21:35:14 cloud-provider1-0000012241 dstat.sh[30190]: 09-03 21:35:14| 23   5  65   7   0| 623M 3860M  170M 3184M|6023B 2160B|   0    68M|   0   666 |1315  1350 |0.83 0.70 0.52|2.0   0 1.0|   0     0 |keystone-manage      31594 25%  11M  37k|keystone-manage      31594  11M  37k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
