-- Logs begin at Tue 2020-03-31 13:32:49 UTC, end at Tue 2020-03-31 14:34:56 UTC. --
Mar 31 14:08:36 cloud-provider-iscsi-0000000096 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 14:08:36 cloud-provider-iscsi-0000000096 dstat.sh[24177]: [286B blob data]
Mar 31 14:08:36 cloud-provider-iscsi-0000000096 dstat.sh[24177]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 14:08:36 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:36|  6   2  91   1   0| 421M 4454M  146M 2725M|   0     0 | 152k 4064k|5.57  36.1 |1136  2085 |0.73 0.77 0.56|3.0   0  26|   0     0 |systemd              1    0.1%   0    0 |bash                 2059 2783k2618k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 14:08:37 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:37|  9  22  68   0   0| 421M 4453M  146M 2726M|7802B 2160B|  24k  116k|1.00  10.0 |2812  5038 |0.73 0.77 0.56|1.0   0 471|   0     0 |bash                 2059 3.8%1691k  30k|bash                 2059 1691k  30k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 14:08:38 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:38| 13  20  67   0   0| 421M 4453M  146M 2726M|6603B 2214B|   0    32k|   0  8.00 |3256  5752 |0.73 0.77 0.56|2.0   0 383|   0     0 |systemd              1    3.2%   0    0 |bash                 2059 2980k  24k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 14:08:39 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:39| 12  20  68   0   0| 547M 4326M  146M 2848M|6618B 2052B|   0     0 |   0     0 |3692  6176 |0.73 0.77 0.56|2.0   0 328|   0     0 |systemd              1    6.0%   0    0 |bash                 2059  680k  15k2.5%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 31 14:08:40 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:40| 20   6  74   1   0| 584M 4290M  146M 2848M|5913B 2160B|  96k    0 |4.00     0 | 949  1282 |0.73 0.77 0.56|3.0   0  50|   0     0 |keystone-manage      25492 21%8726k 125k|keystone-manage      254928726k 125k 21%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 14:08:41 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:41| 22   4  73   2   0| 623M 4248M  146M 2850M|5987B 2202B| 108k 2116k|10.0  25.0 | 909  1830 |0.75 0.78 0.56|2.0   0   0|   0     0 |keystone-manage      25492 22%7843k 630k|keystone-manage      254927843k 630k 22%|mysqld       184M|   0     0 |  14    7    0    6    0
Mar 31 14:08:42 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:42|  6   5  72  17   0| 629M 4240M  146M 2851M|6095B 2106B|   0  9272k|   0   816 |3473  6492 |0.75 0.78 0.56|3.0 1.0   0|   0     0 |mysqld               234475.0%   0    0 |keystone-manage      25492  24k  26k3.0%|mysqld       190M|   0     0 |  14    7    0    6    0
Mar 31 14:08:43 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:43|  5   5  70  20   0| 633M 4171M  147M 2916M|6537B 2214B|   0    75M|   0   545 |2575  4535 |0.75 0.78 0.56|1.0 1.0   0|   0     0 |mysqld               234474.5%   0    0 |keystone-manage      25492  19k  11k3.2%|mysqld       192M|   0     0 |  14    7    0    6    0
Mar 31 14:08:44 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:44|  6   3  74  17   0| 634M 4169M  147M 2917M|6135B 2160B|   0  5660k|   0   488 |2838  4961 |0.75 0.78 0.56|1.0 1.0   0|   0     0 |keystone-manage      254923.5%  20k  12k|keystone-manage      25492  20k  12k3.5%|mysqld       193M|   0     0 |  14    7    0    6    0
Mar 31 14:08:45 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:45| 11   5  71  14   0| 636M 4166M  147M 2917M|6403B 2160B|   0  8428k|   0   702 |4326  7619 |0.75 0.78 0.56|2.0   0   0|   0     0 |mysqld               234477.2%   0    0 |keystone-manage      25492  28k  16k4.8%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 31 14:08:46 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:46| 15   6  68  11   0| 637M 4163M  148M 2918M|  11k 2094B|   0  7764k|   0   647 |4550  9631 |0.85 0.80 0.57|3.0   0   0|   0     0 |keystone-manage      254928.5%  41k 290k|python3.6            5811  272k 567k1.5%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 31 14:08:47 cloud-provider-iscsi-0000000096 dstat.sh[24177]: 31-03 14:08:47|  7   3  73  18   0| 639M 4161M  148M 2918M|9367B 2160B|   0  4824k|   0   370 |2703  4772 |0.85 0.80 0.57|2.0   0   0|   0     0 |mysqld               234474.2%   0    0 |keystone-manage      25492  18k  12k3.2%|mysqld       197M|   0     0 |  14    7    0    6    0
