-- Logs begin at Wed 2020-03-11 10:56:02 UTC, end at Wed 2020-03-11 13:50:03 UTC. --
Mar 11 13:38:30 cloud-provider1-0000013836 systemd[1]: Started Devstack devstack@dstat.service.
Mar 11 13:38:31 cloud-provider1-0000013836 dstat.sh[30305]: [286B blob data]
Mar 11 13:38:31 cloud-provider1-0000013836 dstat.sh[30305]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 11 13:38:31 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:31|  2   1  98   0   0| 421M 4149M  165M 2981M|   0     0 |  33k  967k|1.21  8.82 | 397   561 |0.62 0.59 0.46|3.0   0 6.4|   0     0 |systemd              1    0.0%   0    0 |bash                 1968  745k 648k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 13:38:32 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:32| 10  20  70   0   0| 422M 4148M  165M 2982M|6105B 2268B|   0    72k|   0  5.00 |2743  5158 |0.62 0.59 0.46|1.0   0 471|   0     0 |bash                 1968 4.2%1398k  30k|bash                 1968 1398k  30k4.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 13:38:33 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:33| 13  21  66   0   0| 422M 4147M  165M 2982M|7053B 2160B|   0    32k|   0  8.00 |3168  6343 |0.62 0.59 0.46|2.0   0 368|   0     0 |systemd              1    3.5%   0    0 |bash                 1968 3068k  24k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 13:38:34 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:34| 10  11  78   0   0| 547M 4022M  165M 3104M|  11k 2160B|   0  3036k|   0  11.0 |3497  6564 |0.62 0.59 0.46|  0   0 113|   0     0 |systemd              1    6.8%   0    0 |bash                 1968  471k2344B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 11 13:38:35 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:35| 12  15  73   0   0| 558M 4010M  165M 3105M|7559B 2160B|   0     0 |   0     0 |2134  3471 |0.62 0.59 0.46|2.0   0 296|   0     0 |keystone-manage      316158.0%2552k  79k|keystone-manage      316152552k  79k8.0%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 13:38:36 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:36| 22   3  74   2   0| 599M 3969M  165M 3105M|6923B 1944B| 100k    0 |5.00     0 | 666   763 |0.65 0.60 0.47|1.0   0 3.0|   0     0 |keystone-manage      31615 23%  10M 190k|keystone-manage      31615  10M 190k 23%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 13:38:37 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:37| 18   3  74   5   0| 632M 3934M  166M 3107M|5534B 2160B|  60k 5872k|8.00   309 |2139  3734 |0.65 0.60 0.47|  0   0   0|   0     0 |keystone-manage      31615 17%4977k 571k|keystone-manage      316154977k 571k 17%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 11 13:38:38 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:38|  7   7  72  14   0| 637M 3863M  166M 3172M|5739B 2160B|   0    12M|   0   796 |4112  8448 |0.65 0.60 0.47|  0 1.0   0|   0     0 |mysqld               295848.2%   0    0 |keystone-manage      31615  20k  12k3.5%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 11 13:38:39 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:39| 12   3  72  13   0| 639M 3859M  167M 3173M|6416B 2160B|   0    69M|   0   753 |3962  7327 |0.65 0.60 0.47|  0 1.0   0|   0     0 |keystone-manage      316156.5%  21k  13k|keystone-manage      31615  21k  13k6.5%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 11 13:38:40 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:40| 17   5  71   7   0| 641M 3855M  167M 3174M|8426B 2160B|   0  9272k|   0   779 |5725    12k|0.65 0.60 0.47|2.0   0   0|   0     0 |keystone-manage      31615 10%  41k 306k|python               5885  290k 603k2.0%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 11 13:38:41 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:41| 12   6  71  11   0| 643M 3852M  168M 3174M|7908B 2160B|   0  9600k|   0   765 |4699    10k|0.76 0.62 0.47|  0 1.0   0|   0     0 |mysqld               295848.2%   0    0 |keystone-manage      31615  40k  29k7.0%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 11 13:38:42 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:42| 13   6  70  11   0| 646M 3848M  168M 3175M|7124B 2160B|   0    11M|   0   911 |4923    12k|0.76 0.62 0.47|2.0   0   0|   0     0 |mysqld               295848.2%   0    0 |python               5885   50k 105k0.5%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 11 13:38:43 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:43| 22   6  68   5   0| 647M 3844M  169M 3177M|7077B 2160B|   0  4352k|   0   277 |6923    16k|0.76 0.62 0.47|1.0   0   0|   0     0 |keystone-manage      31615 17%  73k 687k|python               5885  670k1392k3.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 11 13:38:44 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:44| 14   6  67  13   0| 648M 3843M  169M 3177M|7341B 1890B|   0    45M|   0  1088 |5099    10k|0.76 0.62 0.47|1.0   0   0|   0     0 |mysqld               295848.0%   0    0 |keystone-manage      31615  42k  29k8.0%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 11 13:38:45 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:45| 16   6  72   6   0| 581M 3910M  169M 3177M|  17k 2214B|   0  6616k|   0   467 |3590  6254 |0.76 0.62 0.47|1.0   0  78|   0     0 |mysqld               295843.0%   0    0 |bash                 1968   18M2010k1.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 13:38:46 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:46| 24   2  72   2   0| 628M 3862M  169M 3177M|7000B 2160B|   0  6644k|   0  70.0 |1073  1492 |0.78 0.63 0.48|1.0   0 3.0|   0     0 |keystone-manage      31696 25%  12M  37k|keystone-manage      31696  12M  37k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 13:38:47 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:47| 23   4  73   1   0| 602M 3887M  169M 3178M|  15k 2214B|   0  6952k|   0  73.0 |1140  1581 |0.78 0.63 0.48|1.0   0  11|   0     0 |keystone-manage      31710 15%6730k  37k|bash                 1968   17M  76k  0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 13:38:48 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:48| 24   3  72   1   0| 576M 3912M  169M 3179M|5287B 2200B|   0  6148k|   0   138 |1408  1998 |0.78 0.63 0.48|2.0   0  40|   0     0 |mysqld               295840.5%   0    0 |bash                 1968   17M  78k0.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 13:38:49 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:49| 10  22  66   1   0| 575M 3912M  170M 3180M|6679B 2160B|   0    31M|   0   529 |3608  6379 |0.78 0.63 0.48|1.0 2.0 499|   0     0 |bash                 1968 3.2%3060k  32k|bash                 1968 3060k  32k3.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 13:38:50 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:50| 26  20  53   2   0| 605M 3881M  170M 3181M|6780B 2160B|   0  5004k|   0   222 |4588  7716 |0.78 0.63 0.48|2.0   0 332|   0     0 |uwsgi                324546.8%2101k   0 |uwsgi                324532101k   0 6.5%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 11 13:38:51 cloud-provider1-0000013836 dstat.sh[30305]: 11-03 13:38:51| 45   6  49   0   0| 690M 3796M  170M 3181M|7027B 2160B| 128k    0 |1.00     0 |1044   863 |0.88 0.65 0.48|3.0   0 4.0|   0     0 |uwsgi                32453 25%  11M  73k|uwsgi                32453  11M  73k 25%|mysqld       200M|   0     0 |  14    7    0    6    0
