-- Logs begin at Thu 2020-03-12 14:47:45 UTC, end at Thu 2020-03-12 16:30:56 UTC. --
Mar 12 15:59:55 cloud-provider1-0000014828 systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 15:59:55 cloud-provider1-0000014828 dstat.sh[30433]: [286B blob data]
Mar 12 15:59:55 cloud-provider1-0000014828 dstat.sh[30433]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 15:59:55 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 15:59:55|  4   1  95   0   0| 422M 4137M  166M 2992M|   0     0 |  75k 2135k|2.75  19.9 | 688  1103 |0.74 0.71 0.52|2.0   0  14|   0     0 |systemd              1    0.1%   0    0 |bash                 2056 1682k1466k0.1%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 15:59:56 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 15:59:56| 10  20  70   0   1| 423M 4135M  166M 2992M|6525B 2052B|   0  3340k|   0  18.0 |2520  5695 |0.74 0.71 0.52|2.0   0 483|   0     0 |bash                 2056 3.5%1695k  30k|bash                 2056 1695k  30k3.5%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 15:59:57 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 15:59:57| 10  23  67   0   0| 422M 4135M  166M 2993M|  13k 2268B|   0    32k|   0  8.00 |2750  6478 |0.74 0.71 0.52|4.0   0 371|   0     0 |systemd              1    3.2%   0    0 |bash                 2056 2978k  24k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 15:59:58 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 15:59:58| 11  14  75   0   0| 548M 4009M  166M 3115M|5736B 2106B|   0     0 |   0     0 |3100  5901 |0.74 0.71 0.52|1.0   0 198|   0     0 |systemd              1    6.5%   0    0 |bash                 2056  511k7089B1.2%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 12 15:59:59 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 15:59:59| 18  10  72   0   0| 575M 3982M  166M 3115M|5481B 2106B|   0     0 |   0     0 |1620  2500 |0.74 0.71 0.52|1.0   0 181|   0     0 |keystone-manage      31745 15%6311k  79k|keystone-manage      317456311k  79k 15%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 12 16:00:00 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 16:00:00| 21   3  74   2   0| 616M 3939M  166M 3116M|5808B 2052B| 148k    0 |12.0     0 | 688   747 |0.76 0.72 0.53|1.0   0 1.0|   0     0 |keystone-manage      31745 24%  10M 617k|keystone-manage      31745  10M 617k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 12 16:00:01 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 16:00:01|  9   4  74  13   0| 634M 3919M  167M 3118M|6438B 2160B|  12k 8976k|1.00   613 |3024  6726 |0.76 0.72 0.53|3.0 1.0   0|   0     0 |keystone-manage      317456.2% 540k 145k|keystone-manage      31745 540k 145k6.2%|mysqld       189M|   0     0 |  14    7    0    5    0
Mar 12 16:00:02 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 16:00:02|  9   5  73  14   0| 638M 3849M  167M 3183M|7117B 2160B|   0    72M|   0   723 |3672  7251 |0.76 0.72 0.53|  0 1.0   0|   0     0 |mysqld               297077.2%   0    0 |keystone-manage      31745  23k  14k3.5%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 12 16:00:03 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 16:00:03| 11   4  71  14   0| 640M 3846M  168M 3183M|7554B 2160B|   0  7800k|   0   672 |3600  6427 |0.76 0.72 0.53|  0 1.0   0|   0     0 |mysqld               297076.5%   0    0 |keystone-manage      31745  23k  14k5.8%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 12 16:00:04 cloud-provider1-0000014828 dstat.sh[30433]: 12-03 16:00:04| 15   4  71  10   0| 642M 3842M  168M 3184M|  17k 2160B|   0  6748k|   0   560 |4157  9799 |0.76 0.72 0.53|2.0   0   0|   0     0 |keystone-manage      317459.2%  32k 300k|python               5971  287k 597k2.0%|mysqld       195M|   0     0 |  14    7    0    6    0
