-- Logs begin at Fri 2020-03-27 10:48:05 UTC, end at Fri 2020-03-27 11:56:10 UTC. --
Mar 27 11:44:49 cloud-provider-iscsi-0000000050 systemd[1]: Started Devstack devstack@dstat.service.
Mar 27 11:44:49 cloud-provider-iscsi-0000000050 dstat.sh[30309]: [286B blob data]
Mar 27 11:44:49 cloud-provider-iscsi-0000000050 dstat.sh[30309]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 27 11:44:49 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:49|  5   2  93   1   0| 419M 4232M  168M 2902M|   0     0 |  97k 2728k|3.56  24.6 | 876  1400 |0.71 0.67 0.52|2.0   0  18|   0     0 |systemd              1    0.1%   0    0 |bash                 2324 2074k1797k0.1%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 11:44:50 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:50| 10  20  69   0   0| 420M 4230M  168M 2902M|7956B 2160B|   0    76k|   0  6.00 |2612  4945 |0.71 0.67 0.52|2.0   0 491|   0     0 |bash                 2324 4.0%1717k  31k|bash                 2324 1717k  31k4.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 11:44:51 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:51| 13  21  66   0   0| 426M 4224M  168M 2903M|9320B 2160B|   0    32k|   0  8.00 |3524  6901 |0.71 0.67 0.52| 13   0 378|   0     0 |systemd              1    3.0%   0    0 |bash                 2324 2953k  23k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 11:44:52 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:52|  7  10  82   0   0| 546M 4104M  168M 3025M|  10k 2160B|   0  3392k|   0  12.0 |3525  5035 |0.71 0.67 0.52|4.0   0 130|   0     0 |systemd              1    5.2%   0    0 |bash                 2324  472k5393B0.8%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 27 11:44:53 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:53| 16  13  72   0   0| 564M 4085M  168M 3025M|9307B 2106B|   0     0 |   0     0 |1753  2911 |0.71 0.67 0.52|2.0   0 227|   0     0 |keystone-manage      31620 12%4864k  79k|keystone-manage      316204864k  79k 12%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 27 11:44:54 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:54| 22   3  74   1   0| 612M 4037M  168M 3025M|  19k 2256B| 144k    0 |11.0     0 | 689   679 |0.73 0.68 0.52|2.0   0 1.0|   0     0 |keystone-manage      31620 24%  11M 406k|keystone-manage      31620  11M 406k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 27 11:44:55 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:55| 11   4  73  12   0| 631M 4015M  169M 3028M|9127B 2160B|  16k 7736k|2.00   486 |3100  5235 |0.73 0.68 0.52|3.0   0   0|   0     0 |keystone-manage      316207.5%1387k 356k|keystone-manage      316201387k 356k7.5%|mysqld       188M|   0     0 |  14    7    0    5    0
Mar 27 11:44:56 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:56|  8   5  72  15   0| 636M 3944M  169M 3092M|9513B 2106B|   0    72M|   0   792 |4120  7087 |0.73 0.68 0.52|2.0   0   0|   0     0 |mysqld               295836.8%   0    0 |keystone-manage      31620  23k  14k3.5%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 27 11:44:57 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:57|  9   4  65  22   0| 637M 3941M  170M 3093M|  12k 2160B|   0    14M|   0  1025 |4170  6211 |0.73 0.68 0.52|5.0 1.0   0|   0     0 |keystone-manage      316205.8%  23k  14k|keystone-manage      31620  23k  14k5.8%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 27 11:44:58 cloud-provider-iscsi-0000000050 dstat.sh[30309]: 27-03 11:44:58| 13   6  70  11   0| 639M 3938M  170M 3094M|9334B 2040B|   0  7408k|   0   608 |4259  9322 |0.73 0.68 0.52|3.0   0   0|   0     0 |keystone-manage      316208.0%  30k 235k|python               5385  219k 454k1.8%|mysqld       195M|   0     0 |  14    7    0    5    0
