-- Logs begin at Thu 2020-03-12 06:18:29 UTC, end at Thu 2020-03-12 09:16:57 UTC. --
Mar 12 09:05:28 cloud-provider1-0000014502 systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 09:05:28 cloud-provider1-0000014502 dstat.sh[30613]: [286B blob data]
Mar 12 09:05:28 cloud-provider1-0000014502 dstat.sh[30613]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 09:05:28 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:28|  2   1  98   0   0| 429M 4111M  181M 2985M|   0     0 |  34k  923k|1.61  8.66 | 387   550 |0.65 0.61 0.47|2.0   0 6.3|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2156  725k 631k0.0%|mysqld       173M|   0     0 |  12    4    0    3    0
Mar 12 09:05:29 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:29| 11  20  69   0   0| 428M 4111M  181M 2985M|8511B   16k|   0   104k|   0  11.0 |2817  5095 |0.65 0.61 0.47|1.0   0 479|   0     0 |bash                 2156 4.2%1703k  30k|bash                 2156 1703k  30k4.2%|mysqld       173M|   0     0 |  12    4    0    3    0
Mar 12 09:05:30 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:30| 13  20  66   0   0| 429M 4110M  181M 2986M|  13k   19k|   0    32k|   0  8.00 |3654  7719 |0.65 0.61 0.47|  0   0 383|   0     0 |systemd              1    3.0%   0    0 |bash                 2156 2991k  24k2.0%|mysqld       173M|   0     0 |  12    4    0    3    0
Mar 12 09:05:31 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:31| 11  10  79   0   0| 554M 3985M  181M 3108M|  10k 8020B|   0     0 |   0     0 |2863  3763 |0.65 0.61 0.47|1.0   0  88|   0     0 |systemd              1    8.2%   0    0 |bash                 2156  247k 656B0.2%|mysqld       173M|   0     0 |  14    4    0    3    0
Mar 12 09:05:32 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:32|  7  13  80   0   0| 557M 3981M  181M 3108M|  10k 2464B|   0     0 |   0     0 |1842  3629 |0.84 0.65 0.49|2.0   0 295|   0     0 |bash                 2156 2.2% 608k  18k|bash                 2156  608k  18k2.2%|mysqld       173M|   0     0 |  14    6    0    5    0
Mar 12 09:05:33 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:33| 23   3  74   1   0| 598M 3940M  181M 3108M|6502B   15k|  76k  784k|2.00  5.00 | 706   819 |0.84 0.65 0.49|1.0   0 2.0|   0     0 |keystone-manage      31935 24%9920k 162k|keystone-manage      319359920k 162k 24%|mysqld       173M|   0     0 |  14    6    0    5    0
Mar 12 09:05:34 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:34| 22   4  74   1   0| 636M 3900M  181M 3109M|6314B 2160B|  76k 1852k|9.00  26.0 | 901  1913 |0.84 0.65 0.49|2.0   0   0|   0     0 |keystone-manage      31935 22%7233k 649k|keystone-manage      319357233k 649k 22%|mysqld       184M|   0     0 |  14    8    0    5    0
Mar 12 09:05:35 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:35|  7   4  72  16   0| 642M 3893M  182M 3111M|7924B  134k|   0  8732k|   0   747 |3436  6740 |0.84 0.65 0.49|  0 1.0   0|   0     0 |mysqld               298944.8%   0    0 |tail                 28916 129k 129k  0%|mysqld       189M|   0     0 |  14    8    0    5    0
Mar 12 09:05:36 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:36|  9   5  72  15   0| 645M 3822M  182M 3176M|5433B 5390B|   0    71M|   0   661 |3530  7117 |0.84 0.65 0.49|2.0   0   0|   0     0 |mysqld               298946.5%   0    0 |keystone-manage      31935  27k  17k4.2%|mysqld       192M|   0     0 |  14    8    0    5    0
Mar 12 09:05:37 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:37| 11   4  71  14   0| 648M 3819M  183M 3176M|6090B 5336B|   0  7844k|   0   677 |3446  7502 |0.85 0.66 0.49|1.0 1.0   0|   0     0 |mysqld               298946.0%   0    0 |keystone-manage      31935  21k  12k5.5%|mysqld       194M|   0     0 |  14    8    0    5    0
Mar 12 09:05:38 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:38| 14   5  71   9   0| 649M 3816M  183M 3177M|7520B 6978B|   0  8408k|   0   560 |4478  9626 |0.85 0.66 0.49|1.0 1.0   0|   0     0 |keystone-manage      319359.2%  36k 303k|python               6076  290k 602k2.0%|mysqld       196M|   0     0 |  14    8    0    5    0
Mar 12 09:05:39 cloud-provider1-0000014502 dstat.sh[30613]: 12-03 09:05:39| 11   5  70  13   0| 651M 3814M  184M 3177M|  11k  329k|   0  7660k|   0   612 |3811    12k|0.85 0.66 0.49|1.0   0   0|   0     0 |mysqld               298946.2%   0    0 |tail                 28916 312k 312k0.2%|mysqld       197M|   0     0 |  14    8    0    5    0
