-- Logs begin at Mon 2020-03-16 12:14:14 UTC, end at Mon 2020-03-16 13:43:22 UTC. --
Mar 16 13:11:24 cloud-provider1-0000016038 systemd[1]: Started Devstack devstack@dstat.service.
Mar 16 13:11:24 cloud-provider1-0000016038 dstat.sh[30351]: [286B blob data]
Mar 16 13:11:24 cloud-provider1-0000016038 dstat.sh[30351]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 16 13:11:24 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:24|  5   2  93   1   0| 418M 4141M  166M 2993M|   0     0 |  94k 2705k|3.45  24.9 | 823  1387 |0.73 0.71 0.54|1.0   0  18|   0     0 |systemd              1    0.1%   0    0 |bash                 1960 2129k1851k0.1%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 16 13:11:25 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:25| 10  20  70   0   0| 419M 4139M  166M 2993M|8377B 2160B|   0  3340k|   0  19.0 |2685  5494 |0.73 0.71 0.54|2.0   0 488|   0     0 |bash                 1960 3.2%1711k  31k|bash                 1960 1711k  31k3.2%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 16 13:11:26 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:26| 14  20  66   0   0| 421M 4136M  166M 2994M|6746B 2160B|   0    32k|   0  8.00 |3357  6972 |0.73 0.71 0.54|9.0   0 368|   0     0 |systemd              1    4.0%   0    0 |bash                 1960 2952k  23k2.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 16 13:11:27 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:27| 12  19  69   0   0| 544M 4013M  166M 3116M|8660B 2160B|   0     0 |   0     0 |3874  6471 |0.73 0.71 0.54|1.0   0 329|   0     0 |systemd              1    5.5%   0    0 |bash                 1960  688k  15k2.5%|mysqld       174M|   0     0 |  14    5    0    4    0
Mar 16 13:11:28 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:28| 21   5  74   0   0| 588M 3969M  166M 3116M|9904B 2160B|  76k    0 |2.00     0 | 962  1189 |0.75 0.72 0.54|1.0   0  40|   0     0 |keystone-manage      31663 22%  10M 162k|keystone-manage      31663  10M 162k 22%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 16 13:11:29 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:29| 22   4  73   1   0| 627M 3929M  166M 3117M|7527B 2160B|  84k 1780k|11.0  28.0 | 957  1649 |0.75 0.72 0.54|1.0   0   0|   0     0 |keystone-manage      31663 22%7269k 679k|keystone-manage      316637269k 679k 22%|mysqld       184M|   0     0 |  14    7    0    5    0
Mar 16 13:11:30 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:30|  7   4  74  15   0| 632M 3921M  166M 3119M|  13k 2160B|   0  9368k|   0   811 |3785  7429 |0.75 0.72 0.54|1.0   0 2.0|   0     0 |mysqld               296245.2%   0    0 |python2              30402  14k 468B0.2%|mysqld       190M|   0     0 |  14    7    0    5    0
Mar 16 13:11:31 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:31|  6   5  73  16   0| 635M 3853M  166M 3183M|7457B 2160B|   0    69M|   0   454 |2627  5032 |0.75 0.72 0.54|1.0   0   0|   0     0 |mysqld               296245.5%   0    0 |keystone-manage      31663  23k  14k3.2%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 16 13:11:32 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:32| 10   4  72  14   0| 637M 3849M  167M 3184M|6961B 1944B|   0  7808k|   0   679 |3451  7678 |0.75 0.72 0.54|1.0   0   0|   0     0 |keystone-manage      316635.5%  23k  14k|keystone-manage      31663  23k  14k5.5%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 16 13:11:33 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:33| 16   5  71   8   0| 639M 3846M  167M 3185M|8811B 2160B|   0  8260k|   0   690 |4501    11k|0.93 0.76 0.55|  0 1.0   0|   0     0 |keystone-manage      316639.5%  37k 304k|python               5878  290k 602k2.0%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 16 13:11:34 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:34| 13   6  70  10   0| 641M 3843M  168M 3185M|  19k 2160B|   0    10M|   0   819 |4574    10k|0.93 0.76 0.55|1.0   0   0|   0     0 |mysqld               296248.8%   0    0 |keystone-manage      31663  40k  29k7.2%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 16 13:11:35 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:35| 12   7  70  11   0| 643M 3839M  169M 3186M|6253B 2160B|   0    10M|   0   826 |4640    11k|0.93 0.76 0.55|1.0   0   0|   0     0 |mysqld               296248.5%   0    0 |keystone-manage      31663  29k  20k6.2%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 16 13:11:36 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:36| 22   5  69   4   0| 644M 3836M  169M 3187M|6816B 2106B|   0  7136k|   0   299 |5623    16k|0.93 0.76 0.55|2.0   0   0|   0     0 |keystone-manage      31663 16%  73k 640k|python               5878  599k1244k3.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 16 13:11:37 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:37| 16   6  71   7   0| 646M 3834M  169M 3188M|8018B 2214B|   0    10M|   0   833 |4728    14k|0.93 0.76 0.55|  0 1.0   0|   0     0 |keystone-manage      31663 10%  51k 132k|python               5878  125k 260k0.8%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 16 13:11:38 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:38| 18   7  72   3   0| 582M 3897M  169M 3188M|7779B 2160B|   0  3440k|   0   261 |2443  4917 |0.94 0.76 0.55|1.0   0  78|   0     0 |keystone-manage      317446.0%2236k  37k|bash                 1960   18M2010k0.8%|mysqld       201M|   0     0 |  14    5    0    6    0
Mar 16 13:11:39 cloud-provider1-0000016038 dstat.sh[30351]: 16-03 13:11:39| 23   3  73   0   0| 633M 3845M  170M 3189M|7671B 2052B|   0  6668k|   0  72.0 | 937  1342 |0.94 0.76 0.55|1.0   0 1.0|   0     0 |keystone-manage      31744 25%  13M  37k|keystone-manage      31744  13M  37k 25%|mysqld       201M|   0     0 |  14    5    0    6    0
