-- Logs begin at Tue 2020-03-31 06:59:28 UTC, end at Tue 2020-03-31 08:53:18 UTC. --
Mar 31 08:24:35 cloud-provider-iscsi-0000000091 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 08:24:35 cloud-provider-iscsi-0000000091 dstat.sh[23873]: [286B blob data]
Mar 31 08:24:35 cloud-provider-iscsi-0000000091 dstat.sh[23873]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 08:24:35 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:35|  3   1  96   0   0| 422M 4475M  146M 2702M|   0     0 |  64k 1684k|2.34  15.3 | 602   957 |0.46 0.58 0.45|2.0   0  11|   0     0 |systemd              1    0.1%   0    0 |bash                 2050 1160k1092k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 08:24:36 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:36| 10  21  69   0   0| 422M 4474M  146M 2703M|  14k 1998B|  24k  168k|1.00  9.00 |2613  4768 |0.46 0.58 0.45|3.0   0 464|   0     0 |bash                 2050 3.8%1681k  30k|bash                 2050 1681k  30k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 08:24:37 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:37| 16  21  64   0   0| 429M 4467M  146M 2704M|  15k 2106B|   0   124k|   0  17.0 |3654  6981 |0.46 0.58 0.45|2.0   0 389|   0     0 |systemd              1    3.2%   0    0 |bash                 2050 2961k  23k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 08:24:38 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:38|  8   8  85   0   0| 548M 4348M  146M 2825M|7113B 2160B|   0     0 |   0     0 |2993  3721 |0.50 0.58 0.45|  0   0  55|   0     0 |systemd              1    6.0%   0    0 |bash                 2050  246k 656B0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 31 08:24:39 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:39|  7  11  82   0   0| 548M 4348M  146M 2825M|6853B 2160B|   0     0 |   0     0 |1753  3063 |0.50 0.58 0.45|1.0   0 265|   0     0 |bash                 2050 2.2% 578k  17k|bash                 2050  578k  17k2.2%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 08:24:40 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:40| 21   5  73   0   0| 590M 4305M  146M 2826M|7354B 2160B|  96k    0 |4.00     0 | 834  1003 |0.50 0.58 0.45|2.0   0  31|   0     0 |keystone-manage      25185 23%9803k 125k|keystone-manage      251859803k 125k 23%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 08:24:41 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:41| 16   4  74   6   0| 629M 4265M  147M 2827M|7311B 2160B| 108k 4244k|10.0   172 |1628  2988 |0.50 0.58 0.45|3.0   0   0|   0     0 |keystone-manage      25185 17%6789k 655k|keystone-manage      251856789k 655k 17%|mysqld       186M|   0     0 |  14    7    0    6    0
Mar 31 08:24:42 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:42|  7   5  71  17   0| 634M 4258M  147M 2828M|8886B 2160B|   0    21M|   0   944 |4415  7672 |0.50 0.58 0.45|1.0 1.0   0|   0     0 |mysqld               231556.0%   0    0 |keystone-manage      251859810B5286B2.5%|mysqld       190M|   0     0 |  14    7    0    6    0
Mar 31 08:24:43 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:43|  7   5  73  16   0| 636M 4190M  147M 2893M|6503B 2160B|   0    77M|   0   623 |3425  5919 |0.46 0.57 0.45|  0 1.0 2.0|   0     0 |mysqld               231555.5%   0    0 |keystone-manage      25185  20k  12k3.2%|mysqld       193M|   0     0 |  14    7    0    6    0
Mar 31 08:24:44 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:44| 11   4  71  14   0| 637M 4187M  148M 2894M|7022B 2160B|   0  8384k|   0   711 |4396  8386 |0.46 0.57 0.45|1.0 1.0   0|   0     0 |mysqld               231557.0%   0    0 |keystone-manage      25185  35k  19k5.2%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 31 08:24:45 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:45| 14   5  70  12   0| 639M 4184M  148M 2895M|7224B 2160B|   0  7516k|   0   638 |3995  9155 |0.46 0.57 0.45|2.0   0   0|   0     0 |keystone-manage      251857.2%  35k 287k|python3.6            5802  271k 565k1.8%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 31 08:24:46 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:46| 11   4  72  13   0| 641M 4180M  149M 2895M|7064B 2106B|   0  8264k|   0   627 |3969  8132 |0.46 0.57 0.45|  0 1.0   0|   0     0 |keystone-manage      251856.5%  34k  21k|keystone-manage      25185  34k  21k6.5%|mysqld       197M|   0     0 |  14    7    0    6    0
Mar 31 08:24:47 cloud-provider-iscsi-0000000091 dstat.sh[23873]: 31-03 08:24:47| 10   5  72  13   0| 643M 4177M  149M 2896M|7449B 1998B|   0  9352k|   0   782 |3919  9907 |0.46 0.57 0.45|3.0   0   0|   0     0 |mysqld               231556.8%   0    0 |python3.6            5802   31k  65k0.2%|mysqld       199M|   0     0 |  14    7    0    6    0
