-- Logs begin at Fri 2020-03-13 06:28:15 UTC, end at Fri 2020-03-13 08:51:27 UTC. --
Mar 13 08:20:14 cloud-provider1-0000015334 systemd[1]: Started Devstack devstack@dstat.service.
Mar 13 08:20:14 cloud-provider1-0000015334 dstat.sh[30383]: [286B blob data]
Mar 13 08:20:14 cloud-provider1-0000015334 dstat.sh[30383]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 13 08:20:14 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:14|  2   1  96   0   0| 420M 4138M  167M 2992M|   0     0 |  48k 1383k|1.75  12.9 | 499   758 |0.61 0.66 0.49|1.0   0 9.3|   0     0 |systemd              1    0.0%   0    0 |bash                 1967 1086k 946k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 08:20:15 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:15| 10  21  69   0   0| 420M 4137M  167M 2993M|6228B 2160B|   0    72k|   0  6.00 |2774  5108 |0.64 0.66 0.49|1.0   0 492|   0     0 |bash                 1967 3.8%1709k  31k|bash                 1967 1709k  31k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 08:20:16 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:16| 12  20  67   0   0| 420M 4137M  167M 2993M|7725B 2106B|   0  3320k|   0  22.0 |3398  7523 |0.64 0.66 0.49|3.0   0 358|   0     0 |systemd              1    3.2%   0    0 |bash                 1967 2960k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 08:20:17 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:17|  8  11  81   0   0| 546M 4011M  167M 3115M|  14k 2214B|   0     0 |   0     0 |3204  5209 |0.64 0.66 0.49|1.0   0 148|   0     0 |systemd              1    5.5%   0    0 |bash                 1967  464k4937B0.5%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 13 08:20:18 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:18| 16  12  72   0   0| 568M 3988M  167M 3115M|6487B 2106B|   0     0 |   0     0 |1715  3133 |0.64 0.66 0.49|1.0   0 236|   0     0 |keystone-manage      31702 13%5601k  79k|keystone-manage      317025601k  79k 13%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 13 08:20:19 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:19| 22   3  74   1   0| 614M 3941M  167M 3116M|5603B 2160B| 148k    0 |12.0     0 | 729   893 |0.64 0.66 0.49|1.0   0 1.0|   0     0 |keystone-manage      31702 24%  11M 617k|keystone-manage      31702  11M 617k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 13 08:20:20 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:20|  9   3  74  13   0| 632M 3921M  168M 3118M|6047B 2256B|  12k 8844k|1.00   594 |2737  6544 |0.75 0.68 0.50|  0 1.0 2.0|   0     0 |keystone-manage      317026.2% 393k 145k|keystone-manage      31702 393k 145k6.2%|mysqld       188M|   0     0 |  14    7    0    5    0
Mar 13 08:20:21 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:21|  7   4  72  17   0| 636M 3851M  168M 3182M|6837B 1944B|   0    71M|   0   626 |3021  6402 |0.75 0.68 0.50|  0 2.0   0|   0     0 |mysqld               296595.5%   0    0 |keystone-manage      31702  20k  12k2.8%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 13 08:20:22 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:22|  9   4  72  15   0| 638M 3848M  168M 3183M|5928B 2160B|   0  7748k|   0   653 |3778  5987 |0.75 0.68 0.50|  0 1.0   0|   0     0 |keystone-manage      317025.2%  21k  13k|keystone-manage      31702  21k  13k5.2%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 13 08:20:23 cloud-provider1-0000015334 dstat.sh[30383]: 13-03 08:20:23| 13   4  71  12   0| 640M 3845M  169M 3184M|6982B 2160B|   0  8204k|   0   694 |4413  8781 |0.75 0.68 0.50|2.0   0   0|   0     0 |keystone-manage      317028.0%  34k 178k|python               5885  153k 317k1.2%|mysqld       195M|   0     0 |  14    7    0    5    0
