-- Logs begin at Wed 2020-03-11 20:29:21 UTC, end at Thu 2020-03-12 02:48:19 UTC. --
Mar 12 02:16:45 cloud-provider1-0000014072 systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 02:16:45 cloud-provider1-0000014072 dstat.sh[30430]: [286B blob data]
Mar 12 02:16:45 cloud-provider1-0000014072 dstat.sh[30430]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 02:16:45 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:45|  1   0  99   0   0| 421M 4137M  167M 2992M|   0     0 |  16k  446k|0.57  4.18 | 258   326 |0.54 0.65 0.51|2.0   0 3.0|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2068  350k 305k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 02:16:46 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:46|  9  21  70   0   0| 421M 4136M  167M 2992M|6076B 2160B|   0    76k|   0  5.00 |2657  4909 |0.54 0.65 0.51|1.0   0 462|   0     0 |bash                 2068 3.8%1679k  29k|bash                 2068 1679k  29k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 02:16:47 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:47| 14  21  65   0   0| 421M 4135M  167M 2993M|4548B 2160B|   0    36k|   0  9.00 |3174  7175 |0.57 0.65 0.52|3.0   0 389|   0     0 |systemd              1    3.5%   0    0 |bash                 2068 2989k  25k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 02:16:48 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:48| 11  15  74   0   0| 547M 4009M  167M 3115M|8061B 2202B|   0     0 |   0     0 |3974  7440 |0.57 0.65 0.52|1.0   0 197|   0     0 |systemd              1    6.2%   0    0 |bash                 2068  508k6978B1.2%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 12 02:16:49 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:49| 16  11  73   0   0| 571M 3985M  167M 3115M|5810B 2160B|   0     0 |   0     0 |1498  2467 |0.57 0.65 0.52|1.0   0 183|   0     0 |keystone-manage      31745 14%5636k  79k|keystone-manage      317455636k  79k 14%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 12 02:16:50 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:50| 21   3  73   2   0| 610M 3946M  167M 3115M|7517B 2106B| 108k 6004k|7.00   218 | 936   685 |0.57 0.65 0.52|  0 1.0 1.0|   0     0 |keystone-manage      31745 23%9825k 258k|keystone-manage      317459825k 258k 23%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 12 02:16:51 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:51| 13   3  74  10   0| 632M 3921M  167M 3117M|8624B 2214B|  52k 6256k|6.00   340 |2049  3917 |0.57 0.65 0.52|  0 1.0   0|   0     0 |keystone-manage      31745 10%2113k 504k|keystone-manage      317452113k 504k 10%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 12 02:16:52 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:52| 10   5  71  13   0| 636M 3850M  168M 3182M|6851B 2160B|   0    72M|   0   842 |4396  8445 |0.61 0.66 0.52|1.0   0   0|   0     0 |mysqld               296998.5%   0    0 |keystone-manage      31745  20k  12k3.8%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 12 02:16:53 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:53| 10   3  73  14   0| 639M 3846M  168M 3183M|6165B 1998B|   0  6712k|   0   558 |3252  5642 |0.61 0.66 0.52|1.0   0   0|   0     0 |keystone-manage      317456.0%  20k  12k|keystone-manage      31745  20k  12k6.0%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 12 02:16:54 cloud-provider1-0000014072 dstat.sh[30430]: 12-03 02:16:54| 10   5  71  14   0| 641M 3844M  169M 3183M|8287B 2094B|   0  8912k|   0   742 |4251  8677 |0.61 0.66 0.52|  0 1.0   0|   0     0 |mysqld               296997.8%   0    0 |keystone-manage      31745  28k  17k5.0%|mysqld       195M|   0     0 |  14    7    0    5    0
