-- Logs begin at Wed 2020-04-01 01:16:45 UTC, end at Wed 2020-04-01 02:12:05 UTC. --
Apr 01 01:45:15 cloud-provider-iscsi-0000000111 systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 01:45:15 cloud-provider-iscsi-0000000111 dstat.sh[24136]: [286B blob data]
Apr 01 01:45:15 cloud-provider-iscsi-0000000111 dstat.sh[24136]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 01:45:15 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:15|  8   3  89   1   0| 420M 4479M  144M 2703M|   0     0 | 191k 5086k|7.01  45.4 |1367  2512 |0.63 0.72 0.51|2.0   0  33|   0     0 |systemd              1    0.2%   0    0 |bash                 2062 3464k3256k0.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 01:45:16 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:16|  9  21  69   0   0| 420M 4479M  144M 2703M|6165B 2256B|  24k  172k|1.00  9.00 |2856  5170 |0.63 0.72 0.51|3.0   0 498|   0     0 |bash                 2062 3.8%2019k  32k|bash                 2062 2019k  32k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 01:45:17 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:17| 13  22  65   0   0| 423M 4475M  144M 2704M|6569B 2160B|   0    32k|   0  8.00 |3460  7170 |0.66 0.72 0.52|1.0   0 369|   0     0 |systemd              1    3.2%   0    0 |bash                 2062 2646k  22k1.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 01:45:18 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:18| 13  14  73   0   0| 546M 4352M  144M 2826M|  11k 2052B|   0     0 |   0     0 |3340  7414 |0.66 0.72 0.52|1.0   0 237|   0     0 |systemd              1    7.0%   0    0 |bash                 2062  593k  11k1.5%|mysqld       173M|   0     0 |  14    5    0    4    0
Apr 01 01:45:19 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:19| 20   7  73   0   0| 580M 4317M  144M 2826M|7288B 2160B|  76k  328k|2.00  21.0 |1315  2007 |0.66 0.72 0.52|2.0   0 116|   0     0 |keystone-manage      25448 19%8269k 125k|keystone-manage      254488269k 125k 19%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 01 01:45:20 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:20| 21   4  73   2   0| 612M 4284M  144M 2828M|8000B 2160B| 128k    0 |12.0     0 | 781  1227 |0.66 0.72 0.52|2.0   0   0|   0     0 |keystone-manage      25448 23%8283k 547k|keystone-manage      254488283k 547k 23%|mysqld       177M|   0     0 |  14    7    0    7    0
Apr 01 01:45:21 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:21| 10   4  72  14   0| 628M 4266M  144M 2829M|5622B 2160B|   0    11M|   0   790 |3993  7611 |0.66 0.72 0.52|3.0   0 2.0|   0     0 |mysqld               234175.2%   0    0 |python3.6            5814   84k 174k0.5%|mysqld       189M|   0     0 |  14    7    0    7    0
Apr 01 01:45:22 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:22| 13   5  71  12   0| 633M 4194M  145M 2894M|  15k 2160B|   0    75M|   0  1027 |5408    11k|0.69 0.73 0.52|1.0 1.0   0|   0     0 |mysqld               234178.0%   0    0 |keystone-manage      25448  39k  23k6.2%|mysqld       194M|   0     0 |  14    7    0    6    0
Apr 01 01:45:23 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:23| 17   6  70   8   0| 636M 4189M  145M 2895M|6312B 2160B|   0    11M|   0   959 |5702    15k|0.69 0.73 0.52|  0 1.0   0|   0     0 |keystone-manage      254489.5%  52k 294k|python3.6            5814  273k 569k1.5%|mysqld       196M|   0     0 |  14    7    0    6    0
Apr 01 01:45:24 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:24| 16   5  66  13   0| 641M 4182M  146M 2896M|7059B 2106B|   0    54M|   0  1213 |5891    12k|0.69 0.73 0.52|2.0 1.0   0|   0     0 |mysqld               23417 10%   0    0 |keystone-manage      25448  43k  28k7.0%|mysqld       198M|   0     0 |  14    7    0    6    0
Apr 01 01:45:25 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:25| 20   7  64   9   0| 641M 4181M  147M 2897M|7059B 2160B|   0    33M|   0   855 |5370    15k|0.69 0.73 0.52|2.0   0   0|   0     0 |keystone-manage      25448 13%  57k 361k|python3.6            5814  338k 705k2.0%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 01 01:45:26 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:26| 19   5  68   8   0| 643M 4178M  147M 2898M|  16k 2106B|   0  9208k|   0   729 |5394    15k|0.69 0.73 0.52|1.0   0   0|   0     0 |keystone-manage      25448 12%  60k 361k|python3.6            5814  337k 703k1.8%|mysqld       200M|   0     0 |  14    7    0    6    0
Apr 01 01:45:27 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:27| 17   6  71   5   0| 573M 4247M  147M 2899M|5445B 2052B|   0  6844k|   0   499 |4663    11k|0.79 0.75 0.53|2.0   0  31|   0     0 |mysqld               234176.0%   0    0 |bash                 2062   17M1879k0.5%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 01 01:45:28 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:28| 22   5  72   1   0| 614M 4205M  147M 2899M|6828B 2160B|   0  6816k|   0  77.0 |1259  1802 |0.79 0.75 0.53|2.0   0  47|   0     0 |keystone-manage      25528 22%9781k  37k|keystone-manage      255289781k  37k 22%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 01 01:45:29 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:29| 23   4  73   1   0| 585M 4234M  147M 2900M|6267B 2160B|   0  7084k|   0  67.0 |1134  1504 |0.79 0.75 0.53|1.0   0  11|   0     0 |keystone-manage      255399.2%3029k  37k|bash                 2062   16M  39k0.2%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 01 01:45:30 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:30| 24   4  71   0   0| 639M 4178M  148M 2901M|5178B 2160B|   0    22M|   0   333 |1582  1711 |0.79 0.75 0.53|1.0   0   0|   0     0 |keystone-manage      25539 25%  13M1362B|keystone-manage      25539  13M1362B 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 01 01:45:31 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:31| 11  20  69   0   0| 573M 4243M  148M 2901M|7107B 2160B|   0   180k|   0  9.00 |2451  4943 |0.79 0.75 0.53|4.0   0 387|   0     0 |bash                 2062 3.0%  18M  63k|bash                 2062   18M  63k3.0%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 01 01:45:32 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:32| 14  20  66   0   0| 576M 4240M  148M 2902M|5727B 2160B|   0    28k|   0  7.00 |3124  6333 |0.81 0.75 0.53|2.0   0 349|   0     0 |systemd              1    4.5%   0    0 |bash                 2062 2616k  19k1.5%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 01 01:45:33 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:33| 41  12  46   0   0| 654M 4162M  148M 2903M|  14k 2160B|   0     0 |   0     0 |2101  4221 |0.81 0.75 0.53|2.0   0 139|   0     0 |uwsgi                26285 20%8358k  37k|uwsgi                262849183k  37k 20%|mysqld       200M|   0     0 |  14    7    0    7    0
Apr 01 01:45:34 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:34| 45   5  49   1   0| 721M 4093M  148M 2903M|6112B 2160B| 148k   84k|5.00  10.0 |1082  1565 |0.81 0.75 0.53|4.0   0   0|   0     0 |uwsgi                26285 25%8523k 137k|uwsgi                262858523k 137k 25%|mysqld       200M|   0     0 |  14    7    0    7    0
Apr 01 01:45:35 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:35| 35  13  51   1   0| 744M 4069M  148M 2905M|5949B 2160B|   0  6636k|   0   375 |4664  8255 |0.81 0.75 0.53|2.0   0 172|   0     0 |uwsgi                26284 13% 448k 112k|keystone-manage      265582247k  37k5.5%|mysqld       200M|   0     0 |  14    5    0    9    0
Apr 01 01:45:36 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:36| 23   4  74   0   0| 793M 4020M  148M 2905M|4742B 2052B|   0  1328k|   0  4.00 | 737   827 |0.81 0.75 0.53|2.0   0   0|   0     0 |keystone-manage      26558 25%  13M   0 |keystone-manage      26558  13M   0  25%|mysqld       200M|   0     0 |  14    5    0    9    0
Apr 01 01:45:37 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:37| 24   3  73   0   0| 816M 3997M  148M 2905M|5377B 2052B|   0   636k|   0  65.0 |1368  2028 |0.90 0.77 0.54|2.0   0 2.0|   0     0 |keystone-manage      26558 23%2627k  13k|keystone-manage      265582627k  13k 23%|mysqld       203M|   0     0 |  14    5    0   12    0
Apr 01 01:45:38 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:38| 23   4  72   0   0| 773M 4040M  148M 2905M|9420B 2160B|   0  2432k|   0  73.0 |1095  1512 |0.90 0.77 0.54|2.0   0  53|   0     0 |openstack            26641 22%7895k  37k|bash                 2062   18M  50k  0%|mysqld       203M|   0     0 |  14    5    0   12    0
Apr 01 01:45:39 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:39| 22   3  74   2   0| 799M 4014M  148M 2905M|8030B 2160B|  72k    0 |18.0     0 |1232  1722 |0.90 0.77 0.54|3.0   0 1.0|   0     0 |openstack            266419.2%3264k   0 |openstack            266413264k   0 9.2%|mysqld       205M|   0     0 |  14   30    0   16    1
Apr 01 01:45:40 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:40| 22   5  72   0   0| 786M 4026M  148M 2905M|8550B 2160B|   0  6240k|   0  73.0 |1122  1385 |0.90 0.77 0.54|1.0   0  61|   0     0 |openstack            26703 19%8157k  37k|bash                 2062   11M  39k0.2%|mysqld       205M|   0     0 |  14   29    0   17    0
Apr 01 01:45:41 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:41| 22   7  71   0   0| 774M 4038M  148M 2905M|6465B 2160B|   0     0 |   0     0 |1409  2125 |0.90 0.77 0.54|1.0   0 102|   0     0 |openstack            268059.0%4371k  37k|bash                 2062   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   22    0
Apr 01 01:45:42 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:42| 24   3  73   0   0| 755M 4057M  148M 2906M|8166B 2160B|   0     0 |   0     0 |1181  1705 |0.99 0.79 0.55|1.0   0 1.0|   0     0 |uwsgi                262843.2%  58k  16k|uwsgi                26284  58k  16k3.2%|mysqld       205M|   0     0 |  14   29    0   30    0
Apr 01 01:45:43 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:43| 22   5  73   0   0| 796M 4016M  148M 2906M|6683B 2106B|   0     0 |   0     0 | 870  1019 |0.99 0.79 0.55|1.0   0  21|   0     0 |openstack            26827 24%  10M  37k|bash                 2062   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   30    0
Apr 01 01:45:44 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:44| 21   7  71   0   0| 769M 4043M  148M 2906M|  10k 2214B|   0   488k|   0  14.0 |1398  2291 |0.99 0.79 0.55|2.0 1.0  73|   0     0 |uwsgi                262846.8% 685k  15k|bash                 2062   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0   38    0
Apr 01 01:45:45 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:45| 25   3  73   0   0| 806M 4006M  148M 2906M|  15k 2160B|   0  5020k|   0  73.0 |1253  1751 |0.99 0.79 0.55|2.0   0 1.0|   0     0 |openstack            26901 18%8992k  37k|openstack            269018992k  37k 18%|mysqld       205M|   0     0 |  14   31    0   45    0
Apr 01 01:45:46 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:46| 20   7  73   0   0| 792M 4020M  148M 2906M|  19k 1998B|   0     0 |   0     0 |1078  1570 |0.99 0.79 0.55|3.0   0 101|   0     0 |openstack            27002 18%7895k  37k|bash                 2062   11M  44k0.2%|mysqld       205M|   0     0 |  14   29    0   46    0
Apr 01 01:45:47 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:47| 21   6  73   0   0| 768M 4044M  148M 2906M|8601B 2148B|   0     0 |   0     0 |1237  1834 |0.99 0.80 0.55|2.0   0  68|   0     0 |openstack            270716.8%2037k   0 |bash                 2062   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   51    0
Apr 01 01:45:48 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:48| 24   3  73   0   0| 805M 4007M  148M 2906M|7828B 2160B|   0   736k|   0  15.0 |1023  1350 |0.99 0.80 0.55|1.0   0 1.0|   0     0 |openstack            27071 21%9122k  37k|openstack            270719122k  37k 21%|mysqld       205M|   0     0 |  14   29    0   56    0
Apr 01 01:45:49 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:49| 21   6  72   0   0| 784M 4028M  148M 2906M|7038B 2160B|   0   100k|   0  3.00 |1085  1596 |0.99 0.80 0.55|2.0   0  71|   0     0 |openstack            27142 13%5421k  37k|bash                 2062   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   57    0
Apr 01 01:45:50 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:50| 23   5  72   1   0| 765M 4047M  148M 2906M|7374B 2202B|   0  3376k|   0  64.0 |1302  1903 |0.99 0.80 0.55|2.0   0  68|   0     0 |uwsgi                262852.2%2535B7792B|bash                 2062   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   61    0
Apr 01 01:45:51 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:51| 22   5  73   0   0| 808M 4004M  148M 2906M|8406B 2160B|   0   672k|   0  19.0 | 821   939 |0.99 0.80 0.55|1.0   0 3.0|   0     0 |openstack            27211 25%  10M  37k|openstack            27211  10M  37k 25%|mysqld       205M|   0     0 |  14   31    0   62    0
Apr 01 01:45:52 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:52| 21   6  73   0   0| 795M 4017M  148M 2906M|7535B 2160B|   0   248k|   0  9.00 |1234  1890 |0.99 0.80 0.55|2.0   0  73|   0     0 |openstack            27286 17%7740k  37k|bash                 2062   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   65    0
Apr 01 01:45:53 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:53| 20   8  72   0   0| 772M 4039M  148M 2906M|8283B 2160B|   0   288k|   0  3.00 |1279  1835 |0.99 0.80 0.55|2.0   0  77|   0     0 |openstack            273645.5%2037k   0 |bash                 2062   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   69    0
Apr 01 01:45:54 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:54| 23   4  74   0   0| 808M 4003M  148M 2906M|7942B 2160B|   0   404k|   0  10.0 | 936  1138 |0.99 0.80 0.55|1.0   0 1.0|   0     0 |openstack            27364 23%9122k  37k|openstack            273649122k  37k 23%|mysqld       205M|   0     0 |  14   31    0   73    0
Apr 01 01:45:55 cloud-provider-iscsi-0000000111 dstat.sh[24136]: 01-04 01:45:55| 22   6  72   0   0| 787M 4025M  148M 2906M|6597B 2106B|   0  1188k|   0  19.0 |1139  1797 |0.99 0.80 0.55|2.0   0  86|   0     0 |openstack            27450 17%5826k  37k|bash                 2062   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   74    0
