-- Logs begin at Thu 2020-03-12 08:36:13 UTC, end at Thu 2020-03-12 15:14:16 UTC. --
Mar 12 14:43:29 cloud-provider1-0000014595 systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 14:43:29 cloud-provider1-0000014595 dstat.sh[30442]: [286B blob data]
Mar 12 14:43:29 cloud-provider1-0000014595 dstat.sh[30442]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 14:43:29 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:29|  1   0  99   0   0| 421M 4138M  165M 2992M|   0     0 |  15k  420k|0.54  3.93 | 276   318 |0.63 0.62 0.50|5.0   0 2.8|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2077  331k 288k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 14:43:30 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:30| 11  20  69   0   0| 422M 4137M  165M 2992M|6058B 2160B|   0    60k|   0  6.00 |2805  5157 |0.63 0.62 0.50|1.0   0 495|   0     0 |bash                 2077 4.0%1815k  32k|bash                 2077 1815k  32k4.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 14:43:31 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:31| 14  20  66   0   0| 421M 4137M  165M 2993M|6439B 2160B|   0    32k|   0  8.00 |3432  6514 |0.66 0.63 0.50|  0   0 349|   0     0 |systemd              1    4.2%   0    0 |bash                 2077 2848k  23k1.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 14:43:32 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:32|  9   9  82   0   0| 546M 4012M  165M 3115M|6153B 2200B|   0     0 |   0     0 |2947  4616 |0.66 0.63 0.50|1.0   0  83|   0     0 |systemd              1    6.0%   0    0 |bash                 2077  246k 656B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 12 14:43:33 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:33|  8  14  78   0   0| 553M 4005M  165M 3115M|7395B 2214B|   0  3032k|   0  10.0 |2194  3627 |0.66 0.63 0.50|1.0   0 295|   0     0 |bash                 2077 2.8% 608k  18k|keystone-manage      317501240k  79k2.2%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 12 14:43:34 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:34| 22   5  74   0   0| 590M 3968M  165M 3115M|5629B 2160B|  76k    0 |2.00     0 | 635   813 |0.66 0.63 0.50|1.0   0 4.0|   0     0 |keystone-manage      31750 25%9064k  83k|keystone-manage      317509064k  83k 25%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 12 14:43:35 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:35| 19   4  72   5   0| 631M 3925M  166M 3117M|5929B 2160B|  84k 3336k|11.0   126 |1868  3089 |0.66 0.63 0.50|1.0   0   0|   0     0 |keystone-manage      31750 19%7269k 679k|keystone-manage      317507269k 679k 19%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 12 14:43:36 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:36|  7   3  73  17   0| 634M 3920M  166M 3118M|6102B 2160B|   0  8836k|   0   788 |4162  6723 |0.77 0.65 0.51|2.0   0   0|   0     0 |mysqld               297165.8%   0    0 |python2              30494  14k 461B  0%|mysqld       190M|   0     0 |  14    7    0    5    0
Mar 12 14:43:37 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:37|  8   5  73  14   0| 638M 3850M  166M 3183M|6655B 1944B|   0    71M|   0   633 |3506  6452 |0.77 0.65 0.51|  0 1.0   0|   0     0 |mysqld               297166.0%   0    0 |keystone-manage      31750  27k  17k4.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 12 14:43:38 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:38| 11   4  71  13   0| 639M 3847M  167M 3183M|6213B 2160B|   0  9696k|   0   761 |3881  9313 |0.77 0.65 0.51|1.0   0   0|   0     0 |mysqld               297167.0%   0    0 |keystone-manage      31750  30k  16k5.8%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 12 14:43:39 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:39| 15   5  69  11   0| 642M 3843M  168M 3184M|4455B 2160B|   0  7364k|   0   611 |5023    12k|0.77 0.65 0.51|1.0   0   0|   0     0 |keystone-manage      317508.8%  38k 307k|python               5995  291k 604k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 12 14:43:40 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:40| 10   5  71  14   0| 643M 3841M  168M 3185M|6446B 2106B|   0  8120k|   0   637 |4517  8943 |0.77 0.65 0.51|  0 1.0   0|   0     0 |mysqld               297166.0%   0    0 |keystone-manage      31750  32k  23k6.0%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 12 14:43:41 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:41|  9   4  72  15   0| 645M 3837M  169M 3185M|5452B 2160B|   0  8548k|   0   720 |4480  8544 |0.79 0.66 0.51|  0 1.0   0|   0     0 |mysqld               297166.8%   0    0 |keystone-manage      31750  21k  14k4.2%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 12 14:43:42 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:42| 21   4  70   6   0| 646M 3835M  169M 3187M|5682B 2160B|   0  5040k|   0   346 |6943    17k|0.79 0.66 0.51|1.0   0   0|   0     0 |keystone-manage      31750 16%  75k 592k|python               5995  565k1174k2.5%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 12 14:43:43 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:43|  8   6  66  20   0| 647M 3833M  169M 3187M|  15k 2214B|   0    41M|   0   599 |3064  5047 |0.79 0.66 0.51|1.0 1.0   0|   0     0 |mysqld               297167.8%   0    0 |python               5995  149k 309k0.5%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 12 14:43:44 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:44| 13   5  70  12   0| 648M 3831M  169M 3187M|8294B 2160B|   0  8520k|   0   693 |5089    11k|0.79 0.66 0.51|2.0   0 2.0|   0     0 |mysqld               297168.2%   0    0 |keystone-manage      31750  45k  32k7.8%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 12 14:43:45 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:45| 14   6  73   7   0| 578M 3901M  170M 3187M|5203B 2160B|   0  5532k|   0   403 |2482  5053 |0.79 0.66 0.51|1.0   0  77|   0     0 |mysqld               297163.2%   0    0 |bash                 2077   18M2010k1.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:43:46 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:46| 23   4  73   0   0| 620M 3859M  170M 3188M|  11k 2160B|   0  5884k|   0  64.0 | 878  1415 |0.81 0.67 0.51|1.0 1.0 2.0|   0     0 |keystone-manage      31833 24%  10M  73k|keystone-manage      31833  10M  73k 24%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:43:47 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:47| 23   4  73   1   0| 593M 3885M  170M 3188M|8388B 1944B|   0  7676k|   0  80.0 |1124  1654 |0.81 0.67 0.51|1.0   0  11|   0     0 |keystone-manage      31845 11%4819k  37k|bash                 2077   17M  76k  0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:43:48 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:48| 24   3  69   3   0| 645M 3832M  170M 3189M|  15k 2160B|   0    36M|   0   799 |2231  1571 |0.81 0.67 0.51|1.0 1.0 1.0|   0     0 |keystone-manage      31845 25%  12M  38k|keystone-manage      31845  12M  38k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:43:49 cloud-provider1-0000014595 dstat.sh[30442]: 12-03 14:43:49| 13  17  70   0   0| 575M 3901M  170M 3190M|8377B 2160B|   0   920k|   0  47.0 |2647  5052 |0.81 0.67 0.51|1.0   0 385|   0     0 |bash                 2077 3.0%  19M 100k|bash                 2077   19M 100k3.0%|mysqld       200M|   0     0 |  14    5    0    6    0
