-- Logs begin at Fri 2020-03-13 05:07:15 UTC, end at Fri 2020-03-13 07:21:38 UTC. --
Mar 13 06:50:42 cloud-provider1-0000015187 systemd[1]: Started Devstack devstack@dstat.service.
Mar 13 06:50:43 cloud-provider1-0000015187 dstat.sh[30578]: [286B blob data]
Mar 13 06:50:43 cloud-provider1-0000015187 dstat.sh[30578]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 13 06:50:43 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:43|  3   1  96   0   0| 423M 4115M  182M 2985M|   0     0 |  55k 1495k|2.63  13.9 | 539   816 |0.72 0.66 0.49|1.0   0  10|   0     0 |systemd              1    0.0%   0    0 |bash                 2111 1172k1019k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 06:50:44 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:44| 11  19  69   0   0| 423M 4114M  182M 2985M|5525B 2052B|   0    96k|   0  6.00 |2500  5252 |0.72 0.66 0.49|3.0   0 470|   0     0 |bash                 2111 3.5%1690k  30k|bash                 2111 1690k  30k3.5%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 06:50:45 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:45| 13  20  66   0   0| 423M 4114M  182M 2985M|6640B 2214B|   0    32k|   0  8.00 |2910  5449 |0.72 0.66 0.49|1.0   0 379|   0     0 |systemd              1    3.2%   0    0 |bash                 2111 2978k  24k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 06:50:46 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:46|  9   9  82   0   0| 549M 3988M  182M 3108M|8505B 2106B|   0     0 |   0     0 |3518  5650 |0.66 0.65 0.49|1.0   0  87|   0     0 |systemd              1    5.5%   0    0 |bash                 2111  246k 656B  0%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 13 06:50:47 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:47| 13  14  73   0   0| 561M 3975M  182M 3108M|6010B 2160B|   0     0 |   0     0 |1992  3721 |0.66 0.65 0.49|2.0   0 296|   0     0 |keystone-manage      318958.0%2269k  79k|keystone-manage      318952269k  79k8.0%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 13 06:50:48 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:48| 22   3  75   0   0| 603M 3933M  182M 3108M|7880B 2214B| 100k  792k|5.00  6.00 | 692   789 |0.66 0.65 0.49|3.0   0 1.0|   0     0 |keystone-manage      31895 25%  11M 190k|keystone-manage      31895  11M 190k 25%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 13 06:50:49 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:49| 16   4  73   7   0| 635M 3898M  183M 3110M|7345B 2106B|  52k 7812k|6.00   496 |3045  5502 |0.66 0.65 0.49|2.0   0   0|   0     0 |keystone-manage      31895 13%3830k 571k|keystone-manage      318953830k 571k 13%|mysqld       188M|   0     0 |  14    7    0    5    0
Mar 13 06:50:50 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:50| 10   6  72  12   0| 641M 3825M  183M 3176M|7345B 2214B|   0    76M|   0  1123 |4182    11k|0.66 0.65 0.49|1.0   0 2.0|   0     0 |mysqld               298518.5%   0    0 |keystone-manage      31895  32k  20k5.2%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 13 06:50:51 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:51| 13   4  71  12   0| 643M 3821M  184M 3176M|5115B 2160B|   0  9836k|   0   823 |3424  8753 |0.69 0.66 0.49|2.0   0   0|   0     0 |mysqld               298517.5%   0    0 |keystone-manage      31895  36k  21k7.0%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 13 06:50:52 cloud-provider1-0000015187 dstat.sh[30578]: 13-03 06:50:52| 15   5  69  11   0| 645M 3819M  185M 3177M|5762B 1944B|   0  8080k|   0   663 |5924    13k|0.69 0.66 0.49|  0 1.0   0|   0     0 |keystone-manage      318959.0%  44k 312k|python               6085  293k 608k1.2%|mysqld       196M|   0     0 |  14    7    0    5    0
