-- Logs begin at Tue 2020-03-31 16:09:11 UTC, end at Tue 2020-03-31 18:14:35 UTC. --
Mar 31 17:47:57 cloud-provider-iscsi-0000000106 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 17:47:57 cloud-provider-iscsi-0000000106 dstat.sh[24206]: [286B blob data]
Mar 31 17:47:57 cloud-provider-iscsi-0000000106 dstat.sh[24206]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 17:47:57 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:47:57|  2   1  97   0   0| 424M 4475M  144M 2703M|   0     0 |  55k 1471k|2.02  13.1 | 528   837 |0.63 0.70 0.51|2.0   0 9.5|   0     0 |systemd              1    0.0%   0    0 |bash                 2114 1001k 941k0.0%|mysqld       174M|   0     0 |  12    3    0    4    0
Mar 31 17:47:58 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:47:58|  8  22  70   0   0| 424M 4474M  144M 2703M|6764B 2160B|  24k  160k|1.00  8.00 |2625  4453 |0.63 0.70 0.51|2.0   0 424|   0     0 |bash                 2114 4.2%1344k  27k|bash                 2114 1344k  27k4.2%|mysqld       174M|   0     0 |  12    3    0    4    0
Mar 31 17:47:59 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:47:59| 13  21  66   0   0| 425M 4473M  144M 2704M|  16k 2160B|   0    32k|   0  8.00 |3189  5492 |0.63 0.70 0.51|1.0   0 381|   0     0 |systemd              1    3.0%   0    0 |bash                 2114 2986k  25k2.5%|mysqld       174M|   0     0 |  12    3    0    4    0
Mar 31 17:48:00 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:00|  9  11  79   0   0| 550M 4348M  144M 2826M|8206B 2106B|   0  4096B|   0  1.00 |3895  7306 |0.63 0.70 0.51|1.0   0 119|   0     0 |systemd              1    5.8%   0    0 |bash                 2114  583k3137B0.2%|mysqld       174M|   0     0 |  14    3    0    4    0
Mar 31 17:48:01 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:01| 10  14  76   0   0| 561M 4337M  144M 2826M|6388B 2148B|   0     0 |   0     0 |2190  3565 |0.63 0.70 0.51|2.0   0 297|   0     0 |keystone-manage      255144.0%2151k  79k|keystone-manage      255142151k  79k4.0%|mysqld       174M|   0     0 |  14    5    0    6    0
Mar 31 17:48:02 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:02| 22   3  74   1   0| 597M 4300M  144M 2826M|  13k 2160B| 120k  492k|7.00  20.0 | 715   707 |0.66 0.71 0.52|2.0   0   0|   0     0 |keystone-manage      25514 24%9161k 153k|keystone-manage      255149161k 153k 24%|mysqld       174M|   0     0 |  14    5    0    6    0
Mar 31 17:48:03 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:03| 17   3  74   7   0| 630M 4266M  144M 2828M|6984B 1998B|  84k 4796k|7.00   203 |1957  3505 |0.66 0.71 0.52|2.0   0   0|   0     0 |keystone-manage      25514 16%5281k 548k|keystone-manage      255145281k 548k 16%|mysqld       187M|   0     0 |  14    7    0    6    0
Mar 31 17:48:04 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:04|  9   6  72  13   0| 636M 4193M  144M 2893M|7730B 2214B|   0    75M|   0  1005 |4821  8927 |0.66 0.71 0.52|1.0 1.0   0|   0     0 |mysqld               234888.5%   0    0 |keystone-manage      25514  20k  11k4.2%|mysqld       192M|   0     0 |  14    7    0    6    0
Mar 31 17:48:05 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:05|  9   6  70  15   0| 638M 4189M  145M 2894M|5839B 2106B|   0  9888k|   0   830 |4441  8207 |0.66 0.71 0.52|1.0 1.0 2.0|   0     0 |mysqld               234886.5%   0    0 |keystone-manage      25514  26k  15k4.5%|mysqld       194M|   0     0 |  14    7    0    6    0
Mar 31 17:48:06 cloud-provider-iscsi-0000000106 dstat.sh[24206]: 31-03 17:48:06| 15   5  71   8   0| 640M 4185M  145M 2895M|7328B 2214B|   0  8464k|   0   698 |4903    13k|0.66 0.71 0.52|1.0 1.0   0|   0     0 |keystone-manage      255148.5%  42k 288k|python3.6            5869  272k 567k1.8%|mysqld       196M|   0     0 |  14    7    0    6    0
