-- Logs begin at Wed 2020-03-11 13:53:12 UTC, end at Wed 2020-03-11 21:09:17 UTC. --
Mar 11 20:57:54 cloud-provider1-0000013928 systemd[1]: Started Devstack devstack@dstat.service.
Mar 11 20:57:54 cloud-provider1-0000013928 dstat.sh[30410]: [286B blob data]
Mar 11 20:57:54 cloud-provider1-0000013928 dstat.sh[30410]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 11 20:57:54 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:57:54|  1   0  99   0   0| 419M 4142M  166M 2991M|   0     0 |  13k  372k|0.47  3.45 | 244   288 |0.77 0.72 0.53|2.0   0 2.5|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2048  286k 249k0.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 11 20:57:55 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:57:55|  9  22  69   0   0| 419M 4141M  166M 2991M|  10k 2160B|   0    68k|   0  5.00 |2713  4645 |0.77 0.72 0.53|1.0   0 451|   0     0 |bash                 2048 4.0%1660k  29k|bash                 2048 1660k  29k4.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 11 20:57:56 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:57:56| 13  20  67   0   0| 418M 4141M  166M 2992M|  15k 2160B|   0    36k|   0  9.00 |2723  5323 |0.77 0.72 0.53|1.0   0 380|   0     0 |systemd              1    3.2%   0    0 |bash                 2048 2981k  24k2.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 11 20:57:57 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:57:57| 10  12  79   0   0| 545M 4014M  166M 3114M|  11k 2148B|   0     0 |   0     0 |3270  7163 |0.77 0.72 0.53|1.0   0 133|   0     0 |systemd              1    5.8%   0    0 |bash                 2048  450k4295B0.8%|mysqld       174M|   0     0 |  14    5    0    3    0
Mar 11 20:57:58 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:57:58| 15  12  73   0   0| 556M 4003M  166M 3114M|8898B 1998B|   0  3032k|   0  11.0 |1990  3033 |0.79 0.73 0.53|1.0   0 255|   0     0 |keystone-manage      31724 12%2868k  79k|keystone-manage      317242868k  79k 12%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 11 20:57:59 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:57:59| 21   4  74   2   0| 598M 3960M  166M 3115M|7177B 2106B| 100k    0 |5.00     0 | 691   738 |0.79 0.73 0.53|1.0   0 1.0|   0     0 |keystone-manage      31724 24%  10M 190k|keystone-manage      31724  10M 190k 24%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 11 20:58:00 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:58:00| 15   3  73   9   0| 629M 3927M  166M 3117M|6515B 2160B|  60k 4928k|8.00   237 |2006  3747 |0.79 0.73 0.53|  0 1.0   0|   0     0 |keystone-manage      31724 13%4462k 571k|keystone-manage      317244462k 571k 13%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 11 20:58:01 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:58:01|  9   7  72  12   0| 635M 3855M  166M 3181M|6491B 2214B|   0    24M|   0   908 |4906  8674 |0.79 0.73 0.53|  0 1.0   0|   0     0 |mysqld               296908.8%   0    0 |keystone-manage      31724  20k  12k4.0%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 11 20:58:02 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:58:02|  9   4  72  15   0| 637M 3851M  167M 3183M|5876B 2160B|   0    57M|   0   627 |3636  6447 |0.79 0.73 0.53|1.0   0   0|   0     0 |keystone-manage      317246.2%  20k  12k|keystone-manage      31724  20k  12k6.2%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 11 20:58:04 cloud-provider1-0000013928 dstat.sh[30410]: 11-03 20:58:03| 11   5  72  12   0| 638M 3849M  167M 3183M|  14k 2106B|   0  9524k|   0   721 |4369  8793 |0.88 0.75 0.54|  0 1.0   0|   0     0 |mysqld               296907.8%   0    0 |keystone-manage      31724  28k  17k5.8%|mysqld       195M|   0     0 |  14    7    0    5    0
