-- Logs begin at Mon 2020-03-30 09:45:32 UTC, end at Mon 2020-03-30 15:31:33 UTC. --
Mar 30 15:01:22 cloud-provider-iscsi-0000000076 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 15:01:23 cloud-provider-iscsi-0000000076 dstat.sh[29600]: [286B blob data]
Mar 30 15:01:23 cloud-provider-iscsi-0000000076 dstat.sh[29600]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 15:01:23 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:23|  1   0  99   0   0| 422M 4450M  144M 2725M|   0     0 |  17k  450k|0.64  4.05 | 308   365 |0.82 0.83 0.59|2.0   0 3.3|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2446  327k 304k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 15:01:24 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:24| 10  21  69   0   0| 422M 4450M  144M 2726M|7690B 2308B|  24k   84k|1.00  9.00 |2670  4691 |0.82 0.83 0.59|1.0   0 443|   0     0 |bash                 2446 4.2%1652k  28k|bash                 2446 1652k  28k4.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 15:01:25 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:25| 14  21  66   0   0| 422M 4449M  144M 2726M|6897B 2160B|   0    32k|   0  8.00 |4134  7308 |0.82 0.83 0.59|2.0   0 379|   0     0 |systemd              1    3.2%   0    0 |bash                 2446 2985k  25k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 15:01:26 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:26|  8   9  83   0   0| 549M 4321M  144M 2849M|7484B 2052B|   0     0 |   0     0 |2921  4384 |0.82 0.83 0.59|2.0   0 113|   0     0 |systemd              1    5.0%   0    0 |bash                 2446  399k2132B0.2%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 30 15:01:27 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:27| 15  12  72   0   0| 566M 4304M  144M 2849M|8081B 2052B|   0     0 |   0     0 |1950  3234 |0.82 0.83 0.59|1.0   0 271|   0     0 |keystone-manage      30913 10%4914k  79k|keystone-manage      309134914k  79k 10%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 30 15:01:28 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:28| 21   4  74   1   0| 611M 4259M  144M 2850M|6004B 2160B| 192k  396k|13.0  20.0 | 621   789 |0.84 0.83 0.59|1.0   0   0|   0     0 |keystone-manage      30913 24%  10M 544k|keystone-manage      30913  10M 544k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 30 15:01:29 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:29| 10   3  74  13   0| 629M 4239M  145M 2851M|8122B 2106B|  12k 7988k|1.00   522 |2906  5248 |0.84 0.83 0.59|  0 1.0   0|   0     0 |keystone-manage      309136.5% 995k 157k|keystone-manage      30913 995k 157k6.5%|mysqld       188M|   0     0 |  14    7    0    6    0
Mar 30 15:01:30 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:30|  8   6  73  12   0| 634M 4166M  145M 2916M|6555B 2288B|   0    75M|   0  1010 |4861  9878 |0.84 0.83 0.59|1.0   0   0|   0     0 |mysqld               288767.8%   0    0 |keystone-manage      30913  30k  18k4.8%|mysqld       193M|   0     0 |  14    7    0    6    0
Mar 30 15:01:31 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:31| 16   6  69   9   0| 637M 4162M  146M 2917M|6991B 2106B|   0    12M|   0  1043 |6189    14k|0.84 0.83 0.59|3.0   0 2.0|   0     0 |keystone-manage      309138.8%  45k 188k|python3.6            6195  158k 331k1.0%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 30 15:01:32 cloud-provider-iscsi-0000000076 dstat.sh[29600]: 30-03 15:01:32| 14   4  70  11   0| 639M 4158M  146M 2918M|7085B 2214B|   0  9024k|   0   742 |5312    12k|0.84 0.83 0.59|1.0   0   0|   0     0 |keystone-manage      309137.8%  45k 131k|python3.6            6195  119k 249k0.8%|mysqld       197M|   0     0 |  14    7    0    6    0
