-- Logs begin at Tue 2020-04-14 17:29:02 UTC, end at Tue 2020-04-14 19:03:51 UTC. --
Apr 14 18:32:41 cloud-provider-iscsi-0000000259 systemd[1]: Started Devstack devstack@dstat.service.
Apr 14 18:32:41 cloud-provider-iscsi-0000000259 dstat.sh[23599]: [286B blob data]
Apr 14 18:32:41 cloud-provider-iscsi-0000000259 dstat.sh[23599]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 14 18:32:41 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:41|  3   1  95   0   0| 421M 4454M  145M 2725M|   0     0 |  86k 2232k|3.14  20.3 | 729  1246 |0.57 0.62 0.45|2.0   0  15|   0     0 |systemd              1    0.1%   0    0 |bash                 1941 1536k1449k0.1%|mysqld       173M|   0     0 |  12    3    0    5    0
Apr 14 18:32:42 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:42|  9  21  70   0   0| 422M 4452M  145M 2725M|8367B 2106B|  24k  528k|1.00  24.0 |2492  4704 |0.57 0.62 0.45|1.0   0 428|   0     0 |bash                 1941 4.0%1145k  26k|bash                 1941 1145k  26k4.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 14 18:32:43 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:43| 13  21  67   0   0| 423M 4450M  145M 2726M|8333B 2214B|   0    36k|   0  9.00 |3239  5937 |0.57 0.62 0.45|1.0   0 386|   0     0 |systemd              1    2.8%   0    0 |bash                 1941 3194k  26k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 14 18:32:44 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:44| 11  10  78   0   0| 547M 4326M  145M 2848M|8451B 2202B|   0  4096B|   0  1.00 |3314  5347 |0.57 0.62 0.45|  0   0 123|   0     0 |systemd              1    7.5%   0    0 |bash                 1941  583k3137B0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Apr 14 18:32:45 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:45|  7  11  82   0   0| 548M 4326M  145M 2848M|  11k 2160B|   0     0 |   0     0 |1966  3268 |0.57 0.62 0.45|5.0   0 275|   0     0 |bash                 1941 2.8% 589k  17k|bash                 1941  589k  17k2.8%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 14 18:32:46 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:46| 23   4  73   1   0| 591M 4282M  145M 2848M|8435B 2160B|  96k    0 |4.00     0 | 806   934 |0.61 0.63 0.45|1.0   0  20|   0     0 |keystone-manage      24911 24%  11M 125k|keystone-manage      24911  11M 125k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 14 18:32:47 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:47| 18   3  74   6   0| 624M 4247M  145M 2849M|8462B 2160B| 108k 2276k|10.0  29.0 | 946  1988 |0.61 0.63 0.45|2.0   0   0|   0     0 |keystone-manage      24911 18%5818k 639k|keystone-manage      249115818k 639k 18%|mysqld       184M|   0     0 |  14    7    0    6    0
Apr 14 18:32:48 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:48|  5   4  74  17   0| 630M 4240M  146M 2851M|8002B 2160B|   0    53M|   0   762 |3187  4592 |0.61 0.63 0.45|  0 1.0   0|   0     0 |mysqld               228783.2%   0    0 |keystone-manage      249117489B  19k2.0%|mysqld       188M|   0     0 |  14    7    0    6    0
Apr 14 18:32:49 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:49|  6   4  73  17   0| 633M 4170M  146M 2915M|5959B 2160B|   0    72M|   0   712 |3269  7091 |0.61 0.63 0.45|  0 1.0   0|   0     0 |mysqld               228785.5%   0    0 |keystone-manage      24911  23k  13k3.2%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 14 18:32:50 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:50|  7   4  73  17   0| 636M 4166M  147M 2916M|  23k 1998B|   0  8580k|   0   754 |3662  8257 |0.61 0.63 0.45|  0 1.0   0|   0     0 |mysqld               228785.2%   0    0 |keystone-manage      24911  23k  13k3.5%|mysqld       194M|   0     0 |  14    7    0    6    0
Apr 14 18:32:51 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:51| 14   5  70  11   0| 637M 4163M  147M 2917M|6579B 2106B|   0  7996k|   0   669 |4652    13k|0.72 0.65 0.46|  0 1.0   0|   0     0 |keystone-manage      249118.0%  42k 291k|python3.6            5695  275k 572k1.2%|mysqld       196M|   0     0 |  14    7    0    6    0
Apr 14 18:32:52 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:52| 10   4  71  15   0| 640M 4160M  148M 2918M|5887B 2160B|   0  8812k|   0   727 |3780  9221 |0.72 0.65 0.46|3.0   0 2.0|   0     0 |keystone-manage      249115.8%  38k  26k|keystone-manage      24911  38k  26k5.8%|mysqld       197M|   0     0 |  14    7    0    6    0
Apr 14 18:32:53 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:53|  9   5  68  18   0| 642M 4157M  148M 2918M|  11k 2160B|   0    44M|   0  1012 |4057  9719 |0.72 0.65 0.46|1.0   0   0|   0     0 |mysqld               228787.2%   0    0 |keystone-manage      24911  25k  16k4.8%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 14 18:32:54 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:54| 22   5  67   7   0| 643M 4153M  149M 2920M|  11k 2160B|   0  6100k|   0   427 |7615    18k|0.72 0.65 0.46|1.0   0   0|   0     0 |keystone-manage      24911 15%  80k 634k|python3.6            5695  594k1239k3.2%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 14 18:32:55 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:55| 12   6  68  13   0| 644M 4151M  149M 2920M|8199B 2160B|   0  8584k|   0   690 |5117    10k|0.72 0.65 0.46|1.0   0   0|   0     0 |keystone-manage      249117.2%  37k  97k|python3.6            5695   91k 190k0.5%|mysqld       200M|   0     0 |  14    7    0    6    0
Apr 14 18:32:56 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:56| 15   5  72   9   0| 575M 4220M  149M 2920M|9022B 2160B|   0  5408k|   0   397 |3889  6670 |0.82 0.67 0.47|1.0   0  21|   0     0 |mysqld               228785.2%   0    0 |bash                 1941   17M1895k  0%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 14 18:32:57 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:57| 22   4  73   0   0| 617M 4177M  149M 2921M|6245B 2160B|   0  6832k|   0  73.0 |1073  1668 |0.82 0.67 0.47|1.0   0  57|   0     0 |keystone-manage      24991 23%  10M  37k|keystone-manage      24991  10M  37k 23%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 14 18:32:58 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:58| 23   3  68   6   0| 586M 4208M  149M 2921M|7290B 2106B|   0    10M|   0   227 |1318  1438 |0.82 0.67 0.47|1.0   0  11|   0     0 |keystone-manage      250026.2%2279k  37k|bash                 1941   16M  39k  0%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 14 18:32:59 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:32:59| 24   3  69   4   0| 634M 4159M  149M 2922M|5512B 2160B|   0  4204k|   0   117 |1058  1182 |0.82 0.67 0.47|1.0 1.0   0|   0     0 |keystone-manage      25002 25%  13M   0 |keystone-manage      25002  13M   0  25%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 14 18:33:00 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:33:00| 13  17  68   3   0| 576M 4216M  149M 2923M|7245B 2052B|   0  3648k|   0   102 |2685  4628 |0.82 0.67 0.47|1.0   0 337|   0     0 |bash                 1941 3.0%  17M  60k|bash                 1941   17M  60k3.0%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 14 18:33:01 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:33:01| 13  20  67   0   0| 582M 4209M  149M 2924M|9000B 2052B|   0   164k|   0  14.0 |4352  8355 |0.92 0.70 0.47| 12   0 399|   0     0 |systemd              1    4.2%   0    0 |bash                 1941 3065k  22k2.0%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 14 18:33:02 cloud-provider-iscsi-0000000259 dstat.sh[23599]: 14-04 18:33:02| 42  12  46   0   0| 648M 4143M  149M 2924M|8210B 2214B|   0   344k|   0  6.00 |1909  2365 |0.92 0.70 0.47|2.0   0 146|   0     0 |uwsgi                25752 20%7834k  37k|uwsgi                257538161k  37k 20%|mysqld       201M|   0     0 |  14    7    0    7    0
