-- Logs begin at Fri 2020-03-13 16:03:46 UTC, end at Fri 2020-03-13 19:34:36 UTC. --
Mar 13 19:23:14 cloud-provider1-0000015892 systemd[1]: Started Devstack devstack@dstat.service.
Mar 13 19:23:14 cloud-provider1-0000015892 dstat.sh[30343]: [286B blob data]
Mar 13 19:23:14 cloud-provider1-0000015892 dstat.sh[30343]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 13 19:23:14 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:14|  1   0  98   0   0| 421M 4148M  166M 2982M|   0     0 |  27k  776k|1.00  7.21 | 353   482 |0.48 0.64 0.48|2.0   0 5.2|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 1964  608k 529k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 19:23:15 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:15|  9  21  69   0   0| 422M 4147M  166M 2982M|7975B 2160B|   0  2780k|   0  23.0 |2717  5188 |0.48 0.64 0.48|1.0   0 487|   0     0 |bash                 1964 3.8%1709k  31k|bash                 1964 1709k  31k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 19:23:16 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:16| 12  20  67   0   0| 421M 4147M  166M 2983M|6048B 2160B|   0    32k|   0  8.00 |3041  5114 |0.44 0.62 0.47|2.0   0 355|   0     0 |systemd              1    2.8%   0    0 |bash                 1964 2954k  23k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 13 19:23:17 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:17|  8  11  81   0   0| 546M 4021M  166M 3105M|6099B 2106B|   0     0 |   0     0 |3014  5130 |0.44 0.62 0.47|  0   0  84|   0     0 |systemd              1    7.2%   0    0 |bash                 1964  246k 656B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 13 19:23:18 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:18| 11  13  76   0   1| 558M 4010M  166M 3105M|6506B 2160B|   0     0 |   0     0 |1934  3700 |0.44 0.62 0.47|1.0   0 296|   0     0 |keystone-manage      316554.2%2175k  79k|keystone-manage      316552175k  79k4.2%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 13 19:23:19 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:19| 22   4  75   0   0| 594M 3973M  166M 3105M|  15k 2214B|  76k    0 |2.00     0 | 703   768 |0.44 0.62 0.47|1.0   0 1.0|   0     0 |keystone-manage      31655 25%9546k 117k|keystone-manage      316559546k 117k 25%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 13 19:23:20 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:20| 19   5  72   4   0| 630M 3936M  166M 3107M|  15k 2160B|  84k 4248k|11.0   133 |1277  2441 |0.44 0.62 0.47|2.0   0   0|   0     0 |keystone-manage      31655 19%5876k 644k|keystone-manage      316555876k 644k 19%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 13 19:23:21 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:21|  8   6  73  14   0| 636M 3862M  166M 3172M|7569B 2160B|   0    75M|   0  1014 |3086  9124 |0.48 0.63 0.48|  0 1.0   0|   0     0 |mysqld               296167.0%   0    0 |keystone-manage      31655  20k  12k3.5%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 13 19:23:22 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:22| 10   4  72  14   0| 638M 3858M  167M 3173M|7184B 1944B|   0  9660k|   0   817 |3984  8235 |0.48 0.63 0.48|1.0   0   0|   0     0 |keystone-manage      316556.2%  26k  16k|keystone-manage      31655  26k  16k6.2%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 13 19:23:23 cloud-provider1-0000015892 dstat.sh[30343]: 13-03 19:23:23| 14   5  69  12   0| 641M 3854M  167M 3174M|  12k 2160B|   0  8148k|   0   662 |4391  9831 |0.48 0.63 0.48|2.0 1.0   0|   0     0 |keystone-manage      316558.0%  37k 304k|python               5883  290k 602k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
