-- Logs begin at Mon 2020-03-16 14:01:24 UTC, end at Mon 2020-03-16 16:49:02 UTC. --
Mar 16 16:17:34 cloud-provider1-0000016259 systemd[1]: Started Devstack devstack@dstat.service.
Mar 16 16:17:34 cloud-provider1-0000016259 dstat.sh[30414]: [286B blob data]
Mar 16 16:17:34 cloud-provider1-0000016259 dstat.sh[30414]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 16 16:17:34 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:34|  2   1  97   0   0| 422M 4137M  165M 2993M|   0     0 |  40k 1137k|1.46  10.6 | 445   650 |0.68 0.60 0.45|1.0   0 7.7|   0     0 |systemd              1    0.0%   0    0 |bash                 2004  895k 779k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 16:17:35 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:35| 10  20  70   0   0| 422M 4136M  165M 2993M|7093B 2214B|   0    72k|   0  5.00 |2451  5229 |0.68 0.60 0.45|3.0   0 472|   0     0 |bash                 2004 3.5%1593k  30k|bash                 2004 1593k  30k3.5%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 16:17:36 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:36| 11  21  67   0   0| 421M 4136M  165M 2994M|6930B 2160B|   0    32k|   0  8.00 |2815  5339 |0.70 0.60 0.45|3.0   0 352|   0     0 |systemd              1    4.8%   0    0 |bash                 2004 2758k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 16:17:37 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:37|  9  10  80   0   0| 547M 4010M  165M 3116M|7400B 2160B|   0  4096B|   0  1.00 |3506  6055 |0.70 0.60 0.45|  0   0 122|   0     0 |systemd              1    5.5%   0    0 |bash                 2004  577k2971B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 16 16:17:38 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:38| 12  14  74   0   0| 558M 3998M  165M 3116M|7643B 2160B|   0   796k|   0  7.00 |2014  3403 |0.70 0.60 0.45|5.0   0 295|   0     0 |keystone-manage      317267.0%2175k  79k|keystone-manage      317262175k  79k7.0%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 16 16:17:39 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:39| 22   4  74   1   0| 596M 3961M  165M 3116M|9753B 2160B|  88k    0 |4.00     0 | 698   777 |0.70 0.60 0.45|2.0   0 1.0|   0     0 |keystone-manage      31726 24%9698k 190k|keystone-manage      317269698k 190k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 16 16:17:40 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:40| 16   4  73   8   0| 631M 3922M  166M 3118M|7158B 2106B|  72k 6152k|9.00   329 |2224  3710 |0.70 0.60 0.45|1.0   0   0|   0     0 |keystone-manage      31726 14%5724k 571k|keystone-manage      317265724k 571k 14%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 16 16:17:41 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:41|  9   5  72  14   0| 637M 3850M  166M 3183M|  14k 1998B|   0    74M|   0   930 |4282  8056 |0.73 0.61 0.45|  0 1.0   0|   0     0 |mysqld               296887.5%   0    0 |keystone-manage      31726  23k  14k4.0%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 16 16:17:42 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:42| 13   5  71  11   0| 640M 3846M  167M 3184M|9844B 2106B|   0    11M|   0   983 |5247  8619 |0.73 0.61 0.45|1.0   0   0|   0     0 |mysqld               296887.5%   0    0 |keystone-manage      31726  42k  25k7.5%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 16 16:17:43 cloud-provider1-0000016259 dstat.sh[30414]: 16-03 16:17:43| 16   5  68  11   0| 642M 3842M  167M 3185M|  17k 2214B|   0    10M|   0   693 |4731  9124 |0.73 0.61 0.45|2.0   0   0|   0     0 |keystone-manage      317268.2%  40k 309k|python               5918  291k 606k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
