-- Logs begin at Thu 2020-03-12 09:20:21 UTC, end at Thu 2020-03-12 14:44:36 UTC. --
Mar 12 14:33:10 cloud-provider1-0000014689 systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 14:33:10 cloud-provider1-0000014689 dstat.sh[30391]: [286B blob data]
Mar 12 14:33:10 cloud-provider1-0000014689 dstat.sh[30391]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 14:33:10 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:10|  1   0  99   0   0| 421M 4138M  166M 2992M|   0     0 |  17k  495k|0.63  4.61 | 284   353 |0.60 0.61 0.47|2.0   0 3.3|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2012  388k 338k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 14:33:11 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:11|  9  21  69   0   0| 422M 4136M  166M 2992M|  13k 2160B|   0    60k|   0  6.00 |2623  5960 |0.60 0.61 0.47|1.0   0 510|   0     0 |bash                 2012 3.2%1744k  32k|bash                 2012 1744k  32k3.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 14:33:12 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:12| 12  21  68   0   0| 421M 4137M  166M 2993M|  10k 2160B|   0    32k|   0  8.00 |2934  8137 |0.87 0.67 0.49|4.0   0 364|   0     0 |systemd              1    4.8%   0    0 |bash                 2012 2954k  23k1.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 14:33:13 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:13|  9  10  81   0   0| 547M 4011M  166M 3115M|6279B 2160B|   0     0 |   0     0 |2897  4536 |0.87 0.67 0.49|1.0   0  99|   0     0 |systemd              1    6.8%   0    0 |bash                 2012  396k1929B0.2%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 12 14:33:14 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:14| 15  13  72   0   0| 561M 3996M  166M 3115M|7395B 2160B|   0     0 |   0     0 |1955  3552 |0.87 0.67 0.49|2.0   0 287|   0     0 |keystone-manage      31712 10%3705k  79k|keystone-manage      317123705k  79k 10%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 12 14:33:15 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:15| 22   3  74   1   0| 599M 3957M  166M 3116M|5632B 2160B| 100k 3032k|5.00  11.0 | 772   886 |0.87 0.67 0.49|1.0   0 3.0|   0     0 |keystone-manage      31712 24%8892k 190k|keystone-manage      317128892k 190k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 12 14:33:16 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:16| 18   4  73   6   0| 631M 3923M  166M 3117M|5765B 2160B|  60k 4236k|8.00   190 |1672  3141 |0.87 0.67 0.49|  0 1.0   0|   0     0 |keystone-manage      31712 17%4977k 571k|keystone-manage      317124977k 571k 17%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 12 14:33:17 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:17|  8   5  72  15   0| 636M 3917M  167M 3118M|  16k 2160B|   0    10M|   0   891 |4762  7386 |0.80 0.66 0.48|1.0   0   0|   0     0 |mysqld               296717.0%   0    0 |keystone-manage      31712  20k  12k3.2%|mysqld       191M|   0     0 |  14    7    0    5    0
Mar 12 14:33:18 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:18|  8   4  74  13   0| 639M 3847M  167M 3183M|6282B 1836B|   0    72M|   0   725 |4279  7470 |0.80 0.66 0.48|  0 1.0   0|   0     0 |mysqld               296715.8%   0    0 |keystone-manage      31712  20k  12k5.2%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 12 14:33:19 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:19| 16   7  68   8   0| 642M 3843M  168M 3184M|7274B 2362B|   0    11M|   0   971 |6336    15k|0.80 0.66 0.48|  0 1.0   0|   0     0 |mysqld               296719.0%   0    0 |python               5930  292k 608k1.0%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 12 14:33:20 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:20| 11   3  72  14   0| 643M 3840M  169M 3185M|  15k 2160B|   0    11M|   0   698 |4353  9361 |0.80 0.66 0.48|1.0   0   0|   0     0 |keystone-manage      317126.0%  38k  27k|keystone-manage      31712  38k  27k6.0%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 12 14:33:21 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:21| 10   5  72  14   0| 646M 3836M  169M 3186M|9476B 2160B|   0    10M|   0   847 |4827  9574 |0.80 0.66 0.48|1.0   0   0|   0     0 |mysqld               296717.2%   0    0 |keystone-manage      31712  24k  16k5.2%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 12 14:33:22 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:22| 24   6  66   5   0| 647M 3833M  169M 3187M|7426B 2160B|   0  4464k|   0   283 |5435    18k|0.82 0.66 0.49|  0 2.0   0|   0     0 |keystone-manage      31712 17%  77k 740k|python               5930  713k1482k3.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 12 14:33:23 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:23| 12   4  72  12   0| 648M 3831M  170M 3187M|9104B 2160B|   0  9740k|   0   782 |4817    10k|0.82 0.66 0.49|  0 1.0   0|   0     0 |mysqld               296717.5%   0    0 |keystone-manage      31712  46k  32k7.2%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 12 14:33:24 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:24| 12   5  73   9   0| 582M 3897M  170M 3188M|6837B 2160B|   0  6736k|   0   491 |2208  4322 |0.82 0.66 0.49|1.0   0  78|   0     0 |keystone-manage      317932.5%1883k  37k|bash                 2012   18M2010k1.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:33:25 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:25| 24   4  70   3   0| 623M 3855M  170M 3188M|9030B 2160B|   0    56M|   0   605 |1729  1445 |0.82 0.66 0.49|1.0 1.0 3.0|   0     0 |keystone-manage      31793 25%  10M  37k|keystone-manage      31793  10M  37k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:33:26 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:26| 23   4  72   1   0| 595M 3883M  170M 3189M|6534B 2160B|   0  6708k|   0  59.0 | 949  1393 |0.82 0.66 0.49|1.0 1.0  11|   0     0 |keystone-manage      31807 12%5234k  37k|bash                 2012   17M  76k  0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:33:27 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:27| 23   4  71   2   0| 644M 3832M  170M 3190M|6826B 1998B|   0  6940k|   0   144 |1131  1782 |0.83 0.67 0.49|1.0 1.0 1.0|   0     0 |keystone-manage      31807 25%  12M  38k|keystone-manage      31807  12M  38k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:33:28 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:28| 13  17  70   0   0| 574M 3901M  170M 3191M|6500B 2106B|   0   404k|   0  26.0 |2503  4882 |0.83 0.67 0.49|1.0   0 379|   0     0 |bash                 2012 3.0%  19M 100k|bash                 2012   19M 100k3.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:33:29 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:29| 13  23  64   0   0| 577M 3898M  170M 3191M|5373B 2160B|   0   104k|   0  13.0 |2938  7408 |0.83 0.67 0.49|1.0   0 360|   0     0 |systemd              1    4.8%   0    0 |bash                 2012 2620k  19k1.5%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 12 14:33:30 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:30| 41  13  45   2   0| 638M 3836M  170M 3192M|6633B 2160B|   0    18M|   0   639 |2306  3735 |0.83 0.67 0.49|2.0   0 139|   0     0 |uwsgi                32556 19%4831k  37k|uwsgi                325578144k  37k 19%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 12 14:33:31 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:31| 44   6  49   1   0| 713M 3761M  170M 3192M|5702B 2160B| 148k    0 |5.00     0 | 890   904 |0.83 0.67 0.49|2.0   0 2.0|   0     0 |uwsgi                32556 25%9613k  37k|uwsgi                325569613k  37k 25%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 12 14:33:32 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:32| 42  12  46   0   0| 751M 3720M  170M 3194M|  15k 2160B|   0     0 |   0     0 |2574  8888 |1.09 0.73 0.51|1.0   0 169|   0     0 |uwsgi                32556 20%3792k 121k|uwsgi                325563792k 121k 20%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 12 14:33:33 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:33| 22   4  74   0   0| 802M 3670M  170M 3194M|5759B 2160B|   0     0 |   0     0 | 771   909 |1.09 0.73 0.51|1.0   0 1.0|   0     0 |keystone-manage      367   25%  12M  37k|keystone-manage      367    12M  37k 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 12 14:33:34 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:34| 23   3  73   1   0| 832M 3639M  170M 3194M|5978B 2160B|   0  1720k|   0  62.0 |1374  1991 |1.09 0.73 0.51|1.0   0 2.0|   0     0 |keystone-manage      367   23%4924k  15k|keystone-manage      367  4924k  15k 23%|mysqld       202M|   0     0 |  14   11    0    7    0
Mar 12 14:33:35 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:35| 22   5  72   1   0| 784M 3687M  170M 3194M|6454B 2160B|   0  5660k|   0   112 |1131  1475 |1.09 0.73 0.51|1.0   0  56|   0     0 |openstack            460   19%8085k  73k|bash                 2012   19M  89k  0%|mysqld       202M|   0     0 |  14    5    0   10    0
Mar 12 14:33:36 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:36| 21   2  73   3   0| 805M 3666M  170M 3194M|  14k 2160B|  68k  104k|17.0  6.00 |1015  1387 |1.09 0.73 0.51|1.0   0   0|   0     0 |openstack            460   12%3282k   0 |openstack            460  3282k   0  12%|mysqld       205M|   0     0 |  14   25    0   12    0
Mar 12 14:33:37 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:37| 21   6  73   0   0| 787M 3684M  170M 3194M|4860B 1944B|   0     0 |   0     0 |1249  1888 |1.00 0.71 0.51|1.0   0  63|   0     0 |openstack            528   14%5510k  73k|bash                 2012   11M  76k  0%|mysqld       205M|   0     0 |  14   29    0   15    0
Mar 12 14:33:38 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:38| 23   4  73   0   0| 811M 3660M  170M 3194M|5881B 2160B|   0     0 |   0     0 | 798  1292 |1.00 0.71 0.51|1.0   0   0|   0     0 |openstack            528   21%5849k  33B|openstack            528  5849k  33B 21%|mysqld       205M|   0     0 |  14   29    0   20    0
Mar 12 14:33:39 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:39| 21   7  72   0   0| 800M 3671M  170M 3194M|7604B 2160B|   0     0 |   0     0 |1029  1602 |1.00 0.71 0.51|1.0   0 101|   0     0 |openstack            629   20%8079k  73k|bash                 2012   11M  77k0.2%|mysqld       205M|   0     0 |  14   29    0   20    0
Mar 12 14:33:40 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:40| 23   4  73   0   0| 775M 3696M  170M 3195M|6416B 2106B|   0  8048k|   0   112 |1391  2166 |1.00 0.71 0.51|1.0   0  21|   0     0 |openstack            653  6.0%2021k   0 |bash                 2012   11M  78k  0%|mysqld       205M|   0     0 |  14   29    0   28    0
Mar 12 14:33:41 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:41| 22   5  74   0   0| 812M 3659M  170M 3195M|6877B 2214B|   0     0 |   0     0 | 892  1197 |1.00 0.71 0.51|1.0   0 2.0|   0     0 |openstack            653   23%9323k  73k|openstack            653  9323k  73k 23%|mysqld       205M|   0     0 |  14   31    0   31    0
Mar 12 14:33:42 cloud-provider1-0000014689 dstat.sh[30391]: 12-03 14:33:42| 23   5  71   0   0| 784M 3686M  170M 3195M|  10k 2160B|   0   416k|   0  12.0 |1219  2249 |1.00 0.72 0.51|1.0   0  74|   0     0 |openstack            729  9.8%3099k  37k|bash                 2012   11M  73k0.2%|mysqld       205M|   0     0 |  14   29    0   36    0
