-- Logs begin at Thu 2020-03-12 15:17:57 UTC, end at Thu 2020-03-12 17:18:18 UTC. --
Mar 12 17:17:38 cloud-provider1-0000014890 systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 17:17:38 cloud-provider1-0000014890 dstat.sh[30164]: [286B blob data]
Mar 12 17:17:38 cloud-provider1-0000014890 dstat.sh[30164]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 17:17:38 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:38|  2   1  97   0   0| 419M 4142M  165M 2992M|   0     0 |  45k 1286k|1.66  12.0 | 471   719 |0.80 0.75 0.56|2.0   0 8.7|   0     0 |systemd              1    0.0%   0    0 |bash                 2009 1015k 884k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:39 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:39| 10  21  69   0   0| 420M 4140M  165M 2992M|6339B 2202B|   0    72k|   0  6.00 |2657  5139 |0.73 0.74 0.56|3.0   0 505|   0     0 |bash                 2009 3.5%1718k  31k|bash                 2009 1718k  31k3.5%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:40 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:40| 13  20  67   0   0| 419M 4141M  165M 2992M|5095B 2160B|   0    32k|   0  8.00 |2974  5563 |0.73 0.74 0.56|  0   0 368|   0     0 |systemd              1    3.0%   0    0 |bash                 2009 2978k  24k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:41 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:41| 19  13  63   5   0| 422M 4138M  165M 2992M|5365B 2160B|   0  3028k|   0   236 |4474  7601 |0.73 0.74 0.56|6.0   0 185|   0     0 |systemd              1    7.2%   0    0 |bash                 2009 4067k4241B0.5%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:42 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:42|  9  12  74   4   0| 424M 4134M  165M 2993M|5972B 2052B| 392k 1108k|10.0   170 |2956  4064 |0.73 0.74 0.56|1.0   0  91|   0     0 |python               31285 11%1582k  24k|python               312851582k  24k 11%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:43 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:43|  3   2  94   0   0| 391M 4167M  165M 2993M|  19k 2002k|   0  2156k|   0  11.0 | 576   453 |0.73 0.74 0.56|  0   0  12|   0     0 |sshd                 1517 0.5%   0    0 |python2              30201  13k 450B  0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:44 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:44|  0   1  99   0   0| 391M 4167M  165M 2993M|6500B 2160B|   0     0 |   0     0 | 184   148 |0.67 0.72 0.55|  0   0   0|   0     0 |beam.smp             215330.2%   0    0 |python2              30201  13k 418B  0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:45 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:45|  1   0  99   0   0| 391M 4167M  165M 2993M|  13k 2230B|   0     0 |   0     0 | 190   186 |0.67 0.72 0.55|  0   0   0|   0     0 |python2              302010.2%  13k 415B|python2              30201  13k 415B0.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:46 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:46|  1   0  99   0   0| 391M 4167M  165M 2993M|6752B 2106B|   0     0 |   0     0 | 155   136 |0.67 0.72 0.55|  0   0   0|   0     0 |                                        |python2              30201  13k   0   0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 12 17:17:47 cloud-provider1-0000014890 dstat.sh[30164]: 12-03 17:17:47|  1   0  99   0   0| 391M 4167M  165M 2993M|  12k 2160B|   0     0 |   0     0 | 183   146 |0.67 0.72 0.55|  0   0   0|   0     0 |beam.smp             215330.5%   0    0 |python2              30201  13k 833B  0%|mysqld       173M|   0     0 |  12    3    0    3    0
