-- Logs begin at Fri 2020-03-27 23:42:38 UTC, end at Sat 2020-03-28 11:25:58 UTC. --
Mar 28 11:14:44 cloud-provider-iscsi-0000000059 systemd[1]: Started Devstack devstack@dstat.service.
Mar 28 11:14:44 cloud-provider-iscsi-0000000059 dstat.sh[30734]: [286B blob data]
Mar 28 11:14:44 cloud-provider-iscsi-0000000059 dstat.sh[30734]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 28 11:14:44 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:44|  0   0  99   0   0| 422M 4198M  185M 2906M|   0     0 |8675B  221k|0.40  2.07 | 252   248 |0.83 0.65 0.49|1.0   0 1.5|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2717  170k 147k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 28 11:14:45 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:45| 10  20  70   0   0| 422M 4197M  185M 2906M|  10k 2160B|   0    72k|   0  6.00 |2740  5431 |0.83 0.65 0.49|2.0   0 487|   0     0 |bash                 2717 4.0%1706k  31k|bash                 2717 1706k  31k4.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 28 11:14:46 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:46| 16  20  64   0   0| 429M 4189M  185M 2907M|7826B 2160B|   0    32k|   0  8.00 |3361  8732 |0.83 0.65 0.49|5.0   0 378|   0     0 |systemd              1    4.0%   0    0 |bash                 2717 2953k  23k1.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 28 11:14:47 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:47|  7   9  84   0   0| 548M 4070M  185M 3029M|  15k 2160B|   0  3032k|   0  8.00 |2646  3860 |0.76 0.64 0.49|1.0   0  70|   0     0 |systemd              1    5.5%   0    0 |bash                 2717  399k2132B0.5%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 28 11:14:48 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:48| 14  12  73   0   0| 561M 4057M  185M 3029M|6153B 1998B|   0     0 |   0     0 |1938  3292 |0.76 0.64 0.49|1.0   0 282|   0     0 |keystone-manage      32043 11%3276k  79k|keystone-manage      320433276k  79k 11%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 28 11:14:49 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:49| 23   3  74   1   0| 603M 4014M  185M 3029M|7079B 2214B| 100k    0 |5.00     0 | 566   709 |0.76 0.64 0.49|1.0   0 1.0|   0     0 |keystone-manage      32043 24%  11M 190k|keystone-manage      32043  11M 190k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 28 11:14:50 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:50| 13   4  74   9   0| 632M 3982M  185M 3031M|5915B 2052B|  52k 6064k|6.00   327 |1836  3749 |0.76 0.64 0.49|  0   0 2.0|   0     0 |keystone-manage      32043 12%3501k 571k|keystone-manage      320433501k 571k 12%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 28 11:14:51 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:51| 10   6  72  13   0| 637M 3911M  186M 3096M|9362B 2160B|   0    66M|   0   840 |4076  8540 |0.76 0.64 0.49|  0 1.0   0|   0     0 |mysqld               300088.8%   0    0 |keystone-manage      32043  20k  12k3.5%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 28 11:14:52 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:52| 10   3  73  15   0| 639M 3908M  186M 3097M|  15k 2160B|   0    14M|   0   559 |3463  5792 |0.94 0.68 0.50|  0 1.0   0|   0     0 |keystone-manage      320435.5%  16k  10k|keystone-manage      32043  16k  10k5.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 28 11:14:53 cloud-provider-iscsi-0000000059 dstat.sh[30734]: 28-03 11:14:53| 16   7  68   9   0| 642M 3904M  187M 3098M|7789B 2160B|   0    10M|   0   853 |4950    11k|0.94 0.68 0.50|2.0   0   0|   0     0 |mysqld               300089.2%   0    0 |python               5775  199k 413k1.0%|mysqld       195M|   0     0 |  14    7    0    5    0
