-- Logs begin at Mon 2020-03-16 21:51:06 UTC, end at Tue 2020-03-17 00:26:46 UTC. --
Mar 17 00:15:22 cloud-provider1-0000016687 systemd[1]: Started Devstack devstack@dstat.service.
Mar 17 00:15:22 cloud-provider1-0000016687 dstat.sh[30379]: [286B blob data]
Mar 17 00:15:22 cloud-provider1-0000016687 dstat.sh[30379]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 17 00:15:22 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:22|  2   1  97   0   0| 420M 4136M  167M 2993M|   0     0 |  37k 1092k|1.37  10.1 | 412   609 |0.66 0.66 0.52|3.0   0 7.2|   0     0 |systemd              1    0.0%   0    0 |bash                 1991  844k 735k0.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 17 00:15:23 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:23| 10  21  69   0   0| 420M 4136M  167M 2993M|6687B 2160B|   0    76k|   0  6.00 |2678  5071 |0.68 0.67 0.53|1.0   0 482|   0     0 |bash                 1991 3.8%1707k  31k|bash                 1991 1707k  31k3.8%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 17 00:15:24 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:24| 14  19  67   0   0| 419M 4136M  167M 2994M|6541B 2160B|   0  3180k|   0  18.0 |2973  6285 |0.68 0.67 0.53|1.0   0 384|   0     0 |systemd              1    3.2%   0    0 |bash                 1991 2981k  25k2.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 17 00:15:25 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:25| 12  14  74   0   0| 546M 4009M  167M 3116M|  23k 2106B|   0     0 |   0     0 |3494  5849 |0.68 0.67 0.53|1.0   0 208|   0     0 |systemd              1    6.0%   0    0 |bash                 1991  519k7472B1.2%|mysqld       174M|   0     0 |  14    5    0    3    0
Mar 17 00:15:26 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:26| 17  11  72   0   0| 570M 3984M  167M 3116M|7424B 2214B|   0     0 |   0     0 |1447  2282 |0.68 0.67 0.53|1.0   0 170|   0     0 |keystone-manage      31690 15%5930k  79k|keystone-manage      316905930k  79k 15%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 17 00:15:27 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:27| 22   2  74   3   0| 609M 3945M  167M 3117M|5736B 2106B| 144k    0 |11.0     0 | 636   684 |0.68 0.67 0.53|1.0   0 1.0|   0     0 |keystone-manage      31690 22%9756k 260k|keystone-manage      316909756k 260k 22%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 17 00:15:28 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:28| 14   5  72   9   0| 632M 3919M  168M 3119M|6553B 1998B|  16k 9892k|2.00   710 |3277  6812 |0.71 0.67 0.53|2.0 1.0   0|   0     0 |keystone-manage      31690 11%1911k 502k|keystone-manage      316901911k 502k 11%|mysqld       189M|   0     0 |  14    7    0    5    0
Mar 17 00:15:29 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:29|  9   5  71  14   0| 637M 3847M  168M 3184M|5509B 2214B|   0    74M|   0   915 |4518  9645 |0.71 0.67 0.53|1.0   0   0|   0     0 |mysqld               296527.5%   0    0 |keystone-manage      31690  32k  20k5.0%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 17 00:15:30 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:30| 18   5  68   9   0| 639M 3843M  169M 3185M|5644B 2200B|   0    11M|   0   947 |5517    13k|0.71 0.67 0.53|1.0   0   0|   0     0 |keystone-manage      31690 10%  43k 175k|python               5909  152k 315k1.0%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 17 00:15:31 cloud-provider1-0000016687 dstat.sh[30379]: 17-03 00:15:31| 16   4  69  11   0| 642M 3839M  170M 3186M|7174B 2160B|   0    10M|   0   861 |5387    13k|0.71 0.67 0.53|1.0   0 2.0|   0     0 |keystone-manage      316908.2%  49k 166k|python               5909  147k 308k0.5%|mysqld       197M|   0     0 |  14    7    0    5    0
