-- Logs begin at Sun 2020-03-29 11:26:56 UTC, end at Mon 2020-03-30 00:59:38 UTC. --
Mar 30 00:47:55 cloud-provider-iscsi-0000000065 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 00:47:55 cloud-provider-iscsi-0000000065 dstat.sh[30726]: [286B blob data]
Mar 30 00:47:55 cloud-provider-iscsi-0000000065 dstat.sh[30726]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 00:47:55 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:47:55|  0   0  99   0   0| 422M 4227M  168M 2903M|   0     0 |7063B  193k|0.25  1.82 | 239   235 |0.92 0.60 0.43|1.0   0 1.3|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2646  147k 127k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 30 00:47:56 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:47:56| 10  21  69   0   0| 423M 4226M  168M 2903M|7162B 2160B|   0    92k|   0  6.00 |2733  5178 |0.92 0.60 0.43|1.0   0 489|   0     0 |bash                 2646 3.8%1691k  30k|bash                 2646 1691k  30k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 30 00:47:57 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:47:57| 12  19  68   0   0| 422M 4226M  168M 2904M|  11k 2106B|   0    28k|   0  7.00 |2850  5399 |0.92 0.60 0.43|1.0   0 341|   0     0 |systemd              1    4.5%   0    0 |bash                 2646 2855k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 30 00:47:58 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:47:58| 10  15  75   0   0| 548M 4099M  168M 3026M|6923B 1998B|   0   120k|   0  5.00 |3900  6299 |0.92 0.60 0.43|1.0   0 241|   0     0 |systemd              1    5.0%   0    0 |bash                 2646  652k9537B1.2%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 30 00:47:59 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:47:59| 17   9  73   0   0| 581M 4067M  168M 3026M|  15k 2160B|   0  2916k|   0  5.00 |1406  2427 |0.92 0.60 0.43|  0 1.0 167|   0     0 |keystone-manage      32048 16%7734k 162k|keystone-manage      320487734k 162k 16%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 30 00:48:00 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:48:00| 23   2  74   1   0| 622M 4024M  168M 3027M|6089B 2160B| 160k    0 |13.0     0 | 880  1471 |0.93 0.60 0.43|1.0   0   0|   0     0 |keystone-manage      32048 23%9825k 594k|keystone-manage      320489825k 594k 23%|mysqld       177M|   0     0 |  14    7    0    5    0
Mar 30 00:48:01 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:48:01|  9   5  72  13   0| 636M 4008M  169M 3029M|9252B 2106B|   0    12M|   0   902 |3817  8489 |0.93 0.60 0.43|1.0   0   0|   0     0 |mysqld               300067.0%   0    0 |python               5703   60k 125k0.2%|mysqld       190M|   0     0 |  14    7    0    5    0
Mar 30 00:48:02 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:48:02|  9   4  73  14   0| 640M 3937M  169M 3094M|7186B 2214B|   0    72M|   0   734 |2953  7607 |0.93 0.60 0.43|1.0   0   0|   0     0 |mysqld               300066.8%   0    0 |keystone-manage      32048  30k  18k4.2%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 30 00:48:03 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:48:03| 14   4  71  12   0| 642M 3934M  170M 3095M|7486B 2160B|   0    10M|   0   844 |3633  9903 |0.93 0.60 0.43|2.0   0   0|   0     0 |keystone-manage      320487.5%  36k  21k|keystone-manage      32048  36k  21k7.5%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 30 00:48:04 cloud-provider-iscsi-0000000065 dstat.sh[30726]: 30-03 00:48:04| 14   6  72   8   0| 644M 3930M  171M 3096M|9148B 2160B|   0  9596k|   0   718 |4815    13k|0.93 0.60 0.43|  0 1.0   0|   0     0 |keystone-manage      320489.0%  47k 314k|python               5703  293k 609k1.8%|mysqld       197M|   0     0 |  14    7    0    5    0
