-- Logs begin at Tue 2020-04-07 10:47:50 UTC, end at Tue 2020-04-07 12:32:16 UTC. --
Apr 07 12:01:03 cloud-provider-iscsi-0000000187 systemd[1]: Started Devstack devstack@dstat.service.
Apr 07 12:01:03 cloud-provider-iscsi-0000000187 dstat.sh[29777]: [286B blob data]
Apr 07 12:01:03 cloud-provider-iscsi-0000000187 dstat.sh[29777]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 07 12:01:03 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:03|  3   1  95   0   0| 426M 4437M  145M 2733M|   0     0 |  75k 1980k|2.74  17.4 | 685  1113 |0.40 0.62 0.49|2.0   0  14|   0     0 |systemd              1    0.1%   0    0 |bash                 2218 1414k1316k0.1%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 07 12:01:04 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:04| 11  21  68   0   0| 427M 4436M  145M 2734M|8204B   15k|  24k  120k|1.00  9.00 |2745  5115 |0.69 0.68 0.51|2.0   0 489|   0     0 |bash                 2218 4.0%1716k  31k|bash                 2218 1716k  31k4.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 07 12:01:05 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:05| 12  20  67   0   0| 425M 4437M  145M 2734M|  11k   19k|   0    32k|   0  8.00 |3028  5384 |0.69 0.68 0.51|2.0   0 357|   0     0 |systemd              1    3.8%   0    0 |bash                 2218 2968k  23k2.2%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 07 12:01:06 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:06| 12  13  74   0   0| 552M 4310M  145M 2856M|8507B 8074B|   0   300k|   0  13.0 |4381  5791 |0.69 0.68 0.51|1.0   0 196|   0     0 |systemd              1    7.2%   0    0 |bash                 2218  498k6494B1.0%|mysqld       173M|   0     0 |  14    6    0    4    0
Apr 07 12:01:07 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:07| 17  11  72   0   0| 580M 4282M  145M 2856M|  13k   14k|   0     0 |   0     0 |1624  3047 |0.69 0.68 0.51|1.0   0 192|   0     0 |keystone-manage      31094 14%7009k 125k|keystone-manage      310947009k 125k 14%|mysqld       173M|   0     0 |  14    6    0    6    0
Apr 07 12:01:08 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:08| 21   3  74   2   0| 616M 4245M  145M 2857M|  16k 4826B| 192k    0 |13.0     0 | 674   721 |0.69 0.68 0.51|1.0   0   0|   0     0 |keystone-manage      31094 23%9409k 519k|keystone-manage      310949409k 519k 23%|mysqld       173M|   0     0 |  14    6    0    6    0
Apr 07 12:01:09 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:09| 10   4  72  13   0| 633M 4226M  145M 2859M|9735B  128k|  12k 8392k|1.00   568 |2845  7555 |0.80 0.70 0.52|  0 1.0   0|   0     0 |keystone-manage      310946.0% 178k 136k|python3.6            5969  111k 232k0.8%|mysqld       188M|   0     0 |  14    8    0    6    0
Apr 07 12:01:10 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:10|  7   5  73  14   0| 637M 4155M  145M 2924M|6615B 3842B|   0    72M|   0   775 |4014  7034 |0.80 0.70 0.52|1.0   0   0|   0     0 |mysqld               290547.0%   0    0 |keystone-manage      31094  23k  13k3.5%|mysqld       192M|   0     0 |  14    8    0    6    0
Apr 07 12:01:11 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:11|  9   4  70  18   0| 641M 4150M  146M 2925M|  10k 5770B|   0    24M|   0   882 |4257  6680 |0.80 0.70 0.52|1.0 1.0   0|   0     0 |mysqld               290545.2%   0    0 |keystone-manage      31094  23k  13k4.0%|mysqld       194M|   0     0 |  14    8    0    6    0
Apr 07 12:01:12 cloud-provider-iscsi-0000000187 dstat.sh[29777]: 07-04 12:01:12| 13   5  69  13   0| 641M 4149M  146M 2925M|  10k 4862B|   0    39M|   0   662 |4172  7783 |0.80 0.70 0.52|2.0   0   0|   0     0 |keystone-manage      310947.8%  30k 209k|python3.6            5969  192k 401k1.8%|mysqld       195M|   0     0 |  14    8    0    6    0
