-- Logs begin at Wed 2020-04-01 16:17:03 UTC, end at Wed 2020-04-01 17:06:22 UTC. --
Apr 01 16:41:19 cloud-provider-iscsi-0000000132 systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 16:41:19 cloud-provider-iscsi-0000000132 dstat.sh[24070]: [286B blob data]
Apr 01 16:41:19 cloud-provider-iscsi-0000000132 dstat.sh[24070]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 16:41:19 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:19|  9   3  86   1   0| 425M 4473M  144M 2703M|   0     0 | 225k 5872k|8.20  52.7 |1587  2925 |0.60 0.63 0.46|3.0   0  39|   0     0 |bash                 1986 0.2%4065k3822k|bash                 1986 4065k3822k0.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 16:41:20 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:20| 10  21  69   0   0| 425M 4472M  144M 2704M|7552B 2106B|  24k  420k|1.00  26.0 |2721  5079 |0.63 0.64 0.46|1.0   0 481|   0     0 |bash                 1986 3.5%1886k  30k|bash                 1986 1886k  30k3.5%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 16:41:21 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:21| 13  19  67   0   0| 424M 4473M  144M 2704M|8475B 2214B|   0    32k|   0  8.00 |2875  5083 |0.63 0.64 0.46|4.0   0 342|   0     0 |systemd              1    3.5%   0    0 |bash                 1986 2749k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 16:41:22 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:22| 10   8  82   0   0| 550M 4346M  144M 2826M|6435B 2160B|   0     0 |   0     0 |3219  5063 |0.63 0.64 0.46|  0   0  85|   0     0 |systemd              1    5.8%   0    0 |bash                 1986  246k 656B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Apr 01 16:41:23 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:23| 14  14  72   0   0| 562M 4335M  144M 2826M|8468B 2160B|   0     0 |   0     0 |2236  3496 |0.63 0.64 0.46|1.0   0 296|   0     0 |keystone-manage      253828.0%2261k  79k|keystone-manage      253822261k  79k8.0%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 01 16:41:24 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:24| 22   4  74   1   0| 602M 4294M  144M 2827M|  10k 2160B| 120k    0 |7.00     0 | 761   822 |0.63 0.64 0.46|1.0   0 2.0|   0     0 |keystone-manage      25382 24%  11M 187k|keystone-manage      25382  11M 187k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 01 16:41:25 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:25| 13   4  69  14   0| 632M 4261M  145M 2829M|7708B 2160B|  84k 7820k|7.00   346 |2510  3896 |0.74 0.66 0.47|  0 2.0   0|   0     0 |keystone-manage      25382 11%3307k 515k|keystone-manage      253823307k 515k 11%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 01 16:41:26 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:26|  7   4  65  24   0| 635M 4258M  145M 2829M|9115B 2202B|   0    33M|   0  1308 |4781  6475 |0.74 0.66 0.47|1.0   0   0|   0     0 |mysqld               233515.5%   0    0 |keystone-manage      25382  12k7024B2.8%|mysqld       190M|   0     0 |  14    7    0    6    0
Apr 01 16:41:27 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:27|  8   5  73  14   0| 638M 4188M  146M 2894M|5922B 1944B|   0    72M|   0   713 |4014  7336 |0.74 0.66 0.47|1.0 1.0   0|   0     0 |mysqld               233516.0%   0    0 |keystone-manage      25382  27k  16k4.0%|mysqld       194M|   0     0 |  14    7    0    6    0
Apr 01 16:41:28 cloud-provider-iscsi-0000000132 dstat.sh[24070]: 01-04 16:41:28| 15   4  71  10   0| 640M 4184M  146M 2895M|9174B 2160B|   0  9268k|   0   803 |5547    13k|0.74 0.66 0.47|1.0   0   0|   0     0 |keystone-manage      253827.8%  38k 285k|python3.6            5737  271k 564k1.5%|mysqld       195M|   0     0 |  14    7    0    6    0
