-- Logs begin at Tue 2020-03-31 18:53:43 UTC, end at Tue 2020-03-31 20:50:14 UTC. --
Mar 31 20:22:00 cloud-provider-iscsi-0000000108 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 20:22:00 cloud-provider-iscsi-0000000108 dstat.sh[24103]: [286B blob data]
Mar 31 20:22:00 cloud-provider-iscsi-0000000108 dstat.sh[24103]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 20:22:00 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:00|  2   1  96   0   0| 423M 4475M  145M 2703M|   0     0 |  62k 1644k|2.26  14.7 | 568   926 |0.74 0.72 0.48|2.0   0  11|   0     0 |systemd              1    0.1%   0    0 |bash                 2012 1120k1053k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 20:22:01 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:01|  8  22  70   0   0| 423M 4475M  145M 2703M|6747B 1998B|  24k  392k|1.00  8.00 |2556  4638 |0.74 0.72 0.48|1.0   0 457|   0     0 |bash                 2012 4.0%1671k  29k|bash                 2012 1671k  29k4.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 20:22:02 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:02| 11  16  62  11   0| 423M 4474M  145M 2704M|  14k 2106B|   0  2840k|   0   146 |2529  4118 |0.74 0.72 0.48|  0 2.0 281|   0     0 |systemd              1    2.8%   0    0 |bash                 2012 2179k  17k1.5%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 20:22:03 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:03| 12  18  66   4   0| 549M 4347M  145M 2826M|7515B 2160B|   0  4020k|   0   149 |4377  7029 |0.76 0.72 0.48|1.0   0 247|   0     0 |systemd              1    6.5%   0    0 |bash                 2012 1274k  12k1.5%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 31 20:22:04 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:04| 16  12  73   0   0| 571M 4325M  145M 2826M|6670B 2160B|   0     0 |   0     0 |1632  2693 |0.76 0.72 0.48|1.0   0 232|   0     0 |keystone-manage      25410 12%5501k  79k|keystone-manage      254105501k  79k 12%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 20:22:05 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:05| 22   2  74   2   0| 616M 4280M  145M 2827M|5731B 2254B| 204k    0 |14.0     0 | 562   739 |0.76 0.72 0.48|1.0   0   0|   0     0 |keystone-manage      25410 23%  11M 593k|keystone-manage      25410  11M 593k 23%|mysqld       173M|   0     0 |  14    7    0    6    0
Mar 31 20:22:06 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:06| 14   5  72  10   0| 633M 4260M  146M 2829M|6277B 2160B|   0    14M|   0  1057 |4486    10k|0.76 0.72 0.48|2.0   0   0|   0     0 |keystone-manage      254107.0% 136k 118k|python3.6            5764   86k 180k0.5%|mysqld       191M|   0     0 |  14    7    0    6    0
Mar 31 20:22:07 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:07|  7   5  72  16   0| 636M 4190M  146M 2894M|6826B 2160B|   0    71M|   0   666 |3471  6080 |0.76 0.72 0.48|2.0   0   0|   0     0 |mysqld               233856.0%   0    0 |keystone-manage      25410  23k  14k3.8%|mysqld       193M|   0     0 |  14    7    0    6    0
Mar 31 20:22:08 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:08| 11   6  68  16   0| 638M 4187M  147M 2894M|9593B 2160B|   0    51M|   0   922 |4173  8835 |0.70 0.71 0.48|  0 1.0   0|   0     0 |mysqld               233857.5%   0    0 |keystone-manage      25410  28k  16k4.8%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 31 20:22:09 cloud-provider-iscsi-0000000108 dstat.sh[24103]: 31-03 20:22:09| 16   6  67  11   0| 640M 4183M  147M 2895M|  16k 2160B|   0  7584k|   0   636 |4189    12k|0.70 0.71 0.48|  0 1.0 1.0|   0     0 |keystone-manage      254109.2%  44k 292k|python3.6            5764  273k 569k1.8%|mysqld       196M|   0     0 |  14    7    0    6    0
