-- Logs begin at Mon 2020-03-30 06:26:10 UTC, end at Mon 2020-03-30 07:58:19 UTC. --
Mar 30 07:27:09 cloud-provider-iscsi-0000000068 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 07:27:09 cloud-provider-iscsi-0000000068 dstat.sh[24012]: [286B blob data]
Mar 30 07:27:09 cloud-provider-iscsi-0000000068 dstat.sh[24012]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 07:27:09 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:09|  4   1  95   0   0| 424M 4453M  143M 2725M|   0     0 |  90k 2357k|3.28  21.4 | 776  1273 |0.64 0.64 0.46|2.0   0  15|   0     0 |systemd              1    0.1%   0    0 |bash                 2190 1632k1537k0.1%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 30 07:27:10 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:10| 10  22  68   0   0| 424M 4453M  143M 2725M|7542B   23k|   0   160k|   0  8.00 |2688  5152 |0.64 0.64 0.46|1.0   0 473|   0     0 |bash                 2190 3.5%1975k  30k|bash                 2190 1975k  30k3.5%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 30 07:27:11 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:11| 13  21  66   0   0| 424M 4453M  143M 2726M|  16k   11k|   0    28k|   0  7.00 |3514  6413 |0.64 0.64 0.46|2.0   0 340|   0     0 |systemd              1    5.8%   0    0 |bash                 2190 2743k  20k1.5%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 30 07:27:12 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:12|  5   7  89   0   0| 550M 4326M  143M 2848M|6837B 2988B|   0     0 |   0     0 |1888  2687 |0.64 0.64 0.46|  0   0  61|   0     0 |systemd              1    2.8%   0    0 |bash                 2190  123k 392B  0%|mysqld       173M|   0     0 |  14    4    0    4    0
Mar 30 07:27:13 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:13|  9  14  77   0   0| 559M 4317M  143M 2848M|8448B   15k|   0   328k|   0  18.0 |2170  3590 |0.64 0.64 0.46|1.0   0 295|   0     0 |keystone-manage      253264.0%2123k  79k|keystone-manage      253262123k  79k4.0%|mysqld       173M|   0     0 |  14    6    0    6    0
Mar 30 07:27:14 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:14| 23   2  74   1   0| 601M 4274M  143M 2848M|7890B 2160B| 120k    0 |7.00     0 | 715   735 |0.67 0.65 0.46|1.0   0   0|   0     0 |keystone-manage      25326 24%  10M 153k|keystone-manage      25326  10M 153k 24%|mysqld       173M|   0     0 |  14    6    0    6    0
Mar 30 07:27:15 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:15| 15   5  73   8   0| 629M 4245M  144M 2850M|  17k  126k|  84k 4840k|7.00   212 |2281  4022 |0.67 0.65 0.46|1.0   0   0|   0     0 |keystone-manage      25326 15%3721k 548k|keystone-manage      253263721k 548k 15%|mysqld       187M|   0     0 |  14    8    0    6    0
Mar 30 07:27:16 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:16| 10   5  72  13   0| 636M 4170M  144M 2915M|7285B 2106B|   0    76M|   0  1151 |5389    11k|0.67 0.65 0.46|1.0   0   0|   0     0 |mysqld               232948.2%   0    0 |keystone-manage      25326  23k  13k4.0%|mysqld       192M|   0     0 |  14    8    0    6    0
Mar 30 07:27:17 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:17| 12   4  71  13   0| 639M 4166M  145M 2916M|7834B   11k|   0    11M|   0   967 |5246    11k|0.67 0.65 0.46|  0 1.0   0|   0     0 |mysqld               232947.2%   0    0 |keystone-manage      25326  42k  24k6.2%|mysqld       195M|   0     0 |  14    8    0    6    0
Mar 30 07:27:18 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:18| 15   9  63  14   0| 642M 4162M  145M 2917M|  13k  302k|   0    74M|   0   865 |4663  9752 |0.67 0.65 0.46|2.0   0   0|   0     0 |mysqld               232948.5%   0    0 |python3.6            5945  270k 563k1.5%|mysqld       196M|   0     0 |  14    8    0    6    0
Mar 30 07:27:19 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:19| 11   4  72  14   0| 642M 4160M  146M 2918M|9792B   10k|   0    11M|   0   725 |4187  9293 |0.78 0.67 0.47|3.0   0   0|   0     0 |mysqld               232946.0%   0    0 |keystone-manage      25326  42k  28k6.0%|mysqld       197M|   0     0 |  14    8    0    6    0
Mar 30 07:27:20 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:20| 10   5  72  13   0| 645M 4156M  146M 2918M|8635B 8500B|   0  9568k|   0   781 |4465  9039 |0.78 0.67 0.47|2.0   0   0|   0     0 |keystone-manage      253266.2%  27k 145k|python3.6            5945   98k 205k0.8%|mysqld       199M|   0     0 |  14    8    0    6    0
Mar 30 07:27:21 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:21| 24   5  66   6   0| 647M 4152M  147M 2920M|  15k  352k|   0  5588k|   0   395 |6334    19k|0.78 0.67 0.47|2.0   0   0|   0     0 |keystone-manage      25326 15%  75k 566k|python3.6            5945  575k1199k2.5%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 30 07:27:22 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:22| 13   5  70  11   0| 647M 4151M  147M 2920M|  14k  406k|   0  9192k|   0   721 |5385    12k|0.78 0.67 0.47|  0 1.0 2.0|   0     0 |keystone-manage      253268.2%  47k  31k|keystone-manage      25326  47k  31k8.2%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 30 07:27:23 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:23| 18   7  72   3   0| 588M 4210M  147M 2920M|  17k   11k|   0  2812k|   0   212 |2524  4983 |0.78 0.67 0.47|1.0   0  78|   0     0 |keystone-manage      254067.5%2247k  37k|bash                 2190   17M1881k0.8%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 07:27:24 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:24| 24   3  73   1   0| 623M 4175M  147M 2921M|  10k 2160B|   0    18M|   0   181 |1215  1360 |0.88 0.69 0.48|1.0   0   0|   0     0 |keystone-manage      25406 25%9180k   0 |keystone-manage      254069180k   0  25%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 07:27:25 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:25| 22   3  72   3   0| 600M 4197M  147M 2921M|  11k 2052B|   0  1920k|   0  2.00 | 800   908 |0.88 0.69 0.48|  0 2.0  11|   0     0 |keystone-manage      25417 11%5487k  37k|bash                 2190   16M  39k0.5%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 07:27:26 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:26| 16   2  71  11   0| 633M 4164M  147M 2921M|9146B 4366B|   0  7204k|   0  76.0 |1010  1300 |0.88 0.69 0.48|1.0 1.0   0|   0     0 |keystone-manage      25417 17%8502k   0 |keystone-manage      254178502k   0  17%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 07:27:27 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:27| 16  14  69   2   0| 578M 4217M  147M 2923M|7386B 3836B|   0  5468k|   0   182 |2698  4300 |0.88 0.69 0.48|1.0   0 297|   0     0 |bash                 2190 2.5%  17M  57k|bash                 2190   17M  57k2.5%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 07:27:28 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:28| 14  21  65   0   0| 579M 4215M  147M 2924M|  18k   22k|   0   176k|   0  16.0 |3281  7045 |0.88 0.69 0.48|2.0   0 404|   0     0 |systemd              1    2.5%   0    0 |bash                 2190 3394k  24k2.0%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 07:27:29 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:29| 39  13  48   1   0| 639M 4155M  147M 2924M|  10k   12k|   0  7024k|   0   415 |3528  4512 |1.05 0.73 0.49|2.0   0 174|   0     0 |uwsgi                26162 17%5956k  37k|uwsgi                261636903k  37k 17%|mysqld       200M|   0     0 |  14    8    0    7    0
Mar 30 07:27:30 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:30| 44   4  49   2   0| 706M 4088M  147M 2924M|9535B 9484B| 148k   24k|5.00  3.00 | 823   710 |1.05 0.73 0.49|2.0   0   0|   0     0 |uwsgi                26162 24%8846k  91k|uwsgi                261628846k  91k 24%|mysqld       200M|   0     0 |  14    8    0    7    0
Mar 30 07:27:31 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:31| 37  12  51   0   0| 743M 4048M  147M 2927M|9298B 2160B|   0   332k|   0  36.0 |2029  7028 |1.05 0.73 0.49|1.0   0 153|   0     0 |uwsgi                26162 17%2690k 436k|uwsgi                261632718k 620k 17%|mysqld       200M|   0     0 |  13    6    0    8    0
Mar 30 07:27:32 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:32| 24   4  72   0   0| 789M 4002M  147M 2927M|6622B 9120B|   0     0 |   0     0 |1097  1183 |1.05 0.73 0.49|1.0   0  21|   0     0 |keystone-manage      26435 25%  12M   0 |keystone-manage      26435  12M   0  25%|mysqld       200M|   0     0 |  14    6    0    8    0
Mar 30 07:27:33 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:33| 23   3  73   0   0| 821M 3970M  147M 2927M|7291B 2160B|   0  1620k|   0  18.0 | 963  1232 |1.05 0.73 0.49|  0 1.0 2.0|   0     0 |keystone-manage      26435 24%4611k  10k|keystone-manage      264354611k  10k 24%|mysqld       203M|   0     0 |  14   12    0    8    0
Mar 30 07:27:34 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:34| 20   5  72   2   0| 755M 4036M  147M 2927M|8673B   17k|   0  9240k|   0   168 |1460  2326 |1.04 0.74 0.49|1.0   0  52|   0     0 |openstack            265217.5%2538k   0 |bash                 2190   18M  50k0.2%|mysqld       203M|   0     0 |  14    6    0   11    0
Mar 30 07:27:35 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:35| 23   3  73   1   0| 794M 3997M  147M 2927M|  17k 3868B|   0  2960k|   0  70.0 | 996  1361 |1.04 0.74 0.49|1.0   0 1.0|   0     0 |openstack            26521 21%8618k  37k|openstack            265218618k  37k 21%|mysqld       203M|   0     0 |  14   14    0   12    0
Mar 30 07:27:36 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:36| 20   4  73   3   0| 768M 4023M  147M 2927M|8201B 2160B|  72k  704k|18.0  7.00 |1443  2190 |1.04 0.74 0.49|1.0   0  61|   0     0 |openstack            265836.8%2037k   0 |bash                 2190   11M  39k  0%|mysqld       205M|   0     0 |  14   30    0   16    0
Mar 30 07:27:37 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:37| 23   3  74   0   0| 804M 3987M  147M 2927M|9036B 3958B|   0     0 |   0     0 | 791  1263 |1.04 0.74 0.49|1.0   0 1.0|   0     0 |openstack            26583 23%9112k  37k|openstack            265839112k  37k 23%|mysqld       205M|   0     0 |  14   32    0   19    0
Mar 30 07:27:38 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:38| 22   6  73   0   0| 793M 3998M  147M 2927M|7580B 4948B|   0     0 |   0     0 |1182  1793 |1.04 0.74 0.49|1.0   0 100|   0     0 |openstack            26683 18%7739k  37k|bash                 2190   11M  40k0.2%|mysqld       205M|   0     0 |  14   30    0   21    0
Mar 30 07:27:39 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:39| 23   4  74   0   0| 769M 4022M  147M 2927M|  10k 3150B|   0  1320k|   0  19.0 |1296  2175 |1.04 0.74 0.50|1.0   0  21|   0     0 |openstack            267054.2%1945k   0 |bash                 2190   11M  41k  0%|mysqld       205M|   0     0 |  14   30    0   29    0
Mar 30 07:27:40 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:40| 24   3  73   0   0| 805M 3986M  147M 2927M|  11k 3262B|   0     0 |   0     0 | 972  1300 |1.04 0.74 0.50|1.0   0 1.0|   0     0 |openstack            26705 22%9190k  37k|openstack            267059190k  37k 22%|mysqld       205M|   0     0 |  14   32    0   33    0
Mar 30 07:27:41 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:41| 21   7  72   0   0| 788M 4002M  147M 2927M|  11k 2160B|   0   620k|   0  15.0 |1417  2199 |1.04 0.74 0.50|1.0   0  74|   0     0 |openstack            26779 14%5665k  37k|bash                 2190   11M  37k  0%|mysqld       205M|   0     0 |  14   30    0   37    0
Mar 30 07:27:42 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:42| 23   3  73   0   0| 810M 3980M  147M 2927M|7072B 4138B|   0   136k|   0  6.00 |1295  2111 |1.04 0.74 0.50|1.0   0 2.0|   0     0 |openstack            26779 18%5479k 605B|openstack            267795479k 605B 18%|mysqld       205M|   0     0 |  14   30    0   45    0
Mar 30 07:27:43 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:43| 20   8  73   0   0| 791M 3999M  147M 2928M|8506B 5154B|   0     0 |   0     0 |1154  1671 |1.04 0.74 0.50|2.0   0 101|   0     0 |openstack            26882 17%6847k  37k|bash                 2190   11M  44k0.2%|mysqld       205M|   0     0 |  14   30    0   45    0
Mar 30 07:27:44 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:44| 23   5  72   0   0| 768M 4022M  147M 2928M|  15k 2400B|   0  2524k|   0  34.0 |1359  2084 |1.04 0.75 0.50|1.0   0  68|   0     0 |uwsgi                261622.0%2678B8389B|bash                 2190   11M  40k0.2%|mysqld       205M|   0     0 |  14   30    0   50    0
Mar 30 07:27:45 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:45| 24   2  73   0   0| 808M 3981M  147M 2928M|7589B 4560B|   0   628k|   0  15.0 | 723   936 |1.04 0.75 0.50|1.0   0 1.0|   0     0 |openstack            26951 25%  10M  37k|openstack            26951  10M  37k 25%|mysqld       205M|   0     0 |  14   32    0   50    0
Mar 30 07:27:46 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:46| 21   6  73   0   0| 780M 4010M  147M 2928M|6934B 2160B|   0   176k|   0  3.00 |1374  2255 |1.04 0.75 0.50|1.0   0  71|   0     0 |openstack            270229.8%3745k  37k|bash                 2190   11M  40k  0%|mysqld       205M|   0     0 |  14   30    0   56    0
Mar 30 07:27:47 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:47| 23   4  73   0   0| 766M 4024M  147M 2928M|6992B 4566B|   0   488k|   0  11.0 |1086  1750 |1.04 0.75 0.50|2.0   0  18|   0     0 |uwsgi                261632.5%2535B7792B|bash                 2190   11M  40k0.2%|mysqld       205M|   0     0 |  14   30    0   60    0
Mar 30 07:27:48 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:48| 22   4  74   0   0| 807M 3983M  147M 2928M|6053B 4580B|   0   280k|   0  5.00 | 875  1178 |1.04 0.75 0.50|1.0   0  51|   0     0 |openstack            27091 24%  10M  37k|openstack            27091  10M  37k 24%|mysqld       205M|   0     0 |  14   30    0   60    0
Mar 30 07:27:49 cloud-provider-iscsi-0000000068 dstat.sh[24012]: 30-03 07:27:49| 20   7  73   0   0| 787M 4002M  147M 2928M|7821B 2106B|   0  1644k|   0  71.0 |1323  1900 |1.11 0.77 0.51|1.0   0  73|   0     0 |openstack            27164 12%4846k  37k|bash                 2190   11M  40k0.2%|mysqld       205M|   0     0 |  14   30    0   64    0
