-- Logs begin at Wed 2020-03-11 10:06:54 UTC, end at Wed 2020-03-11 16:48:02 UTC. --
Mar 11 16:34:29 cloud-provider1-0000013727 systemd[1]: Started Devstack devstack@dstat.service.
Mar 11 16:34:29 cloud-provider1-0000013727 dstat.sh[30407]: [286B blob data]
Mar 11 16:34:29 cloud-provider1-0000013727 dstat.sh[30407]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 11 16:34:29 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:29|  1   0  99   0   0| 420M 4139M  166M 2992M|   0     0 |  14k  407k|0.51  3.76 | 248   302 |0.58 0.58 0.47|2.0   0 2.7|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2056  313k 273k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 16:34:30 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:30|  9  21  69   0   0| 422M 4137M  166M 2992M|6227B 2160B|   0    72k|   0  6.00 |2872  5295 |0.58 0.58 0.47|2.0   0 515|   0     0 |bash                 2056 3.8%1744k  33k|bash                 2056 1744k  33k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 16:34:31 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:31| 14  19  67   0   0| 421M 4138M  166M 2992M|7832B 1944B|   0    32k|   0  8.00 |3187  5634 |0.58 0.58 0.47|  0   0 350|   0     0 |systemd              1    3.5%   0    0 |bash                 2056 2952k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 16:34:32 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:32|  9  10  81   0   0| 547M 4011M  166M 3115M|7103B 2160B|   0  3032k|   0  8.00 |3517  5198 |0.58 0.58 0.47|  0   0  91|   0     0 |systemd              1    6.0%   0    0 |bash                 2056  246k 656B  0%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 11 16:34:33 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:33|  5  13  82   0   0| 547M 4011M  166M 3115M|5894B 2160B|   0     0 |   0     0 |1849  2968 |0.53 0.57 0.47|2.0   0 254|   0     0 |bash                 2056 2.5% 440k  14k|bash                 2056  440k  14k2.5%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 11 16:34:34 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:34| 21   5  74   1   0| 582M 3976M  166M 3115M|  12k 2160B|  76k    0 |2.00     0 |1051  1329 |0.53 0.57 0.47|1.0   0  45|   0     0 |keystone-manage      31727 21%8118k 162k|keystone-manage      317278118k 162k 21%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 16:34:35 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:35| 22   3  74   1   0| 620M 3936M  166M 3116M|  10k 2160B|  84k  664k|11.0  3.00 | 814   886 |0.53 0.57 0.47|1.0   0   0|   0     0 |keystone-manage      31727 23%9416k 563k|keystone-manage      317279416k 563k 23%|mysqld       177M|   0     0 |  14    7    0    5    0
Mar 11 16:34:36 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:36|  7   4  73  15   0| 634M 3921M  166M 3117M|6935B 2160B|   0  8896k|   0   669 |3043  5945 |0.53 0.57 0.47|  0 1.0   0|   0     0 |keystone-manage      317274.5%  40k 115k|python               5974   90k 187k0.5%|mysqld       189M|   0     0 |  14    7    0    5    0
Mar 11 16:34:37 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:37|  9   5  73  14   0| 638M 3850M  167M 3182M|7971B 2160B|   0    72M|   0   718 |3147  6688 |0.53 0.57 0.47|2.0   0   0|   0     0 |mysqld               296816.8%   0    0 |keystone-manage      31727  23k  14k4.0%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 11 16:34:38 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:38|  9   3  74  14   0| 640M 3846M  167M 3183M|6100B 2106B|   0  8056k|   0   708 |4004  7745 |0.65 0.60 0.48|1.0   0 2.0|   0     0 |mysqld               296815.8%   0    0 |keystone-manage      31727  25k  15k5.5%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 11 16:34:39 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:39| 15   5  69  11   0| 642M 3843M  168M 3184M|8161B 2214B|   0  8096k|   0   650 |5060    12k|0.65 0.60 0.48|  0 1.0   0|   0     0 |keystone-manage      317278.0%  40k 306k|python               5974  291k 605k1.2%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 11 16:34:40 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:40| 10   5  72  13   0| 643M 3840M  168M 3185M|6633B 2052B|   0  8084k|   0   642 |3852  8276 |0.65 0.60 0.48|  0 1.0   0|   0     0 |mysqld               296816.5%   0    0 |keystone-manage      31727  33k  24k5.8%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 11 16:34:41 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:41| 12   3  71  13   0| 646M 3837M  169M 3185M|6893B 1998B|   0  9724k|   0   782 |4503  9790 |0.65 0.60 0.48|3.0   0   0|   0     0 |mysqld               296817.0%   0    0 |keystone-manage      31727  30k  20k6.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 11 16:34:42 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:42| 19   7  65  10   0| 647M 3834M  169M 3186M|7620B 2214B|   0    49M|   0  1206 |6575    14k|0.65 0.60 0.48|1.0   0   0|   0     0 |keystone-manage      31727 14%  71k 455k|python               5974  411k 855k2.2%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 11 16:34:43 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:43| 15   5  69  11   0| 648M 3832M  170M 3187M|  16k 2106B|   0  8324k|   0   682 |6450    13k|0.60 0.59 0.47|1.0   0   0|   0     0 |keystone-manage      317279.0%  40k 308k|python               5974  309k 642k1.0%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 11 16:34:44 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:44| 15   8  72   6   0| 576M 3904M  170M 3187M|5930B 2214B|   0  5496k|   0   402 |3417  9250 |0.60 0.59 0.47|1.0   0  77|   0     0 |mysqld               296814.5%   0    0 |bash                 2056   18M2010k1.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 16:34:45 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:45| 23   4  73   0   0| 621M 3858M  170M 3188M|  14k 2160B|   0  6628k|   0  71.0 | 874  1277 |0.60 0.59 0.47|1.0   0 2.0|   0     0 |keystone-manage      31808 25%  11M  73k|keystone-manage      31808  11M  73k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 16:34:46 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:46| 23   4  73   0   0| 598M 3880M  170M 3188M|5715B 2160B|   0  6900k|   0  69.0 | 943  1338 |0.60 0.59 0.47|1.0   0  11|   0     0 |keystone-manage      31820 12%5777k  37k|bash                 2056   17M  76k  0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 16:34:47 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:47| 24   3  70   4   0| 576M 3901M  170M 3190M|7784B 2160B|   0    33M|   0   344 |1451  1710 |0.60 0.59 0.47|3.0 1.0  36|   0     0 |kworker/u8:1         252850.8%   0    0 |bash                 2056   17M  77k0.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 16:34:48 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:48| 13  19  68   0   0| 575M 3901M  170M 3190M|6227B 1890B|   0   600k|   0  36.0 |2874  5784 |0.63 0.59 0.48|3.0   0 500|   0     0 |bash                 2056 3.2%2966k  32k|bash                 2056 2966k  32k3.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 16:34:49 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:49| 22  21  57   0   0| 603M 3872M  170M 3191M|7058B 2214B|   0    92k|   0  9.00 |4273  6595 |0.63 0.59 0.48|3.0   0 320|   0     0 |systemd              1    6.5%   0    0 |uwsgi                325672027k   0 4.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 11 16:34:50 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:50| 44   7  48   1   0| 689M 3787M  170M 3191M|7093B 2160B| 128k    0 |1.00     0 | 944   969 |0.63 0.59 0.48|2.0   0  22|   0     0 |uwsgi                32567 25%  11M  73k|uwsgi                32566  11M  73k 24%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 11 16:34:51 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:51| 50   5  45   1   0| 742M 3731M  170M 3193M|5735B 2160B|  20k   36k|4.00  2.00 |1179  5356 |0.63 0.59 0.48|2.0   0   0|   0     0 |uwsgi                32566 25%5300k 133k|uwsgi                325675601k 793k 24%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 11 16:34:52 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:52| 24  10  67   0   0| 772M 3701M  170M 3194M|6168B 2148B|   0   832k|   0  3.00 |2067  3601 |0.63 0.59 0.48|1.0   0 169|   0     0 |keystone-manage      378   16%6769k  37k|keystone-manage      378  6769k  37k 16%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 11 16:34:53 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:53| 23   3  74   0   0| 826M 3646M  170M 3194M|6429B 2214B|   0   864k|   0  4.00 | 801   898 |0.66 0.60 0.48|1.0   0 3.0|   0     0 |keystone-manage      378   24%  11M  47k|keystone-manage      378    11M  47k 24%|mysqld       202M|   0     0 |  14    7    0    7    0
Mar 11 16:34:54 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:54| 22   5  73   1   0| 753M 3719M  170M 3194M|8937B 2160B|   0   456k|   0  57.0 |1383  2228 |0.66 0.60 0.48|1.0   0  52|   0     0 |openstack            469  1.2% 757k   0 |bash                 2056   19M  89k0.2%|mysqld       202M|   0     0 |  14    5    0   10    0
Mar 11 16:34:55 cloud-provider1-0000013727 dstat.sh[30407]: 11-03 16:34:55| 22   4  74   0   0| 793M 3679M  170M 3194M|8478B 2160B|   0  2012k|   0  61.0 | 697   892 |0.66 0.60 0.48|1.0   0 2.0|   0     0 |openstack            469   25%9621k  73k|openstack            469  9621k  73k 25%|mysqld       202M|   0     0 |  14    5    0   10    0
