-- Logs begin at Fri 2020-03-27 06:41:19 UTC, end at Fri 2020-03-27 07:53:57 UTC. --
Mar 27 07:40:25 cloud-provider-iscsi-0000000046 systemd[1]: Started Devstack devstack@dstat.service.
Mar 27 07:40:26 cloud-provider-iscsi-0000000046 dstat.sh[24589]: [286B blob data]
Mar 27 07:40:26 cloud-provider-iscsi-0000000046 dstat.sh[24589]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 27 07:40:26 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:26|  4   1  94   1   0| 422M 4234M  167M 2902M|   0     0 |  93k 2653k|3.39  24.4 | 788  1319 |0.77 0.78 0.52|1.0   0  16|   0     0 |systemd              1    0.1%   0    0 |bash                 2051 1926k1689k0.1%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 27 07:40:27 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:27| 10  21  69   0   0| 422M 4234M  167M 2902M|6450B 2214B|   0   132k|   0  6.00 |2756  5026 |0.77 0.78 0.52|1.0   0 480|   0     0 |bash                 2051 3.8%1788k  30k|bash                 2051 1788k  30k3.8%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 27 07:40:28 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:28| 12  20  67   0   0| 422M 4233M  167M 2902M|6534B 2106B|   0    32k|   0  8.00 |3323  6098 |0.77 0.78 0.52|2.0   0 342|   0     0 |systemd              1    4.2%   0    0 |bash                 2051 2849k  23k2.0%|mysqld       174M|   0     0 |  12    3    0    3    0
Mar 27 07:40:29 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:29| 11  13  75   0   0| 548M 4107M  167M 3024M|6626B 1998B|   0     0 |   0     0 |4318  6637 |0.70 0.77 0.52|2.0   0 208|   0     0 |systemd              1    6.0%   0    0 |bash                 2051  516k7343B1.0%|mysqld       174M|   0     0 |  14    5    0    3    0
Mar 27 07:40:30 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:30| 18   9  73   0   0| 578M 4077M  167M 3025M|  14k 2202B|   0   796k|   0  8.00 |1515  2340 |0.70 0.77 0.52|1.0   0 172|   0     0 |keystone-manage      25901 16%7340k 162k|keystone-manage      259017340k 162k 16%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 27 07:40:31 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:31| 22   3  74   2   0| 619M 4035M  167M 3026M|5306B 2160B| 160k    0 |13.0     0 | 749   911 |0.70 0.77 0.52|3.0   0 1.0|   0     0 |keystone-manage      25901 23%  10M 556k|keystone-manage      25901  10M 556k 23%|mysqld       174M|   0     0 |  14    5    0    5    0
Mar 27 07:40:32 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:32|  9   4  73  14   0| 633M 4018M  168M 3027M|7022B 2160B|   0  9084k|   0   594 |3542  6485 |0.70 0.77 0.52|1.0   0   0|   0     0 |keystone-manage      259016.0% 166k 123k|python               5113  102k 213k0.8%|mysqld       189M|   0     0 |  14    7    0    5    0
Mar 27 07:40:33 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:33|  7   5  74  15   0| 638M 3947M  168M 3092M|8566B 2160B|   0    73M|   0   795 |3553  7969 |0.70 0.77 0.52|  0 1.0   0|   0     0 |mysqld               238636.2%   0    0 |keystone-manage      25901  25k  15k4.0%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 27 07:40:34 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:34| 10   3  73  14   0| 641M 3943M  169M 3093M|  13k 2160B|   0  8364k|   0   714 |3553  7926 |0.89 0.80 0.54|  0 1.0 2.0|   0     0 |keystone-manage      259015.8%  23k  14k|keystone-manage      25901  23k  14k5.8%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 27 07:40:35 cloud-provider-iscsi-0000000046 dstat.sh[24589]: 27-03 07:40:35| 14   4  69  12   0| 643M 3939M  169M 3093M|7320B 2160B|   0  8376k|   0   687 |5480    13k|0.89 0.80 0.54|1.0   0   0|   0     0 |keystone-manage      259018.2%  44k 309k|python               5113  292k 606k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
