-- Logs begin at Mon 2020-03-16 12:08:13 UTC, end at Mon 2020-03-16 13:59:13 UTC. --
Mar 16 13:26:44 cloud-provider1-0000016029 systemd[1]: Started Devstack devstack@dstat.service.
Mar 16 13:26:44 cloud-provider1-0000016029 dstat.sh[30342]: [286B blob data]
Mar 16 13:26:44 cloud-provider1-0000016029 dstat.sh[30342]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 16 13:26:44 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:44|  4   1  95   0   0| 422M 4148M  165M 2983M|   0     0 |  69k 1968k|2.50  18.3 | 644  1034 |0.61 0.62 0.49|2.0   0  13|   0     0 |systemd              1    0.1%   0    0 |bash                 1935 1546k1344k0.1%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 13:26:45 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:45| 11  20  69   0   0| 422M 4146M  165M 2983M|7593B 2160B|   0  2848k|   0  16.0 |2893  5350 |0.61 0.62 0.49|2.0   0 501|   0     0 |bash                 1935 3.8%1821k  32k|bash                 1935 1821k  32k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 13:26:46 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:46| 13  21  65   0   0| 432M 4137M  165M 2984M|7824B 2160B|   0    32k|   0  8.00 |3189  7002 |0.61 0.62 0.49|2.0   0 372|   0     0 |systemd              1    3.5%   0    0 |bash                 1935 2848k  23k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 13:26:47 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:47| 12  18  70   0   0| 548M 4019M  165M 3106M|6667B 2160B|   0     0 |   0     0 |3689  5962 |0.65 0.63 0.49|1.0   0 298|   0     0 |systemd              1    7.2%   0    0 |bash                 1935  672k  14k2.0%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 16 13:26:48 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:48| 20   5  74   1   0| 586M 3981M  165M 3106M|9828B 2160B|  76k    0 |2.00     0 |1020  1402 |0.65 0.63 0.49|1.0   0  55|   0     0 |keystone-manage      31648 21%9112k 162k|keystone-manage      316489112k 162k 21%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 16 13:26:49 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:49| 22   3  73   2   0| 623M 3944M  165M 3107M|6793B 2160B|  84k    0 |11.0     0 |1113  1627 |0.65 0.63 0.49|2.0   0   0|   0     0 |keystone-manage      31648 22%8448k 624k|keystone-manage      316488448k 624k 22%|mysqld       177M|   0     0 |  14    7    0    5    0
Mar 16 13:26:50 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:50|  9   5  73  13   0| 637M 3927M  166M 3109M|  13k 2160B|   0    14M|   0  1034 |4466  8910 |0.65 0.63 0.49|  0 1.0   0|   0     0 |mysqld               296186.2%   0    0 |python               5856   36k  75k0.2%|mysqld       190M|   0     0 |  14    7    0    5    0
Mar 16 13:26:51 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:51|  7   3  74  17   0| 640M 3857M  166M 3174M|7480B 2160B|   0    70M|   0   535 |2976  4877 |0.65 0.63 0.49|  0 1.0   0|   0     0 |mysqld               296184.2%   0    0 |keystone-manage      31648  19k  12k3.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 16 13:26:52 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:52| 11   4  73  12   0| 641M 3854M  167M 3174M|  10k 1890B|   0  9700k|   0   817 |4278  8832 |0.67 0.63 0.49|  0 1.0   0|   0     0 |mysqld               296186.5%   0    0 |keystone-manage      31648  36k  21k6.5%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 16 13:26:53 cloud-provider1-0000016029 dstat.sh[30342]: 16-03 13:26:53| 13   5  70  12   0| 643M 3852M  167M 3175M|6743B 1782B|   0  6444k|   0   544 |4188    10k|0.67 0.63 0.49|1.0   0   0|   0     0 |keystone-manage      316487.8%  33k 304k|python               5856  290k 602k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
