-- Logs begin at Fri 2020-03-27 12:01:01 UTC, end at Fri 2020-03-27 17:09:38 UTC. --
Mar 27 16:37:46 cloud-provider-iscsi-0000000051 systemd[1]: Started Devstack devstack@dstat.service.
Mar 27 16:37:46 cloud-provider-iscsi-0000000051 dstat.sh[24552]: [286B blob data]
Mar 27 16:37:46 cloud-provider-iscsi-0000000051 dstat.sh[24552]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 27 16:37:46 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:46|  1   0  99   0   0| 421M 4234M  168M 2902M|   0     0 |  20k  554k|0.73  5.15 | 341   412 |0.56 0.65 0.52|2.0   0 3.4|   0     0 |rcu_sched            8    0.1%   0    0 |bash                 2038  411k 360k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 16:37:47 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:47|  8  21  70   0   0| 421M 4234M  168M 2902M|7280B 2256B|   0   236k|   0  4.00 |2572  4490 |0.56 0.65 0.52|2.0   0 429|   0     0 |bash                 2038 4.2%1250k  27k|bash                 2038 1250k  27k4.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 16:37:48 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:48| 12  21  66   0   0| 421M 4233M  168M 2902M|6113B 2160B|   0  3068k|   0  18.0 |3175  5912 |0.56 0.65 0.52|2.0   0 364|   0     0 |systemd              1    3.2%   0    0 |bash                 2038 3073k  25k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 16:37:49 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:49| 11  12  77   0   0| 547M 4107M  168M 3025M|  16k 2160B|   0  4096B|   0  1.00 |3508  6983 |0.60 0.66 0.52|1.0   0 143|   0     0 |systemd              1    6.5%   0    0 |bash                 2038  604k4268B0.5%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 27 16:37:50 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:50| 11  13  76   0   0| 559M 4095M  168M 3025M|7512B 2160B|   0     0 |   0     0 |2190  3627 |0.60 0.66 0.52|2.0   0 296|   0     0 |keystone-manage      258635.2%2175k  79k|keystone-manage      258632175k  79k5.2%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 27 16:37:51 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:51| 23   3  74   0   0| 590M 4063M  168M 3025M|6628B 2094B|  76k    0 |2.00     0 | 631   763 |0.60 0.66 0.52|2.0   0 1.0|   0     0 |keystone-manage      25863 24%8303k  83k|keystone-manage      258638303k  83k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 27 16:37:52 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:52| 18   3  73   5   0| 630M 4021M  169M 3027M|7189B 2052B|  84k 4036k|11.0   137 |1434  2577 |0.60 0.66 0.52|2.0   0   0|   0     0 |keystone-manage      25863 18%7120k 679k|keystone-manage      258637120k 679k 18%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 27 16:37:53 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:53|  9   5  72  15   0| 636M 4013M  169M 3028M|8053B 2160B|   0    11M|   0   936 |4459  8464 |0.60 0.66 0.52|2.0   0   0|   0     0 |mysqld               238257.0%   0    0 |keystone-manage      25863  14k9001B3.2%|mysqld       191M|   0     0 |  14    7    0    5    0
Mar 27 16:37:54 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:54| 10   5  72  12   0| 639M 3943M  170M 3093M|6088B 2160B|   0    73M|   0   780 |4046  7652 |0.71 0.68 0.53|2.0   0   0|   0     0 |mysqld               238256.5%   0    0 |keystone-manage      25863  27k  16k6.0%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 27 16:37:55 cloud-provider-iscsi-0000000051 dstat.sh[24552]: 27-03 16:37:55| 10   4  71  16   0| 641M 3941M  170M 3093M|7325B 2106B|   0  7444k|   0   609 |3760  6829 |0.71 0.68 0.53|1.0 1.0 2.0|   0     0 |mysqld               238256.2%   0    0 |keystone-manage      25863  27k  16k4.0%|mysqld       195M|   0     0 |  14    7    0    5    0
