-- Logs begin at Wed 2020-03-11 09:06:32 UTC, end at Wed 2020-03-11 10:53:08 UTC. --
Mar 11 10:23:58 cloud-provider1-0000013628 systemd[1]: Started Devstack devstack@dstat.service.
Mar 11 10:23:58 cloud-provider1-0000013628 dstat.sh[30288]: [286B blob data]
Mar 11 10:23:58 cloud-provider1-0000013628 dstat.sh[30288]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 11 10:23:58 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:23:58|  4   1  95   0   0| 420M 4141M  165M 2992M|   0     0 |  70k 2025k|2.56  18.5 | 654  1042 |0.71 0.81 0.58|3.0   0  13|   0     0 |systemd              1    0.1%   0    0 |bash                 1979 1567k1364k0.1%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 10:23:59 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:23:59|  9  21  69   0   0| 420M 4140M  165M 2992M|5331B 2160B|   0    88k|   0  5.00 |2514  4841 |0.71 0.81 0.58|1.0   0 479|   0     0 |bash                 1979 4.0%1599k  30k|bash                 1979 1599k  30k4.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 10:24:00 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:00| 15  19  67   0   0| 420M 4140M  165M 2992M|4825B 2160B|   0    36k|   0  9.00 |2950  6378 |0.71 0.81 0.58|  0   0 384|   0     0 |systemd              1    2.8%   0    0 |bash                 1979 3089k  25k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 10:24:01 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:01|  9  11  80   0   0| 546M 4013M  165M 3114M|4841B 2160B|   0     0 |   0     0 |3250  6731 |0.66 0.80 0.58|  0   0  86|   0     0 |systemd              1    7.2%   0    0 |bash                 1979  246k 656B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 11 10:24:02 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:02| 12  13  76   0   0| 558M 4001M  165M 3115M|4837B 2160B|   0     0 |   0     0 |1930  3388 |0.66 0.80 0.58|1.0   0 296|   0     0 |keystone-manage      316035.5%2226k  79k|keystone-manage      316032226k  79k5.5%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 10:24:03 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:03| 23   3  74   1   0| 596M 3963M  165M 3115M|6533B 2160B| 100k  804k|5.00  9.00 | 682   741 |0.66 0.80 0.58|1.0   0 1.0|   0     0 |keystone-manage      31603 24%  10M 190k|keystone-manage      31603  10M 190k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 10:24:04 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:04| 16   3  74   8   0| 631M 3926M  165M 3116M|6161B 2160B|  60k 4488k|8.00   209 |1587  3205 |0.66 0.80 0.58|1.0   0   0|   0     0 |keystone-manage      31603 15%5181k 571k|keystone-manage      316035181k 571k 15%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 11 10:24:05 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:05|  9   6  72  13   0| 636M 3853M  166M 3182M|5632B 1944B|   0    75M|   0  1038 |4890  9435 |0.66 0.80 0.58|  0 1.0   0|   0     0 |mysqld               295648.0%   0    0 |keystone-manage      31603  23k  14k3.8%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 11 10:24:06 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:06| 11   5  73  11   0| 639M 3848M  167M 3183M|7188B 2160B|   0    11M|   0   932 |3451  9623 |0.68 0.80 0.58|1.0 1.0   0|   0     0 |mysqld               295647.5%   0    0 |keystone-manage      31603  28k  17k6.5%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 11 10:24:07 cloud-provider1-0000013628 dstat.sh[30288]: 11-03 10:24:07| 16   6  71   7   0| 641M 3844M  167M 3184M|  17k 2106B|   0    10M|   0   860 |4074    14k|0.68 0.80 0.58|1.0   0   0|   0     0 |keystone-manage      31603 11%  56k 319k|python               5898  294k 612k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
