-- Logs begin at Sat 2020-03-28 00:29:50 UTC, end at Sat 2020-03-28 05:15:25 UTC. --
Mar 28 05:04:18 cloud-provider-iscsi-0000000060 systemd[1]: Started Devstack devstack@dstat.service.
Mar 28 05:04:18 cloud-provider-iscsi-0000000060 dstat.sh[24683]: [286B blob data]
Mar 28 05:04:18 cloud-provider-iscsi-0000000060 dstat.sh[24683]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 28 05:04:18 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:18|  1   0  99   0   0| 420M 4236M  167M 2902M|   0     0 |  20k  559k|0.74  5.23 | 319   393 |0.52 0.59 0.45|1.0   0 3.5|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2146  415k 363k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 28 05:04:19 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:19|  9  21  70   0   0| 420M 4236M  167M 2903M|7361B 2160B|   0   140k|   0  5.00 |2412  4344 |0.47 0.58 0.45|1.0   0 428|   0     0 |bash                 2146 4.2%1350k  27k|bash                 2146 1350k  27k4.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 28 05:04:20 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:20| 12  22  66   0   0| 420M 4235M  167M 2903M|7546B 2106B|   0    32k|   0  8.00 |3121  5988 |0.47 0.58 0.45|1.0   0 386|   0     0 |systemd              1    3.0%   0    0 |bash                 2146 2992k  25k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 28 05:04:21 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:21| 12   9  80   0   0| 546M 4109M  167M 3025M|5987B 2214B|   0  4096B|   0  1.00 |3828  5660 |0.47 0.58 0.45|  0   0 112|   0     0 |systemd              1    5.8%   0    0 |bash                 2146  575k2792B0.5%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 28 05:04:22 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:22|  5  10  84   0   0| 546M 4108M  167M 3025M|6940B 2052B|   0     0 |   0     0 |1620  2755 |0.47 0.58 0.45|1.0   0 247|   0     0 |bash                 2146 1.8% 434k  14k|bash                 2146  434k  14k1.8%|mysqld       173M|   0     0 |  14    5    0    3    0
Mar 28 05:04:23 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:23| 21   5  73   1   0| 590M 4065M  167M 3025M|  18k 2160B|  76k  696k|2.00  4.00 |1054  1347 |0.47 0.58 0.45|1.0   0  52|   0     0 |keystone-manage      25997 21%  10M 162k|keystone-manage      25997  10M 162k 21%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 28 05:04:24 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:24| 21   3  73   3   0| 630M 4023M  167M 3027M|6333B 2160B|  84k 2928k|11.0  55.0 |1149  2257 |0.52 0.58 0.45|  0 1.0   0|   0     0 |keystone-manage      25997 21%7269k 679k|keystone-manage      259977269k 679k 21%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 28 05:04:25 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:25|  6   3  74  17   0| 635M 4016M  168M 3028M|8350B 2160B|   0    10M|   0   871 |4407  6624 |0.52 0.58 0.45|1.0   0   0|   0     0 |mysqld               239514.8%   0    0 |python2              24743  14k 468B  0%|mysqld       190M|   0     0 |  14    7    0    5    0
Mar 28 05:04:27 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:26|  7   6  72  15   0| 638M 3946M  168M 3093M|7553B 2160B|   0    71M|   0   608 |3468  5224 |0.52 0.58 0.45|  0 1.0   0|   0     0 |mysqld               239515.8%   0    0 |keystone-manage      25997  21k  14k4.0%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 28 05:04:27 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:27| 11   5  72  12   0| 639M 3944M  169M 3093M|8300B 2160B|   0  8784k|   0   758 |4020  8547 |0.52 0.58 0.45|  0 1.0   0|   0     0 |mysqld               239516.5%   0    0 |keystone-manage      25997  35k  20k6.2%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 28 05:04:28 cloud-provider-iscsi-0000000060 dstat.sh[24683]: 28-03 05:04:28| 14   6  71  10   0| 641M 3941M  169M 3094M|5968B 2052B|   0  7916k|   0   575 |4440    10k|0.52 0.58 0.45|1.0   0   0|   0     0 |keystone-manage      259978.8%  32k 303k|python               5206  290k 602k1.8%|mysqld       196M|   0     0 |  14    7    0    5    0
