-- Logs begin at Fri 2020-04-10 18:28:50 UTC, end at Sat 2020-04-11 14:44:11 UTC. --
Apr 11 14:13:08 cloud-provider-iscsi-0000000240 systemd[1]: Started Devstack devstack@dstat.service.
Apr 11 14:13:08 cloud-provider-iscsi-0000000240 dstat.sh[30187]: [286B blob data]
Apr 11 14:13:08 cloud-provider-iscsi-0000000240 dstat.sh[30187]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 11 14:13:08 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:08|  0   0 100   0   0| 430M 4379M  162M 2758M|   0     0 |5033B  124k|0.23  1.14 | 230   209 |0.67 0.65 0.46|2.0   0 0.9|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2942   89k  82k0.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 11 14:13:09 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:09|  9  22  69   0   0| 431M 4378M  162M 2758M|9570B   14k|  24k   96k|1.00  6.00 |2414  5067 |0.67 0.65 0.46|1.0   0 454|   0     0 |bash                 2942 4.0%1380k  29k|bash                 2942 1380k  29k4.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 11 14:13:10 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:10| 13  21  67   0   0| 430M 4378M  162M 2758M|7873B   19k|   0    36k|   0  9.00 |3374  6661 |0.67 0.65 0.46|1.0   0 389|   0     0 |systemd              1    2.8%   0    0 |bash                 2942 3307k  26k2.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Apr 11 14:13:11 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:11|  9  12  78   0   0| 555M 4252M  162M 2881M|9189B 9396B|   0     0 |   0     0 |3277  5860 |0.67 0.65 0.46|  0   0  87|   0     0 |systemd              1    8.5%   0    0 |bash                 2942  247k 656B  0%|mysqld       173M|   0     0 |  14    4    0    4    0
Apr 11 14:13:12 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:12| 13  13  74   0   0| 567M 4240M  162M 2881M|  18k 6518B|   0   328k|   0  23.0 |2202  3649 |0.69 0.66 0.47|2.0   0 297|   0     0 |keystone-manage      315007.0%2151k  79k|keystone-manage      315002151k  79k7.0%|mysqld       173M|   0     0 |  14    6    0    6    0
Apr 11 14:13:13 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:13| 22   3  74   1   0| 605M 4202M  162M 2881M|  14k   11k| 120k    0 |7.00     0 | 761   822 |0.69 0.66 0.47|1.0   0   0|   0     0 |keystone-manage      31500 24%9750k 153k|keystone-manage      315009750k 153k 24%|mysqld       173M|   0     0 |  14    6    0    6    0
Apr 11 14:13:14 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:14| 17   3  75   5   0| 637M 4168M  162M 2883M|  11k 2160B|  84k 6708k|7.00   382 |2366  4236 |0.69 0.66 0.47|1.0   0   0|   0     0 |keystone-manage      31500 15%4720k 551k|keystone-manage      315004720k 551k 15%|mysqld       187M|   0     0 |  14    8    0    6    0
Apr 11 14:13:15 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:15| 10   6  71  13   0| 642M 4095M  162M 2948M|  12k  126k|   0    74M|   0  1014 |5101    11k|0.69 0.66 0.47|  0 1.0   0|   0     0 |mysqld               294678.8%   0    0 |tail                 16512 120k 120k  0%|mysqld       192M|   0     0 |  14    8    0    6    0
Apr 11 14:13:16 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:16| 12   5  70  12   0| 646M 4090M  163M 2949M|7256B 7556B|   0    11M|   0   973 |5394    10k|0.69 0.66 0.47|1.0   0   0|   0     0 |mysqld               294678.8%   0    0 |keystone-manage      31500  41k  23k6.5%|mysqld       195M|   0     0 |  14    8    0    6    0
Apr 11 14:13:17 cloud-provider-iscsi-0000000240 dstat.sh[30187]: 11-04 14:13:17| 12   5  67  15   0| 647M 4088M  164M 2950M|8529B   16k|   0    72M|   0   994 |3841  9025 |0.96 0.72 0.49|  0 1.0   0|   0     0 |keystone-manage      315007.0%  31k 286k|python3.6            6705  273k 569k1.5%|mysqld       196M|   0     0 |  14    8    0    6    0
