-- Logs begin at Fri 2020-03-27 10:09:34 UTC, end at Fri 2020-03-27 14:51:54 UTC. --
Mar 27 14:20:02 cloud-provider-iscsi-0000000049 systemd[1]: Started Devstack devstack@dstat.service.
Mar 27 14:20:02 cloud-provider-iscsi-0000000049 dstat.sh[30474]: [286B blob data]
Mar 27 14:20:02 cloud-provider-iscsi-0000000049 dstat.sh[30474]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 27 14:20:02 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:02|  1   0  98   0   0| 421M 4254M  168M 2880M|   0     0 |  22k  620k|0.81  5.67 | 370   440 |0.76 0.67 0.50|2.0   0 4.2|   0     0 |rcu_sched            8    0.1%   0    0 |bash                 2477  466k 403k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 14:20:03 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:03| 10  21  69   0   0| 422M 4252M  168M 2880M|8557B 2160B|   0    84k|   0  6.00 |2446  5380 |0.76 0.67 0.50|3.0   0 482|   0     0 |bash                 2477 3.2%1693k  30k|bash                 2477 1693k  30k3.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 14:20:04 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:04| 12  21  67   0   0| 421M 4253M  168M 2880M|9265B 2160B|   0    32k|   0  8.00 |3193  6370 |0.76 0.67 0.50|4.0   0 366|   0     0 |systemd              1    3.0%   0    0 |bash                 2477 2980k  24k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 27 14:20:05 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:05|  8   9  83   0   0| 546M 4127M  168M 3002M|8381B 2052B|   0     0 |   0     0 |2851  4674 |0.76 0.67 0.50|  0   0  92|   0     0 |systemd              1    6.2%   0    0 |bash                 2477  246k 656B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 27 14:20:06 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:06| 12  13  75   0   0| 558M 4115M  168M 3002M|8489B 2106B|   0     0 |   0     0 |2040  3609 |0.76 0.67 0.50|2.0   0 297|   0     0 |keystone-manage      317966.0%2250k  79k|keystone-manage      317962250k  79k6.0%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 27 14:20:07 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:07| 21   4  74   1   0| 599M 4074M  168M 3003M|9991B 2052B| 100k  804k|5.00  9.00 | 704   756 |0.78 0.68 0.50|1.0   0 1.0|   0     0 |keystone-manage      31796 24%  10M 190k|keystone-manage      31796  10M 190k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 27 14:20:08 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:08| 16   3  74   7   0| 632M 4039M  168M 3005M|7304B 2308B|  60k 4584k|8.00   213 |1807  3387 |0.78 0.68 0.50|  0 1.0   0|   0     0 |keystone-manage      31796 14%5092k 571k|keystone-manage      317965092k 571k 14%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 27 14:20:09 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:09|  8   5  72  14   0| 636M 4033M  169M 3005M|6743B 2160B|   0  9464k|   0   852 |4325  7550 |0.78 0.68 0.50|1.0   0   0|   0     0 |mysqld               297547.8%   0    0 |keystone-manage      31796  11k6506B3.2%|mysqld       191M|   0     0 |  14    7    0    5    0
Mar 27 14:20:10 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:10|  8   5  73  14   0| 638M 3964M  169M 3071M|6401B 2160B|   0    70M|   0   574 |3358  5457 |0.78 0.68 0.50|1.0   0   0|   0     0 |mysqld               297546.0%   0    0 |keystone-manage      31796  19k  12k3.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 27 14:20:11 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:11| 13   4  70  13   0| 640M 3961M  170M 3071M|7095B 2160B|   0  8028k|   0   713 |4511  7559 |0.78 0.68 0.50|1.0   0 2.0|   0     0 |mysqld               297547.0%   0    0 |keystone-manage      31796  35k  20k6.8%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 27 14:20:12 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:12| 14   5  70  10   0| 642M 3958M  170M 3071M|  16k 2160B|   0  7416k|   0   524 |4678  9326 |0.88 0.70 0.51|  0 1.0   0|   0     0 |keystone-manage      317969.0%  26k 299k|python               5538  289k 601k1.8%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 27 14:20:13 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:13| 10   5  72  13   0| 644M 3955M  170M 3072M|  11k 2160B|   0  7656k|   0   617 |4050  6072 |0.88 0.70 0.51|1.0   0   0|   0     0 |mysqld               297546.0%   0    0 |keystone-manage      31796  31k  23k5.8%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 27 14:20:14 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:14| 12   3  72  12   0| 646M 3952M  171M 3072M|  11k 2052B|   0  8856k|   0   705 |4228  7048 |0.88 0.70 0.51|  0 1.0   0|   0     0 |mysqld               297547.0%   0    0 |keystone-manage      31796  27k  18k6.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 27 14:20:15 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:15| 19   7  68   6   0| 647M 3950M  171M 3074M|7809B 2160B|   0  5036k|   0   376 |5396    11k|0.88 0.70 0.51|1.0   0   0|   0     0 |keystone-manage      31796 14%  55k 382k|python               5538  361k 751k2.5%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 27 14:20:16 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:16| 17   5  70   8   0| 648M 3947M  172M 3075M|9831B 2160B|   0  7648k|   0   594 |6123    12k|0.88 0.70 0.51|1.0   0   0|   0     0 |keystone-manage      31796 11%  43k 371k|python               5538  355k 738k1.2%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 27 14:20:17 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:17| 10   5  69  16   0| 652M 3943M  172M 3075M|8269B 2106B|   0    55M|   0   904 |4023  7018 |0.89 0.71 0.51|  0 2.0   0|   0     0 |keystone-manage      317966.5%  35k  25k|keystone-manage      31796  35k  25k6.5%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 27 14:20:18 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:18| 17   6  72   5   0| 584M 4010M  172M 3075M|7260B 2106B|   0    16M|   0   305 |2447  4395 |0.89 0.71 0.51|2.0   0  78|   0     0 |keystone-manage      318775.0%2143k  37k|bash                 2477   18M2010k0.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 27 14:20:19 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:19| 23   3  71   3   0| 627M 3967M  172M 3075M|6594B 2160B|   0  6600k|   0  64.0 | 932  1365 |0.89 0.71 0.51|1.0   0 1.0|   0     0 |keystone-manage      31877 25%  11M  37k|keystone-manage      31877  11M  37k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 27 14:20:20 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:20| 24   3  72   1   0| 596M 3997M  172M 3076M|8906B 2106B|   0  6888k|   0  68.0 |1045  1542 |0.89 0.71 0.51|2.0   0  11|   0     0 |keystone-manage      31889 14%5338k  37k|bash                 2477   17M  76k  0%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 27 14:20:21 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:21| 23   4  72   1   0| 645M 3947M  172M 3077M|7194B 2214B|   0  7292k|   0   236 |1399  1787 |0.89 0.71 0.51|1.0   0 3.0|   0     0 |keystone-manage      31889 25%  12M  38k|keystone-manage      31889  12M  38k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 27 14:20:22 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:22| 12  16  71   0   0| 574M 4017M  172M 3078M|6896B 2106B|   0    76k|   0  7.00 |2150  4657 |0.90 0.71 0.52|2.0   0 340|   0     0 |bash                 2477 3.0%  18M  97k|bash                 2477   18M  97k3.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 27 14:20:23 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:23| 13  21  65   2   0| 575M 4016M  172M 3079M|7927B 2106B|   0    11M|   0   492 |4598  9039 |0.90 0.71 0.52|2.0   0 366|   0     0 |systemd              1    3.5%   0    0 |bash                 2477 2957k  22k1.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 27 14:20:24 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:24| 39  13  48   0   0| 641M 3950M  172M 3079M|  17k 2160B|   0     0 |   0     0 |2268  3626 |0.90 0.71 0.52|2.0   0 166|   0     0 |uwsgi                32634 18%6593k  37k|uwsgi                326346593k  37k 18%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 27 14:20:25 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:25| 45   6  49   1   0| 724M 3867M  172M 3079M|8001B 2160B| 148k   96k|5.00  19.0 |1047   846 |0.90 0.71 0.52|2.0   0 2.0|   0     0 |uwsgi                32635 25%  10M 138k|uwsgi                32634  10M 216k 25%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 27 14:20:26 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:26| 35  12  53   0   0| 751M 3837M  172M 3081M|  15k 2160B|   0   444k|   0  50.0 |2150  8331 |0.90 0.71 0.52|2.0   0 154|   0     0 |uwsgi                32634 15%1721k 441k|uwsgi                326351755k 607k 14%|mysqld       200M|   0     0 |  13    5    0    7    0
Mar 27 14:20:27 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:27| 22   6  73   0   0| 787M 3800M  172M 3081M|7843B 2160B|   0     0 |   0     0 | 917   990 |0.91 0.72 0.52|1.0   0  17|   0     0 |keystone-manage      455   25%8773k  37k|keystone-manage      455  8773k  37k 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 27 14:20:28 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:28| 23   3  73   1   0| 832M 3756M  172M 3082M|5768B 1998B|   0    11M|   0   141 | 865  1077 |0.91 0.72 0.52|1.0   0 2.0|   0     0 |keystone-manage      455   24%8775k  10k|keystone-manage      455  8775k  10k 24%|mysqld       203M|   0     0 |  14   11    0    7    0
Mar 27 14:20:29 cloud-provider-iscsi-0000000049 dstat.sh[30474]: 27-03 14:20:29| 22   4  73   1   0| 761M 3826M  172M 3082M|5786B 2214B|   0   492k|   0  60.0 |1409  2269 |0.91 0.72 0.52|1.0   0  52|   0     0 |openstack            537  7.8%2222k   0 |bash                 2477   19M  89k0.2%|mysqld       203M|   0     0 |  14    5    0   10    0
