-- Logs begin at Sun 2020-04-19 15:00:16 UTC, end at Mon 2020-04-20 09:58:41 UTC. --
Apr 20 09:27:49 cloud-provider-iscsi-0000000327 systemd[1]: Started Devstack devstack@dstat.service.
Apr 20 09:27:49 cloud-provider-iscsi-0000000327 dstat.sh[24558]: [286B blob data]
Apr 20 09:27:49 cloud-provider-iscsi-0000000327 dstat.sh[24558]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 20 09:27:49 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:49|  0   0 100   0   0| 427M 3982M  161M 3153M|   0     0 |5337B  140k|0.24  1.25 | 218   190 |0.52 0.52 0.39|2.0   0 0.9|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2738  109k 103k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 20 09:27:50 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:50| 10  20  69   0   0| 428M 3979M  161M 3154M|8103B 2160B|  24k  264k|1.00  9.00 |2752  5170 |0.48 0.51 0.39|2.0   0 483|   0     0 |bash                 2738 3.8%1698k  30k|bash                 2738 1698k  30k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 20 09:27:51 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:51| 14  18  68   0   0| 428M 3979M  161M 3155M|8102B 2106B|   0    32k|   0  8.00 |3156  5602 |0.48 0.51 0.39|  0   0 352|   0     0 |systemd              1    3.5%   0    0 |bash                 2738 2953k  23k1.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 20 09:27:52 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:52|  9  11  80   0   0| 554M 3853M  161M 3277M|6714B 2214B|   0     0 |   0     0 |3683  6057 |0.48 0.51 0.39|1.0   0 123|   0     0 |systemd              1    5.2%   0    0 |bash                 2738  439k3898B0.5%|mysqld       173M|   0     0 |  14    5    0    4    0
Apr 20 09:27:53 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:53| 15  12  73   0   0| 565M 3842M  161M 3277M|6360B 2106B|   0   476k|   0  3.00 |1852  3226 |0.48 0.51 0.39|1.0   0 257|   0     0 |keystone-manage      25875 11%2354k  79k|keystone-manage      258752354k  79k 11%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 20 09:27:54 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:54| 20   4  74   3   0| 604M 3802M  161M 3277M|6328B 2214B| 120k    0 |7.00     0 | 573   695 |0.48 0.51 0.39|1.0   0   0|   0     0 |keystone-manage      25875 23%  10M 153k|keystone-manage      25875  10M 153k 23%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 20 09:27:55 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:55| 16   4  73   7   0| 633M 3771M  162M 3279M|6740B 2160B|  84k 5340k|7.00   246 |1919  3401 |0.52 0.52 0.39|1.0   0   0|   0     0 |keystone-manage      25875 15%3748k 551k|keystone-manage      258753748k 551k 15%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 20 09:27:56 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:56|  8   4  73  15   0| 638M 3760M  162M 3285M|5298B 1944B|   0  9876k|   0   849 |4305  7102 |0.52 0.52 0.39|1.0   0   0|   0     0 |mysqld               238357.0%   0    0 |keystone-manage      25875  20k  11k4.5%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 20 09:27:57 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:57|  4   3  74  19   0| 639M 3697M  162M 3344M|7207B 2160B|   0    68M|   0   373 |2185  3902 |0.52 0.52 0.39|  0 1.0   0|   0     0 |mysqld               238352.5%   0    0 |python2              24633  14k 464B  0%|mysqld       193M|   0     0 |  14    7    0    6    0
Apr 20 09:27:58 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:58|  6   5  60  29   0| 643M 3693M  162M 3345M|6313B 2106B|   0    78M|   0   907 |2938  4623 |0.52 0.52 0.39|1.0 1.0   0|   0     0 |mysqld               238355.5%   0    0 |keystone-manage      25875  12k7558B2.5%|mysqld       194M|   0     0 |  14    7    0    6    0
Apr 20 09:27:59 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:27:59| 13   5  69  12   0| 643M 3692M  163M 3345M|9426B 2214B|   0    12M|   0   786 |4404    11k|0.52 0.52 0.39|2.0   0   0|   0     0 |mysqld               238357.5%   0    0 |python3.6            6490  191k 399k1.2%|mysqld       195M|   0     0 |  14    7    0    6    0
Apr 20 09:28:00 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:00| 14   5  69  12   0| 645M 3689M  164M 3346M|7047B 2160B|   0  8012k|   0   645 |4150  9680 |0.64 0.54 0.40|1.0   0   0|   0     0 |mysqld               238357.0%   0    0 |python3.6            6490   88k 183k0.5%|mysqld       197M|   0     0 |  14    7    0    6    0
Apr 20 09:28:01 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:01| 10   6  71  14   0| 647M 3686M  164M 3346M|8180B 2160B|   0  9080k|   0   727 |4402  7312 |0.64 0.54 0.40|1.0   0 2.0|   0     0 |mysqld               238357.0%   0    0 |keystone-manage      25875  23k  15k5.2%|mysqld       198M|   0     0 |  14    7    0    6    0
Apr 20 09:28:02 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:02| 19   5  68   9   0| 649M 3682M  164M 3348M|6915B 2160B|   0  6512k|   0   513 |4113    11k|0.64 0.54 0.40|2.0   0   0|   0     0 |keystone-manage      25875 12%  44k 357k|python3.6            6490  340k 708k2.5%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 20 09:28:03 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:03| 19   5  67   8   0| 650M 3679M  165M 3349M|  16k 2160B|   0  7204k|   0   537 |6458    15k|0.64 0.54 0.40|  0 1.0   0|   0     0 |keystone-manage      25875 11%  61k 366k|python3.6            6490  343k 716k2.2%|mysqld       200M|   0     0 |  14    7    0    6    0
Apr 20 09:28:04 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:04| 12   4  69  14   0| 650M 3679M  165M 3349M|  17k 2106B|   0    13M|   0   706 |4497  9166 |0.64 0.54 0.40|2.0   0   0|   0     0 |keystone-manage      258757.5%  43k  28k|keystone-manage      25875  43k  28k7.5%|mysqld       200M|   0     0 |  14    7    0    6    0
Apr 20 09:28:05 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:05| 18   6  73   3   0| 598M 3731M  165M 3349M|7453B 2214B|   0  3588k|   0   259 |2376  4249 |0.75 0.57 0.41|1.0   0  78|   0     0 |keystone-manage      25955 11%4536k  37k|bash                 2738   17M1898k0.8%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 20 09:28:06 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:06| 24   3  72   2   0| 582M 3746M  165M 3349M|6610B 1890B|   0  7044k|   0  74.0 |1062  1366 |0.75 0.57 0.41|2.0   0  10|   0     0 |keystone-manage      259660.5% 384k   0 |bash                 2738   16M  39k0.2%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 20 09:28:07 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:07| 24   3  73   0   0| 640M 3687M  165M 3350M|7465B 2256B|   0  6956k|   0  67.0 |1148  1426 |0.75 0.57 0.41|1.0   0 1.0|   0     0 |keystone-manage      25966 25%  14M  37k|keystone-manage      25966  14M  37k 25%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 20 09:28:08 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:08| 13  17  69   2   0| 581M 3744M  165M 3352M|7971B 2160B|   0  7028k|   0   182 |3280  5557 |0.75 0.57 0.41|1.0   0 384|   0     0 |bash                 2738 3.2%  18M  64k|bash                 2738   18M  64k3.2%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 20 09:28:09 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:09| 13  21  64   2   0| 583M 3742M  165M 3352M|7398B 2148B|   0  6976k|   0   401 |4258  7287 |0.75 0.57 0.41|4.0 1.0 351|   0     0 |systemd              1    6.2%   0    0 |bash                 2738 2613k  19k1.5%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 20 09:28:10 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:10| 44  10  45   0   0| 668M 3656M  165M 3353M|  11k 2214B|   0   340k|   0  7.00 |1897  2186 |0.85 0.59 0.42|2.0   0 143|   0     0 |uwsgi                26715 24%  10M  37k|uwsgi                26715  10M  37k 24%|mysqld       201M|   0     0 |  14    7    0    7    0
Apr 20 09:28:11 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:11| 46   6  48   1   0| 732M 3591M  165M 3355M|7329B 2160B| 140k    0 |3.00     0 |1967  5396 |0.85 0.59 0.42|4.0   0 2.0|   0     0 |uwsgi                26715 24%7383k 670k|uwsgi                267157383k 670k 24%|mysqld       201M|   0     0 |  14    7    0    7    0
Apr 20 09:28:12 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:12| 29  11  61   0   0| 771M 3551M  165M 3355M|6823B 2106B|   0     0 |   0     0 |2442  5010 |0.85 0.59 0.42|1.0   0 174|   0     0 |keystone-manage      26992 13%7417k  37k|keystone-manage      269927417k  37k 13%|mysqld       201M|   0     0 |  14    5    0    8    0
Apr 20 09:28:13 cloud-provider-iscsi-0000000327 dstat.sh[24558]: 20-04 09:28:13| 24   3  74   0   0| 816M 3505M  165M 3355M|6110B 2214B|   0     0 |   0     0 | 696   874 |0.85 0.59 0.42|1.0   0   0|   0     0 |keystone-manage      26992 25%9887k9532B|keystone-manage      269929887k9532B 25%|mysqld       203M|   0     0 |  14    7    0    8    0
