-- Logs begin at Tue 2020-03-10 21:27:28 UTC, end at Wed 2020-03-11 02:48:51 UTC. --
Mar 11 02:17:22 cloud-provider1-0000013428 systemd[1]: Started Devstack devstack@dstat.service.
Mar 11 02:17:22 cloud-provider1-0000013428 dstat.sh[30534]: [286B blob data]
Mar 11 02:17:22 cloud-provider1-0000013428 dstat.sh[30534]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 11 02:17:22 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:22|  1   0  99   0   0| 422M 4139M  165M 2991M|   0     0 |  19k  548k|0.68  5.10 | 296   375 |0.48 0.34 0.30|1.0   0 3.6|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2038  419k 365k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 02:17:23 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:23|  9  21  69   0   1| 421M 4140M  165M 2991M|5056B 1836B|   0    92k|   0  5.00 |2489  5092 |0.44 0.33 0.30|1.0   0 453|   0     0 |bash                 2038 3.8%1463k  28k|bash                 2038 1463k  28k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 02:17:24 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:24| 13  20  67   0   0| 421M 4139M  165M 2992M|  23k 2160B|   0    32k|   0  8.00 |2854  6577 |0.44 0.33 0.30|2.0   0 362|   0     0 |systemd              1    3.5%   0    0 |bash                 2038 2964k  24k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 11 02:17:25 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:25| 10   9  81   0   0| 547M 4013M  165M 3114M|8398B 2268B|   0  4096B|   0  1.00 |3275  6925 |0.44 0.33 0.30|  0   0 112|   0     0 |systemd              1    6.8%   0    0 |bash                 2038  471k2344B  0%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 11 02:17:26 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:26| 14  14  72   0   0| 558M 4001M  165M 3114M|  12k 2160B|   0  1148k|   0  4.00 |2113  3868 |0.44 0.33 0.30|1.0   0 299|   0     0 |keystone-manage      318528.5%2245k  79k|keystone-manage      318522245k  79k8.5%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 02:17:27 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:27| 22   2  74   1   0| 604M 3955M  165M 3115M|7563B 2160B| 100k    0 |5.00     0 | 631   820 |0.44 0.33 0.30|1.0   0 1.0|   0     0 |keystone-manage      31852 24%  12M 190k|keystone-manage      31852  12M 190k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 11 02:17:28 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:28| 14   3  74   8   0| 633M 3923M  165M 3117M|  12k 2106B|  60k 7068k|8.00   400 |2636  4742 |0.49 0.34 0.30|  0 1.0   0|   0     0 |keystone-manage      31852 13%3406k 571k|keystone-manage      318523406k 571k 13%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 11 02:17:29 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:29|  8   5  72  14   0| 638M 3852M  166M 3182M|7264B 2214B|   0    73M|   0   906 |4135  7087 |0.49 0.34 0.30|  0 1.0   0|   0     0 |mysqld               298117.5%   0    0 |keystone-manage      31852  23k  14k3.8%|mysqld       192M|   0     0 |  14    7    0    5    0
Mar 11 02:17:30 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:30| 11   4  71  14   0| 641M 3848M  166M 3183M|  17k 2106B|   0  9452k|   0   818 |3997  8449 |0.49 0.34 0.30|1.0   0   0|   0     0 |keystone-manage      318526.2%  28k  17k|keystone-manage      31852  28k  17k6.2%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 11 02:17:31 cloud-provider1-0000013428 dstat.sh[30534]: 11-03 02:17:31| 11   5  66  17   0| 642M 3845M  167M 3183M|7722B 2214B|   0    56M|   0   911 |3798  8429 |0.49 0.34 0.30|2.0   0   0|   0     0 |keystone-manage      318527.2%  27k 297k|python               5959  285k 592k1.8%|mysqld       195M|   0     0 |  14    7    0    5    0
