-- Logs begin at Tue 2020-04-14 19:10:55 UTC, end at Wed 2020-04-15 09:11:00 UTC. --
Apr 15 08:40:32 cloud-provider-iscsi-0000000262 systemd[1]: Started Devstack devstack@dstat.service.
Apr 15 08:40:32 cloud-provider-iscsi-0000000262 dstat.sh[24330]: [286B blob data]
Apr 15 08:40:32 cloud-provider-iscsi-0000000262 dstat.sh[24330]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 15 08:40:32 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:32|  0   0 100   0   0| 424M 4366M  161M 2779M|   0     0 |7320B  178k|0.34  1.68 | 232   231 |0.78 0.67 0.48|2.0   0 1.2|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2525  123k 117k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 15 08:40:33 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:33| 11  21  69   0   0| 425M 4364M  161M 2780M|  11k 2160B|  24k  260k|1.00  8.00 |2627  4730 |0.78 0.67 0.48|2.0   0 469|   0     0 |bash                 2525 3.8%1588k  29k|bash                 2525 1588k  29k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 15 08:40:34 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:34| 13  21  66   0   0| 424M 4364M  161M 2780M|8127B 2160B|   0    36k|   0  9.00 |3110  6032 |0.78 0.67 0.48|6.0   0 382|   0     0 |systemd              1    3.0%   0    0 |bash                 2525 3091k  25k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 15 08:40:35 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:35|  9  11  81   0   0| 549M 4239M  161M 2902M|8043B 2160B|   0     0 |   0     0 |2748  4565 |0.72 0.66 0.48|3.0   0  84|   0     0 |systemd              1    6.8%   0    0 |bash                 2525  246k 656B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Apr 15 08:40:36 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:36|  5  11  84   0   0| 550M 4238M  161M 2902M|7462B 2160B|   0     0 |   0     0 |1689  2937 |0.72 0.66 0.48|3.0   0 242|   0     0 |bash                 2525 2.5% 426k  14k|bash                 2525  426k  14k2.5%|mysqld       173M|   0     0 |  14    5    0    4    0
Apr 15 08:40:37 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:37| 20   5  74   1   0| 591M 4196M  161M 2902M|7416B 2160B|  96k    0 |4.00     0 | 994  1344 |0.72 0.66 0.48|2.0   0  53|   0     0 |keystone-manage      25640 21%9808k 125k|keystone-manage      256409808k 125k 21%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 15 08:40:38 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:38| 21   3  73   3   0| 628M 4158M  161M 2904M|8762B 2160B| 108k 4596k|10.0  92.0 |1380  2564 |0.72 0.66 0.48|1.0   0   0|   0     0 |keystone-manage      25640 21%6825k 658k|keystone-manage      256406825k 658k 21%|mysqld       186M|   0     0 |  14    7    0    6    0
Apr 15 08:40:39 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:39|  6   4  74  16   0| 633M 4151M  162M 2905M|7234B 2160B|   0  9400k|   0   835 |4332  6622 |0.72 0.66 0.48|  0 1.0   0|   0     0 |mysqld               236105.8%   0    0 |python2              24382  14k 457B  0%|mysqld       190M|   0     0 |  14    7    0    6    0
Apr 15 08:40:40 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:40|  9   6  72  14   0| 637M 4080M  162M 2970M|  16k 1944B|   0    73M|   0   780 |4179  6599 |0.82 0.68 0.49|6.0   0   0|   0     0 |mysqld               236106.5%   0    0 |keystone-manage      25640  32k  19k4.5%|mysqld       193M|   0     0 |  14    7    0    6    0
Apr 15 08:40:41 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:41| 11   5  70  14   0| 639M 4077M  163M 2971M|  11k 2160B|   0    10M|   0   840 |4605  9885 |0.82 0.68 0.49|1.0 1.0   0|   0     0 |mysqld               236107.5%   0    0 |keystone-manage      25640  36k  20k5.5%|mysqld       195M|   0     0 |  14    7    0    6    0
Apr 15 08:40:42 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:42| 14   6  68  11   0| 641M 4074M  163M 2972M|6206B 2160B|   0  7944k|   0   665 |4905    11k|0.82 0.68 0.49|1.0   0 2.0|   0     0 |keystone-manage      256408.5%  46k 296k|python3.6            6278  276k 575k1.5%|mysqld       196M|   0     0 |  14    7    0    6    0
Apr 15 08:40:43 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:43|  7   7  61  26   0| 644M 4070M  164M 2972M|8222B 2160B|   0    89M|   0  1201 |3518  4776 |0.82 0.68 0.49|2.0 1.0   0|   0     0 |mysqld               236106.5%   0    0 |keystone-manage      25640  16k  10k2.8%|mysqld       197M|   0     0 |  14    7    0    6    0
Apr 15 08:40:44 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:44| 11   4  71  14   0| 644M 4068M  164M 2972M|9167B 2254B|   0    12M|   0   822 |4507  8776 |0.82 0.68 0.49|3.0 1.0   0|   0     0 |mysqld               236107.5%   0    0 |keystone-manage      25640  23k  15k5.2%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 15 08:40:45 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:45| 20   4  71   5   0| 645M 4066M  164M 2974M|6311B 2106B|   0  4832k|   0   323 |3804    12k|0.83 0.69 0.49|2.0   0   0|   0     0 |keystone-manage      25640 16%  72k 382k|python3.6            6278  347k 725k2.8%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 15 08:40:46 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:46| 16   6  68  10   0| 646M 4064M  165M 2975M|6337B 2214B|   0  8232k|   0   674 |4627    12k|0.83 0.69 0.49|4.0   0   0|   0     0 |keystone-manage      256409.5%  39k 345k|python3.6            6278  337k 701k1.5%|mysqld       200M|   0     0 |  14    7    0    6    0
Apr 15 08:40:47 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:47| 17   5  72   6   0| 578M 4132M  165M 2975M|  11k 2106B|   0  5924k|   0   433 |4043  6921 |0.83 0.69 0.49|2.0   0  41|   0     0 |mysqld               236105.0%   0    0 |bash                 2525   17M1895k0.5%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 15 08:40:48 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:48| 21   6  73   0   0| 621M 4088M  165M 2975M|8865B 2160B|   0  6824k|   0  72.0 |1204  1588 |0.83 0.69 0.49|1.0   0  37|   0     0 |keystone-manage      25720 23%  11M  37k|keystone-manage      25720  11M  37k 23%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 15 08:40:49 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:49| 23   3  74   0   0| 588M 4121M  165M 2976M|  18k 2160B|   0  7084k|   0  80.0 |1111  1417 |0.83 0.69 0.49|2.0   0  11|   0     0 |keystone-manage      257318.0%2137k  37k|bash                 2525   16M  39k0.2%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 15 08:40:50 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:50| 24   3  72   2   0| 633M 4074M  165M 2977M|8313B 2214B|   0  6548k|   0   139 |1155  1442 |0.85 0.69 0.49|2.0   0   0|   0     0 |keystone-manage      25731 25%  12M   0 |keystone-manage      25731  12M   0  25%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 15 08:40:51 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:51| 15  13  71   0   0| 578M 4129M  165M 2977M|6937B 1944B|   0   208k|   0  8.00 |2130  3743 |0.85 0.69 0.49|2.0   0 301|   0     0 |bash                 2525 2.8%  17M  58k|bash                 2525   17M  58k2.8%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 15 08:40:52 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:52| 14  19  66   0   0| 579M 4127M  165M 2978M|8006B 2160B|   0    36k|   0  9.00 |3426  8405 |0.85 0.69 0.49|2.0   0 410|   0     0 |systemd              1    3.2%   0    0 |bash                 2525 3297k  24k2.0%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 15 08:40:53 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:53| 41  12  47   0   0| 657M 4048M  165M 2979M|  11k 2160B|   0     0 |   0     0 |1877  2484 |0.85 0.69 0.49|3.0   0 163|   0     0 |uwsgi                26475 19%9177k  37k|uwsgi                264759177k  37k 19%|mysqld       200M|   0     0 |  14    7    0    7    0
Apr 15 08:40:54 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:54| 46   5  48   2   0| 725M 3980M  165M 2979M|8419B 2160B| 140k 4276k|3.00   226 |1468  1919 |0.85 0.69 0.49|4.0   0   0|   0     0 |uwsgi                26476 25%8988k 421k|uwsgi                264768988k 421k 25%|mysqld       200M|   0     0 |  14    7    0    7    0
Apr 15 08:40:55 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:55| 33  12  55   0   0| 754M 3949M  165M 2981M|8375B 2160B|   0     0 |   0     0 |3256  8087 |0.86 0.70 0.50|3.0   0 169|   0     0 |uwsgi                26475 12% 448k  83k|keystone-manage      267514397k  37k8.0%|mysqld       200M|   0     0 |  14    5    0    8    0
Apr 15 08:40:56 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:56| 23   3  74   0   0| 810M 3893M  165M 2981M|8384B 2106B|   0  1308k|   0  4.00 | 738   806 |0.86 0.70 0.50|2.0   0   0|   0     0 |keystone-manage      26751 25%  12M9143B|keystone-manage      26751  12M9143B 25%|mysqld       200M|   0     0 |  14    5    0    8    0
Apr 15 08:40:57 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:57| 22   5  73   1   0| 752M 3950M  165M 2981M|  10k 2160B|   0   644k|   0  65.0 |1666  2392 |0.86 0.70 0.50|3.0   0  54|   0     0 |openstack            268292.8%1917k   0 |bash                 2525   18M  50k0.2%|mysqld       203M|   0     0 |  14    5    0   11    0
Apr 15 08:40:58 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:58| 23   3  74   0   0| 790M 3912M  165M 2981M|  16k 2160B|   0  5324k|   0   114 |1030  1186 |0.86 0.70 0.50|2.0   0 1.0|   0     0 |openstack            26829 25%9328k  37k|openstack            268299328k  37k 25%|mysqld       203M|   0     0 |  14    6    0   11    1
Apr 15 08:40:59 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:40:59| 20   5  73   3   0| 764M 3938M  165M 2981M|7783B 2214B|  72k   10M|18.0   146 |1666  2382 |0.86 0.70 0.50|1.0   0  61|   0     0 |uwsgi                264756.5% 131k9793B|bash                 2525   11M  39k  0%|mysqld       205M|   0     0 |  14   29    0   16    0
Apr 15 08:41:00 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:00| 23   2  74   0   0| 800M 3902M  165M 2981M|6152B 2160B|   0     0 |   0     0 | 685   754 |0.87 0.70 0.50|1.0   0 1.0|   0     0 |openstack            26891 25%9083k  37k|openstack            268919083k  37k 25%|mysqld       205M|   0     0 |  14   29    0   16    0
Apr 15 08:41:01 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:01| 22   6  72   0   0| 778M 3924M  165M 2981M|6676B 2052B|   0     0 |   0     0 |1316  2111 |0.87 0.70 0.50|1.0   0 100|   0     0 |openstack            26991 12%4297k  37k|bash                 2525   11M  40k0.5%|mysqld       205M|   0     0 |  14   29    0   21    0
Apr 15 08:41:02 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:02| 23   3  74   0   0| 806M 3896M  165M 2982M|8694B 2052B|   0     0 |   0     0 |1022  1410 |0.87 0.70 0.50|2.0   0 2.0|   0     0 |openstack            26991 22%6936k   0 |openstack            269916936k   0  22%|mysqld       205M|   0     0 |  14   29    0   26    0
Apr 15 08:41:03 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:03| 24   3  73   0   0| 784M 3917M  165M 2982M|7084B 2160B|   0     0 |   0     0 |1081  1538 |0.87 0.70 0.50|3.0   0  22|   0     0 |openstack            27015 18%6206k  37k|bash                 2525   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   29    0
Apr 15 08:41:04 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:04| 24   4  72   0   0| 808M 3894M  165M 2982M|  17k 2160B|   0  3236k|   0  39.0 |1465  2247 |0.87 0.70 0.50|4.0   0 2.0|   0     0 |openstack            27015 16%5018k   0 |openstack            270155018k   0  16%|mysqld       205M|   0     0 |  14   31    0   36    0
Apr 15 08:41:05 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:05| 22   6  72   0   0| 792M 3910M  165M 2982M|7946B 2160B|   0   308k|   0  11.0 |1098  1425 |0.88 0.71 0.50|1.0   0  72|   0     0 |openstack            27089 19%6826k  37k|bash                 2525   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0   37    0
Apr 15 08:41:06 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:06| 24   3  73   0   0| 810M 3892M  165M 2982M|7571B 2160B|   0     0 |   0     0 |1241  1997 |0.88 0.71 0.50|3.0   0   0|   0     0 |openstack            27089 15%4406k 605B|openstack            270894406k 605B 15%|mysqld       205M|   0     0 |  14   29    0   45    0
Apr 15 08:41:07 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:07| 21   7  73   0   0| 791M 3910M  165M 2982M|9359B 2106B|   0     0 |   0     0 |1144  1681 |0.88 0.71 0.50|1.0   0 101|   0     0 |openstack            27190 19%6807k  37k|bash                 2525   11M  44k  0%|mysqld       205M|   0     0 |  14   29    0   45    0
Apr 15 08:41:08 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:08| 22   5  73   0   0| 765M 3936M  165M 2982M|9399B 2214B|   0     0 |   0     0 |1221  1850 |0.88 0.71 0.50|3.0   0  68|   0     0 |uwsgi                264751.8%2677B8389B|bash                 2525   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   50    0
Apr 15 08:41:09 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:09| 22   4  73   1   0| 807M 3894M  165M 2982M|7517B 2106B|   0  1692k|   0  61.0 | 894   971 |0.88 0.71 0.50|2.0   0 1.0|   0     0 |openstack            27259 25%  10M  37k|openstack            27259  10M  37k 25%|mysqld       205M|   0     0 |  14   29    0   50    0
Apr 15 08:41:10 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:10| 21   6  73   0   0| 776M 3925M  165M 2982M|6405B 2214B|   0   168k|   0  3.00 |1413  2285 |0.89 0.71 0.50|2.0   0  70|   0     0 |openstack            273308.0%2282k   0 |bash                 2525   11M  40k0.5%|mysqld       205M|   0     0 |  14   29    0   56    0
Apr 15 08:41:11 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:11| 24   3  73   0   0| 813M 3888M  165M 2982M|7020B 1944B|   0   528k|   0  16.0 |1107  1594 |0.89 0.71 0.50|3.0   0 1.0|   0     0 |openstack            27330 21%8956k  37k|openstack            273308956k  37k 21%|mysqld       205M|   0     0 |  14   29    0   60    0
Apr 15 08:41:12 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:12| 21   6  73   0   0| 801M 3900M  165M 2982M|  14k 2106B|   0   300k|   0  6.00 |1089  1517 |0.89 0.71 0.50|2.0   0  71|   0     0 |openstack            27399 20%8662k  37k|bash                 2525   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   60    0
Apr 15 08:41:13 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:13| 20   7  73   0   0| 784M 3917M  165M 2982M|8423B 2214B|   0   584k|   0  15.0 |1269  2000 |0.89 0.71 0.50|3.0   0  73|   0     0 |openstack            27474 11%4176k  37k|bash                 2525   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   64    0
Apr 15 08:41:14 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:14| 24   2  73   1   0| 814M 3888M  165M 2982M|  10k 2160B|   0  6056k|   0   297 |1235  1288 |0.89 0.71 0.50|3.0   0   0|   0     0 |openstack            27474 22%7061k  33B|openstack            274747061k  33B 22%|mysqld       205M|   0     0 |  14   29    0   68    0
Apr 15 08:41:15 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:15| 22   5  73   0   0| 800M 3901M  165M 2982M|7578B 2160B|   0   380k|   0  14.0 |1111  1509 |0.90 0.72 0.51|2.0   0  78|   0     0 |openstack            27552 21%7821k  37k|bash                 2525   11M  40k0.5%|mysqld       205M|   0     0 |  14   29    0   68    0
Apr 15 08:41:16 cloud-provider-iscsi-0000000262 dstat.sh[24330]: 15-04 08:41:16| 21   6  73   0   0| 777M 3924M  165M 2982M|7754B 2202B|   0   296k|   0  9.00 |1390  2202 |0.90 0.72 0.51|3.0   0  85|   0     0 |openstack            276384.2%1974k   0 |bash                 2525   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   73    0
