-- Logs begin at Wed 2020-04-01 12:45:04 UTC, end at Wed 2020-04-01 16:02:06 UTC. --
Apr 01 15:51:31 cloud-provider-iscsi-0000000127 systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 15:51:31 cloud-provider-iscsi-0000000127 dstat.sh[24122]: [286B blob data]
Apr 01 15:51:31 cloud-provider-iscsi-0000000127 dstat.sh[24122]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 15:51:31 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:31|  1   0  98   0   0| 420M 4479M  144M 2704M|   0     0 |  29k  767k|1.07  6.92 | 377   508 |0.65 0.78 0.54|3.0   0 5.0|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2037  531k 499k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 15:51:32 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:32| 10  20  69   0   1| 421M 4478M  144M 2704M|7522B 2160B|  24k  268k|1.00  9.00 |2680  4906 |0.65 0.78 0.54|3.0   0 468|   0     0 |bash                 2037 4.0%1688k  30k|bash                 2037 1688k  30k4.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 15:51:33 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:33| 16  19  65   0   0| 420M 4478M  144M 2704M|  11k 2160B|   0    32k|   0  8.00 |3379  5831 |0.65 0.78 0.54|2.0   0 356|   0     0 |systemd              1    4.5%   0    0 |bash                 2037 2961k  24k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 01 15:51:34 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:34|  9  11  79   0   0| 545M 4352M  144M 2827M|6756B 2160B|   0     0 |   0     0 |3655  4979 |0.68 0.78 0.54|1.0   0 101|   0     0 |systemd              1    6.8%   0    0 |bash                 2037  265k1398B0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Apr 01 15:51:35 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:35| 11  14  75   0   0| 557M 4340M  144M 2827M|5945B 2160B|   0     0 |   0     0 |2038  3471 |0.68 0.78 0.54|2.0   0 296|   0     0 |keystone-manage      254335.0%2185k  79k|keystone-manage      254332185k  79k5.0%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 01 15:51:36 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:36| 22   3  74   1   0| 592M 4305M  144M 2827M|7746B 2160B| 120k  396k|7.00  21.0 | 724   796 |0.68 0.78 0.54|2.0   0   0|   0     0 |keystone-manage      25433 24%9286k 153k|keystone-manage      254339286k 153k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 01 15:51:37 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:37| 16   3  73   8   0| 626M 4269M  144M 2829M|6900B 2160B|  84k 6384k|7.00   312 |1757  3429 |0.68 0.78 0.54|1.0 1.0   0|   0     0 |keystone-manage      25433 14%5121k 548k|keystone-manage      254335121k 548k 14%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 01 15:51:38 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:38| 11   5  71  13   0| 632M 4196M  144M 2894M|9706B 2160B|   0    75M|   0  1027 |5028  9523 |0.68 0.78 0.54|2.0   0   0|   0     0 |mysqld               234038.0%   0    0 |keystone-manage      25433  23k  13k4.2%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 01 15:51:39 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:39| 12   6  70  12   0| 635M 4190M  145M 2895M|  15k 1944B|   0    12M|   0  1085 |5943    12k|0.62 0.77 0.54|2.0   0 2.0|   0     0 |mysqld               234039.0%   0    0 |keystone-manage      25433  44k  25k6.5%|mysqld       195M|   0     0 |  14    7    0    6    0
Apr 01 15:51:40 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:40| 15   6  69  11   0| 637M 4187M  146M 2896M|6721B 2160B|   0  8132k|   0   659 |3911    11k|0.62 0.77 0.54|3.0   0   0|   0     0 |keystone-manage      254338.0%  40k 290k|python3.6            5788  272k 567k1.2%|mysqld       196M|   0     0 |  14    7    0    6    0
Apr 01 15:51:41 cloud-provider-iscsi-0000000127 dstat.sh[24122]: 01-04 15:51:41| 10   8  65  17   0| 639M 4184M  146M 2897M|  16k 2160B|   0    84M|   0  1194 |4231  8513 |0.62 0.77 0.54|3.0   0   0|   0     0 |mysqld               234036.8%   0    0 |keystone-manage      25433  28k  17k5.0%|mysqld       198M|   0     0 |  14    7    0    6    0
