-- Logs begin at Mon 2020-03-16 13:45:30 UTC, end at Mon 2020-03-16 19:54:08 UTC. --
Mar 16 19:22:17 cloud-provider1-0000016229 systemd[1]: Started Devstack devstack@dstat.service.
Mar 16 19:22:17 cloud-provider1-0000016229 dstat.sh[30540]: [286B blob data]
Mar 16 19:22:17 cloud-provider1-0000016229 dstat.sh[30540]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 16 19:22:17 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:17|  1   0  99   0   0| 418M 4141M  164M 2993M|   0     0 |  16k  462k|0.59  4.31 | 268   333 |0.68 0.64 0.49|1.0   0 3.1|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2132  362k 315k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 19:22:18 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:18| 10  19  70   0   0| 419M 4140M  164M 2993M|8860B 2160B|   0   128k|   0  12.0 |2604  5572 |0.68 0.64 0.49|3.0   0 496|   0     0 |bash                 2132 3.5%1725k  32k|bash                 2132 1725k  32k3.5%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 19:22:19 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:19| 16  17  66   0   0| 419M 4140M  164M 2994M|8326B 2160B|   0    32k|   0  8.00 |3503  7065 |0.68 0.64 0.49|4.0   0 364|   0     0 |systemd              1    3.5%   0    0 |bash                 2132 2963k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 16 19:22:20 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:20|  8   9  83   0   0| 544M 4014M  164M 3116M|8550B 2160B|   0     0 |   0     0 |3178  4720 |0.68 0.64 0.49|  0   0  84|   0     0 |systemd              1    5.2%   0    0 |bash                 2132  246k 656B  0%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 16 19:22:21 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:21|  8  14  79   0   0| 551M 4006M  164M 3116M|6999B 2160B|   0   804k|   0  9.00 |2112  3560 |0.68 0.64 0.49|2.0   0 297|   0     0 |bash                 2132 2.5% 608k  18k|keystone-manage      318551437k  79k2.5%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 16 19:22:22 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:22| 23   3  74   0   0| 589M 3968M  164M 3116M|9442B 2160B|  76k    0 |2.00     0 | 758   815 |0.70 0.65 0.49|1.0   0 1.0|   0     0 |keystone-manage      31855 25%9377k  83k|keystone-manage      318559377k  83k 25%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 16 19:22:23 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:23| 19   3  73   5   0| 628M 3927M  164M 3118M|  10k 1890B|  84k 2764k|11.0  78.0 |1135  2324 |0.70 0.65 0.49|  0 1.0   0|   0     0 |keystone-manage      31855 19%6783k 679k|keystone-manage      318556783k 679k 19%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 16 19:22:24 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:24|  8   3  73  16   0| 633M 3920M  165M 3119M|8498B 2214B|   0    10M|   0   910 |4363  7486 |0.70 0.65 0.49|2.0   0   0|   0     0 |mysqld               298225.2%   0    0 |keystone-manage      318559810B5622B3.2%|mysqld       190M|   0     0 |  14    7    0    5    0
Mar 16 19:22:25 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:25|  6   6  74  14   0| 636M 3851M  165M 3184M|7826B 2160B|   0    70M|   0   554 |3250  4771 |0.70 0.65 0.49|  0 1.0   0|   0     0 |mysqld               298226.0%   0    0 |keystone-manage      31855  20k  13k3.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 16 19:22:26 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:26|  8   5  72  15   0| 638M 3848M  166M 3185M|9334B 1836B|   0    14M|   0   977 |3850  6799 |0.70 0.65 0.49|2.0   0   0|   0     0 |mysqld               298225.8%   0    0 |keystone-manage      31855  18k  10k5.2%|mysqld       194M|   0     0 |  14    7    0    5    0
Mar 16 19:22:27 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:27| 14   4  71  11   0| 639M 3846M  166M 3185M|6403B 2268B|   0  6232k|   0   501 |3279    10k|0.81 0.67 0.50|3.0   0   0|   0     0 |keystone-manage      318558.5%  35k 302k|python               6052  290k 602k1.5%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 16 19:22:28 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:28| 13   4  70  12   0| 641M 3842M  167M 3186M|8257B 2160B|   0    10M|   0   840 |3451  7783 |0.81 0.67 0.50|1.0   0   0|   0     0 |mysqld               298227.5%   0    0 |keystone-manage      31855  42k  30k7.0%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 16 19:22:29 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:29| 14   5  71   9   0| 643M 3838M  167M 3187M|  15k 1944B|   0    10M|   0   865 |4435    11k|0.81 0.67 0.50|1.0   0   0|   0     0 |keystone-manage      318558.5%  36k 188k|python               6052  155k 323k1.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 16 19:22:30 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:30| 20   5  68   7   0| 645M 3835M  168M 3188M|9430B 2160B|   0  7068k|   0   511 |4672    15k|0.81 0.67 0.50|2.0   0 2.0|   0     0 |keystone-manage      31855 14%  79k 577k|python               6052  566k1176k2.2%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 16 19:22:31 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:31| 13   4  71  12   0| 647M 3832M  168M 3189M|7145B 2106B|   0    39M|   0   910 |4293  9401 |0.81 0.67 0.50|1.0 2.0   0|   0     0 |keystone-manage      318557.0%  37k  26k|keystone-manage      31855  37k  26k7.0%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 16 19:22:32 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:32| 16   7  73   5   0| 580M 3899M  168M 3189M|6526B 2214B|   0    20M|   0   417 |2655  6161 |0.82 0.68 0.50|1.0   0  78|   0     0 |keystone-manage      319363.8%2133k  37k|bash                 2132   18M2010k1.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 16 19:22:33 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:33| 23   4  73   1   0| 622M 3857M  168M 3189M|5776B 2160B|   0  6644k|   0  67.0 | 927  1240 |0.82 0.68 0.50|1.0   0 1.0|   0     0 |keystone-manage      31936 25%  10M  37k|keystone-manage      31936  10M  37k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 16 19:22:34 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:34| 24   3  73   1   0| 603M 3875M  168M 3190M|6489B 2160B|   0  5920k|   0  44.0 |1026  1419 |0.82 0.68 0.50|1.0 1.0  12|   0     0 |keystone-manage      31948 14%7555k  73k|bash                 2132   17M  76k0.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 16 19:22:35 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:35| 21   6  72   2   0| 572M 3905M  168M 3191M|7955B 2160B|   0  5372k|   0   114 |1588  2225 |0.82 0.68 0.50|1.0 1.0  87|   0     0 |bash                 2132 0.8%  17M  81k|bash                 2132   17M  81k0.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 16 19:22:36 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:36| 10  22  67   1   0| 572M 3904M  168M 3192M|8019B 2160B|   0  2096k|   0  63.0 |2993  5772 |0.82 0.68 0.50|2.0   0 490|   0     0 |bash                 2132 2.8%3340k  32k|bash                 2132 3340k  32k2.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 16 19:22:37 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:37| 26  20  53   1   0| 602M 3873M  168M 3193M|5856B 1986B|   0    19M|   0   355 |4130  6420 |1.00 0.71 0.52|2.0   0 293|   0     0 |uwsgi                326928.0%2125k   0 |uwsgi                326912125k   0 7.8%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 16 19:22:38 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:38| 45   6  49   1   0| 689M 3786M  168M 3193M|5982B 2160B| 128k    0 |1.00     0 | 976   978 |1.00 0.71 0.52|2.0   0 4.0|   0     0 |uwsgi                32691 25%  11M  73k|uwsgi                32692  11M  73k 24%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 16 19:22:39 cloud-provider1-0000016229 dstat.sh[30540]: 16-03 19:22:39| 46   6  46   3   0| 740M 3733M  168M 3195M|  13k 2160B|  20k  108k|4.00  16.0 |1233  6487 |1.00 0.71 0.52|5.0   0 5.0|   0     0 |uwsgi                32691 25%5542k 525k|uwsgi                326915542k 525k 25%|mysqld       200M|   0     0 |  14    5    0    7    0
