-- Logs begin at Wed 2020-04-15 09:17:41 UTC, end at Wed 2020-04-15 17:42:10 UTC. --
Apr 15 17:10:36 cloud-provider-iscsi-0000000266 systemd[1]: Started Devstack devstack@dstat.service.
Apr 15 17:10:36 cloud-provider-iscsi-0000000266 dstat.sh[29776]: [286B blob data]
Apr 15 17:10:36 cloud-provider-iscsi-0000000266 dstat.sh[29776]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 15 17:10:36 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:36|  1   0  99   0   0| 423M 4426M  145M 2748M|   0     0 |  12k  303k|0.43  2.80 | 261   291 |0.85 0.69 0.49|1.0   0 2.2|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2607  217k 202k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 15 17:10:37 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:37| 11  21  68   0   0| 422M 4426M  145M 2749M|8611B 2160B|   0    88k|   0  7.00 |2781  5102 |0.85 0.69 0.49|2.0   0 482|   0     0 |bash                 2607 3.8%1991k  31k|bash                 2607 1991k  31k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 15 17:10:38 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:38| 14  20  66   0   0| 422M 4425M  145M 2749M|8771B 2160B|   0    32k|   0  8.00 |3438  6595 |0.85 0.69 0.49|3.0   0 342|   0     0 |systemd              1    4.8%   0    0 |bash                 2607 2646k  22k1.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 15 17:10:39 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:39|  9   9  82   0   0| 548M 4299M  145M 2871M|7374B 2180B|   0   408k|   0  2.00 |2410  4842 |0.78 0.68 0.49|  0   0  86|   0     0 |systemd              1    6.5%   0    0 |bash                 2607  246k 656B0.2%|mysqld       173M|   0     0 |  14    5    0    4    0
Apr 15 17:10:40 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:40| 13  14  72   0   0| 559M 4287M  145M 2871M|  14k 2214B|   0     0 |   0     0 |2226  3522 |0.78 0.68 0.49|1.0   0 295|   0     0 |keystone-manage      310878.2%2578k  79k|keystone-manage      310872578k  79k8.2%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 15 17:10:41 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:41| 23   2  74   1   0| 611M 4235M  145M 2872M|6783B 2106B| 192k    0 |13.0     0 | 701   767 |0.78 0.68 0.49|1.0   0   0|   0     0 |keystone-manage      31087 24%  13M 478k|keystone-manage      31087  13M 478k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 15 17:10:42 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:42|  9   3  74  13   0| 630M 4214M  145M 2874M|7539B 2214B|  12k 7816k|1.00   499 |3348  5791 |0.78 0.68 0.49|  0 1.0   0|   0     0 |keystone-manage      310876.2%1135k 226k|keystone-manage      310871135k 226k6.2%|mysqld       188M|   0     0 |  14    7    0    6    0
Apr 15 17:10:43 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:43|  7   5  71  16   0| 634M 4143M  145M 2939M|6139B 1986B|   0    72M|   0   715 |3504  7224 |0.78 0.68 0.49|  0 1.0   0|   0     0 |mysqld               290576.5%   0    0 |keystone-manage      31087  20k  11k3.0%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 15 17:10:44 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:44|  5   2  74  19   0| 636M 4140M  146M 2939M|6081B 2160B|   0  6384k|   0   552 |2825  5748 |0.80 0.69 0.49|  0 2.0   0|   0     0 |mysqld               290573.2%   0    0 |keystone-manage      31087  16k  10k3.2%|mysqld       193M|   0     0 |  14    7    0    6    0
Apr 15 17:10:45 cloud-provider-iscsi-0000000266 dstat.sh[29776]: 15-04 17:10:45|  6   4  62  29   0| 637M 4139M  146M 2939M|9107B 2202B|   0    72M|   0  1290 |3212  4958 |0.80 0.69 0.49|1.0   0   0|   0     0 |mysqld               290574.0%   0    0 |keystone-manage      31087  16k8753B2.5%|mysqld       194M|   0     0 |  14    7    0    6    0
