-- Logs begin at Wed 2020-04-08 22:59:17 UTC, end at Thu 2020-04-09 01:37:29 UTC. --
Apr 09 01:26:47 cloud-provider-iscsi-0000000205 systemd[1]: Started Devstack devstack@dstat.service.
Apr 09 01:26:47 cloud-provider-iscsi-0000000205 dstat.sh[24068]: [286B blob data]
Apr 09 01:26:47 cloud-provider-iscsi-0000000205 dstat.sh[24068]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 09 01:26:47 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:47|  2   1  98   0   0| 420M 4447M  146M 2732M|   0     0 |  37k  977k|1.36  8.86 | 415   615 |0.49 0.53 0.42|1.0   0 6.4|   0     0 |systemd              1    0.0%   0    0 |bash                 1966  678k 640k0.0%|mysqld       174M|   0     0 |  12    3    0    4    0
Apr 09 01:26:48 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:48|  9  21  69   0   0| 421M 4445M  146M 2733M|7152B 2160B|   0   172k|   0  8.00 |2501  4524 |0.49 0.53 0.42|1.0   0 451|   0     0 |bash                 1966 4.0%1371k  28k|bash                 1966 1371k  28k4.0%|mysqld       174M|   0     0 |  12    3    0    4    0
Apr 09 01:26:49 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:49| 12  23  65   0   0| 420M 4446M  146M 2733M|  18k 2214B|   0    36k|   0  9.00 |3429  6105 |0.49 0.53 0.42|1.0   0 379|   0     0 |systemd              1    2.8%   0    0 |bash                 1966 3286k  25k2.2%|mysqld       174M|   0     0 |  12    3    0    4    0
Apr 09 01:26:50 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:50| 14  17  69   0   0| 546M 4319M  146M 2855M|  11k 1998B|   0     0 |   0     0 |4246  6630 |0.45 0.52 0.41|1.0   0 341|   0     0 |systemd              1    5.5%   0    0 |bash                 1966  678k  15k2.0%|mysqld       174M|   0     0 |  14    5    0    4    0
Apr 09 01:26:51 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:51| 20   6  73   1   0| 587M 4278M  146M 2856M|8137B 2160B|  96k  328k|4.00  22.0 |1027  1336 |0.45 0.52 0.41|1.0   0  58|   0     0 |keystone-manage      25383 21%9800k 125k|keystone-manage      253839800k 125k 21%|mysqld       174M|   0     0 |  14    5    0    6    0
Apr 09 01:26:52 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:52| 21   3  73   3   0| 623M 4241M  146M 2857M|8828B 2214B| 108k 2136k|10.0  25.0 | 884  1523 |0.45 0.52 0.41|1.0   0   0|   0     0 |keystone-manage      25383 21%6772k 630k|keystone-manage      253836772k 630k 21%|mysqld       184M|   0     0 |  14    7    0    6    0
Apr 09 01:26:53 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:53|  9   4  72  16   0| 629M 4233M  147M 2858M|7790B 2052B|   0  9936k|   0   870 |4077  7655 |0.45 0.52 0.41|1.0   0   0|   0     0 |mysqld               233455.8%   0    0 |keystone-manage      25383  27k  27k3.0%|mysqld       190M|   0     0 |  14    7    0    6    0
Apr 09 01:26:54 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:54|  8   5  72  14   0| 632M 4163M  147M 2923M|7796B 2160B|   0    72M|   0   651 |3626  6835 |0.45 0.52 0.41|1.0   0   0|   0     0 |mysqld               233456.5%   0    0 |keystone-manage      25383  27k  16k4.2%|mysqld       193M|   0     0 |  14    7    0    6    0
Apr 09 01:26:55 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:55|  9   6  71  13   0| 634M 4160M  147M 2924M|7709B 2160B|   0  8340k|   0   730 |3996  8487 |0.58 0.55 0.42|  0 1.0   0|   0     0 |mysqld               233457.2%   0    0 |keystone-manage      25383  31k  17k4.8%|mysqld       195M|   0     0 |  14    7    0    6    0
Apr 09 01:26:56 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:56| 13   6  68  13   0| 636M 4157M  148M 2924M|8010B 2160B|   0    57M|   0   700 |3525  8331 |0.58 0.55 0.42|1.0   0   0|   0     0 |keystone-manage      253838.8%  25k 281k|python3.6            5720  272k 567k2.0%|mysqld       196M|   0     0 |  14    7    0    6    0
Apr 09 01:26:57 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:57| 11   4  72  12   0| 638M 4154M  148M 2925M|8957B 2160B|   0  8680k|   0   696 |3002  8902 |0.58 0.55 0.42|1.0   0   0|   0     0 |mysqld               233456.5%   0    0 |keystone-manage      25383  35k  24k6.2%|mysqld       197M|   0     0 |  14    7    0    6    0
Apr 09 01:26:58 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:58| 12   5  71  13   0| 640M 4151M  149M 2925M|8612B 2202B|   0  9100k|   0   729 |3445  9632 |0.58 0.55 0.42|1.0   0   0|   0     0 |mysqld               233457.8%   0    0 |keystone-manage      25383  28k  18k5.5%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 09 01:26:59 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:26:59| 17   5  70   8   0| 641M 4148M  149M 2926M|9426B 2106B|   0  5820k|   0   435 |5001    14k|0.58 0.55 0.42|1.0   0   0|   0     0 |keystone-manage      25383 13%  54k 363k|python3.6            5720  343k 714k2.2%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 09 01:27:00 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:00| 16   5  69   9   0| 643M 4145M  150M 2928M|7550B 2106B|   0  6980k|   0   540 |5843    14k|0.61 0.56 0.43|  0 1.0   0|   0     0 |keystone-manage      25383 10%  47k 356k|python3.6            5720  339k 706k1.5%|mysqld       201M|   0     0 |  14    7    0    6    0
Apr 09 01:27:01 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:01| 14   5  69  12   0| 643M 4144M  150M 2928M|7434B 2160B|   0    39M|   0   784 |4063    11k|0.61 0.56 0.43|  0 1.0 2.0|   0     0 |keystone-manage      253837.2%  41k  27k|keystone-manage      25383  41k  27k7.2%|mysqld       201M|   0     0 |  14    7    0    6    0
Apr 09 01:27:02 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:02| 20   6  71   3   0| 586M 4201M  150M 2928M|8447B 2052B|   0  2164k|   0   157 |1806  2547 |0.61 0.56 0.43|1.0   0  78|   0     0 |keystone-manage      254657.8%3388k  37k|bash                 1966   17M1895k1.0%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 09 01:27:03 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:03| 24   3  73   0   0| 640M 4147M  150M 2928M|  17k 2202B|   0  7032k|   0  71.0 |1026  1312 |0.61 0.56 0.43|1.0   0   0|   0     0 |keystone-manage      25465 25%  13M1338B|keystone-manage      25465  13M1338B 25%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 09 01:27:04 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:04| 23   3  72   1   0| 614M 4171M  150M 2929M|7266B 2160B|   0  6972k|   0  68.0 |1066  1379 |0.61 0.56 0.43|1.0   0  11|   0     0 |keystone-manage      25476 21%9782k  37k|bash                 1966   16M  39k  0%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 09 01:27:05 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:05| 18   8  70   3   0| 574M 4210M  150M 2930M|7664B 2160B|   0  6852k|   0   170 |2226  3558 |0.64 0.56 0.43|2.0   0 201|   0     0 |bash                 1966 1.8%  16M  52k|bash                 1966   16M  52k1.8%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 09 01:27:07 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:06| 11  21  65   2   0| 574M 4210M  150M 2931M|  10k 2160B|   0  4588k|   0   269 |3231  5294 |0.64 0.56 0.43|  0 1.0 450|   0     0 |bash                 1966 2.5%3662k  28k|bash                 1966 3662k  28k2.5%|mysqld       201M|   0     0 |  14    5    0    7    0
Apr 09 01:27:07 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:07| 28  17  53   1   0| 604M 4179M  150M 2932M|  12k 2160B|   0   780k|   0   138 |3799  7611 |0.64 0.56 0.43|2.0   0 219|   0     0 |systemd              1    8.0%   0    0 |uwsgi                262182181k   0 8.0%|mysqld       201M|   0     0 |  14    7    0    7    0
Apr 09 01:27:08 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:08| 46   4  49   1   0| 682M 4101M  150M 2932M|  11k 2160B| 128k  504k|1.00  6.00 |1065   868 |0.64 0.56 0.43|2.0   0 2.0|   0     0 |uwsgi                26219 25%9577k  37k|uwsgi                26218  11M  37k 24%|mysqld       201M|   0     0 |  14    7    0    7    0
Apr 09 01:27:09 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:09| 45   8  47   1   0| 733M 4048M  150M 2934M|8852B 2160B|  20k    0 |4.00     0 |1893  6808 |0.64 0.56 0.43|3.0   0  90|   0     0 |uwsgi                26219 23%5499k 110k|uwsgi                262195499k 110k 23%|mysqld       201M|   0     0 |  14    5    0    8    0
Apr 09 01:27:10 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:10| 21   8  71   0   0| 781M 3999M  150M 2934M|9046B 2160B|   0     0 |   0     0 |1599  1985 |0.67 0.57 0.43|1.0   0  78|   0     0 |keystone-manage      26494 22%  12M  37k|keystone-manage      26494  12M  37k 22%|mysqld       201M|   0     0 |  14    5    0    8    0
Apr 09 01:27:11 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:11| 23   3  73   1   0| 818M 3962M  150M 2934M|7898B 1944B|   0  1636k|   0  73.0 |1490  2146 |0.67 0.57 0.43|1.0   0 4.0|   0     0 |keystone-manage      26494 23%6122k  13k|keystone-manage      264946122k  13k 23%|mysqld       203M|   0     0 |  14   11    0    8    0
Apr 09 01:27:12 cloud-provider-iscsi-0000000205 dstat.sh[24068]: 09-04 01:27:12| 22   5  74   0   0| 765M 4015M  150M 2934M|8967B 2106B|   0     0 |   0     0 | 893  1089 |0.67 0.57 0.43|1.0   0  53|   0     0 |openstack            26573 14%5687k  37k|bash                 1966   18M  50k0.2%|mysqld       203M|   0     0 |  14    5    0   11    0
