-- Logs begin at Mon 2020-03-09 14:02:01 UTC, end at Mon 2020-03-09 18:53:22 UTC. --
Mar 09 14:51:55 cloud-provider1-0000011588 systemd[1]: Started Devstack devstack@dstat.service.
Mar 09 14:51:55 cloud-provider1-0000011588 dstat.sh[31661]: [286B blob data]
Mar 09 14:51:55 cloud-provider1-0000011588 dstat.sh[31661]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 09 14:51:55 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:51:55|  6   2  91   1   0| 409M 3894M  172M 3229M|   0     0 | 108k 3250k|3.96  29.4 |1009  1725 |0.81 0.64 0.50|2.0   0  21|   0     0 |systemd              1    0.1%   0    0 |bash                 2579 2658k2342k0.1%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 14:51:56 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:51:56| 11  20  65   4   0| 409M 3894M  172M 3229M|8304B   14k|   0  8700k|   0   236 |3226  4590 |0.81 0.64 0.50|2.0   0 483|   0     0 |bash                 2579 3.8%2364k  24k|bash                 2579 2364k  24k3.8%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 14:51:57 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:51:57| 13  19  68   0   0| 409M 3894M  172M 3229M|3249B 3096B|   0    32k|   0  8.00 |3250  6596 |0.81 0.64 0.50|1.0   0 363|   0     0 |systemd              1    2.8%   0    0 |bash                 2579 3318k  21k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 14:51:58 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:51:58| 10  11  79   0   0| 535M 3767M  172M 3352M|4599B 1164B|   0     0 |   0     0 |3557  5895 |0.81 0.64 0.50|  0   0 108|   0     0 |systemd              1    7.5%   0    0 |bash                 2579  297k1078B  0%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 09 14:51:59 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:51:59| 10  14  76   0   0| 546M 3756M  172M 3352M|  16k 8684B|   0     0 |   0     0 |2255  3397 |0.82 0.65 0.50|1.0   0 300|   0     0 |keystone-manage      528  3.8%2152k  79k|keystone-manage      528  2152k  79k3.8%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 09 14:52:00 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:00| 22   3  74   1   0| 583M 3719M  172M 3352M|  10k    0 | 184k    0 |10.0     0 | 722   820 |0.82 0.65 0.50|1.0   0 1.0|   0     0 |keystone-manage      528   24%9546k 117k|keystone-manage      528  9546k 117k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 09 14:52:01 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:01| 16   4  72   8   0| 620M 3680M  172M 3354M|  20k  155k|  84k 4248k|11.0   177 |2155  3547 |0.82 0.65 0.50|1.0   0   0|   0     0 |keystone-manage      528   16%5876k 644k|keystone-manage      528  5876k 644k 16%|mysqld       186M|   0     0 |  14    7    0    5    0
Mar 09 14:52:02 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:02|  6   4  74  16   0| 623M 3675M  172M 3355M|5930B 2950B|   0  9712k|   0   843 |4122  7262 |0.82 0.65 0.50|1.0   0   0|   0     0 |mysqld               309416.0%   0    0 |keystone-manage      528  9810B5622B2.8%|mysqld       191M|   0     0 |  14    7    0    5    0
Mar 09 14:52:03 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:03|  7   5  73  14   0| 626M 3605M  173M 3420M|  14k 5352B|   0    70M|   0   614 |3383  5936 |0.82 0.65 0.50|1.0   0   0|   0     0 |mysqld               309416.2%   0    0 |keystone-manage      528    20k  13k3.8%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 09 14:52:04 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:04| 12   4  71  13   0| 628M 3603M  173M 3420M|4859B 7088B|   0  7492k|   0   654 |4040  8355 |1.00 0.69 0.51|  0 1.0   0|   0     0 |keystone-manage      528  6.8%  31k  18k|keystone-manage      528    31k  18k6.8%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 09 14:52:05 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:05| 15   6  68  11   0| 629M 3600M  174M 3420M|  36k  378k|   0  6864k|   0   559 |5758    12k|1.00 0.69 0.51|  0   0   0|   0     0 |keystone-manage      528  9.0%  30k 299k|python               6470  288k 598k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 09 14:52:06 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:06| 11   4  72  14   0| 631M 3597M  174M 3421M|5491B   13k|   0  9732k|   0   660 |4212  8228 |1.00 0.69 0.51|1.0   0   0|   0     0 |keystone-manage      528  6.2%  38k  27k|keystone-manage      528    38k  27k6.2%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 09 14:52:07 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:07| 11   5  71  14   0| 633M 3594M  175M 3421M|5732B 9388B|   0  9532k|   0   805 |4917  7474 |1.00 0.69 0.51|1.0   0   0|   0     0 |mysqld               309417.8%   0    0 |keystone-manage      528    21k  14k4.5%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 09 14:52:08 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:08| 21   6  69   4   0| 634M 3592M  175M 3422M|  66k  803k|   0  4232k|   0   302 |7383    19k|1.00 0.69 0.51|4.0   0 2.0|   0     0 |keystone-manage      528   15%  76k 647k|python               6470  623k1295k3.2%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 09 14:52:09 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:09| 13   4  72  11   0| 635M 3591M  175M 3423M|  15k  138k|   0  8404k|   0   688 |4586    12k|1.00 0.69 0.52|1.0   0   0|   0     0 |keystone-manage      528  7.8%  37k 114k|python               6470   94k 195k0.2%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 09 14:52:10 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:10| 14   7  72   7   0| 560M 3664M  176M 3423M|7435B   18k|   0  5104k|   0   388 |3317  8534 |1.00 0.69 0.52|2.0   0  65|   0     0 |mysqld               309414.2%   0    0 |bash                 2579   18M2002k0.8%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 14:52:11 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:11| 21   6  72   1   0| 603M 3621M  176M 3423M|5696B  570B|   0    66M|   0   673 |1408  1392 |1.00 0.69 0.52|1.0   0  14|   0     0 |keystone-manage      609   24%  10M  73k|keystone-manage      609    10M  73k 24%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 14:52:12 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:12| 24   3  72   1   0| 577M 3647M  176M 3424M|6582B 2858B|   0  8128k|   0  74.0 | 947  1322 |1.00 0.69 0.52|1.0   0  11|   0     0 |keystone-manage      622  9.5%3899k  37k|bash                 2579   17M  75k  0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 14:52:13 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:13| 23   3  72   1   0| 632M 3590M  176M 3425M|6220B 2590B|   0  6076k|   0   136 |1152  1514 |1.00 0.69 0.52|1.0   0 1.0|   0     0 |keystone-manage      622   25%  13M  38k|keystone-manage      622    13M  38k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 14:52:14 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:14| 12  19  70   0   0| 561M 3661M  176M 3426M|  14k   12k|   0   124k|   0  10.0 |2527  4943 |1.00 0.70 0.52|1.0   0 419|   0     0 |bash                 2579 3.2%  19M  97k|bash                 2579   19M  97k3.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 14:52:15 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:15| 14  20  66   0   0| 566M 3656M  176M 3426M|4057B 2458B|   0   116k|   0  13.0 |4625  8437 |1.00 0.70 0.52|1.0   0 323|   0     0 |systemd              1    5.8%   0    0 |bash                 2579 2680k  15k1.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 09 14:52:16 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:16| 46  10  44   0   0| 650M 3571M  176M 3426M|5045B 5382B|   0  1016k|   0  20.0 |1499  1966 |1.00 0.70 0.52|2.0 1.0 134|   0     0 |uwsgi                1394  24%9204k  73k|uwsgi                1395 9999k  73k 24%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 09 14:52:17 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:17| 45   5  49   1   0| 717M 3503M  176M 3427M|3514B    0 | 148k 3480k|5.00   236 |1376   908 |1.00 0.70 0.52|2.0   0   0|   0     0 |uwsgi                1394  25%8500k 388k|uwsgi                1394 8500k 388k 25%|mysqld       200M|   0     0 |  14    7    0    7    0
Mar 09 14:52:18 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:18| 34  11  55   0   0| 741M 3477M  176M 3429M|  14k 4566B|   0     0 |   0     0 |2606  9007 |1.00 0.70 0.52|1.0   0 176|   0     0 |uwsgi                1395  12% 776k 121k|keystone-manage      1676 2262k  37k8.5%|mysqld       200M|   0     0 |  14    5    0    8    0
Mar 09 14:52:19 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:19| 23   3  74   0   0| 801M 3417M  176M 3429M|1937B    0 |   0     0 |   0     0 | 655   813 |1.00 0.71 0.52|1.0   0 1.0|   0     0 |keystone-manage      1676  25%  15M  37k|keystone-manage      1676   15M  37k 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 09 14:52:20 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:20| 23   4  73   0   0| 736M 3482M  176M 3429M|6684B   21k|   0  1288k|   0  60.0 |1559  2518 |1.00 0.71 0.52|2.0   0  31|   0     0 |mysqld               309411.8%   0    0 |bash                 2579   19M  89k0.2%|mysqld       203M|   0     0 |  14    5    0   10    0
Mar 09 14:52:21 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:21| 22   3  74   1   0| 772M 3446M  176M 3429M|3405B    0 |   0  2020k|   0  68.0 | 802  1214 |1.00 0.71 0.52|1.0   0  25|   0     0 |openstack            1759  24%8992k  73k|openstack            1759 8992k  73k 24%|mysqld       203M|   0     0 |  14    5    0   10    0
Mar 09 14:52:22 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:22| 22   2  74   2   0| 796M 3422M  176M 3429M|1482B    0 |  68k 9892k|17.0   130 |1130  1552 |1.00 0.71 0.52|1.0   0 1.0|   0     0 |uwsgi                1395 8.2% 136k4670B|openstack            1759 2375k   0 8.0%|mysqld       205M|   0     0 |  14   31    0   13    0
Mar 09 14:52:23 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:23| 21   5  74   0   0| 776M 3441M  176M 3429M|3726B 1058B|   0     0 |   0     0 |1016  1585 |1.00 0.71 0.52|1.0   0  62|   0     0 |openstack            1822  17%6023k  73k|bash                 2579   11M  76k  0%|mysqld       205M|   0     0 |  14   29    0   15    0
Mar 09 14:52:24 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:24| 22   6  72   0   0| 755M 3463M  176M 3429M|4366B 2100B|   0     0 |   0     0 |1193  2014 |1.16 0.74 0.54|2.0   0  99|   0     0 |uwsgi                1395 2.2%3492B9424B|bash                 2579   11M  76k0.2%|mysqld       205M|   0     0 |  14   29    0   20    0
Mar 09 14:52:25 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:25| 23   3  74   0   0| 796M 3421M  176M 3429M|2800B    0 |   0  1356k|   0  8.00 | 686   809 |1.16 0.74 0.54|1.0   0 2.0|   0     0 |openstack            1923  25%  10M  73k|openstack            1923   10M  73k 25%|mysqld       205M|   0     0 |  14   29    0   20    0
Mar 09 14:52:26 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:26| 22   4  73   0   0| 779M 3439M  176M 3429M|  12k 1162B|   0     0 |   0     0 |1126  2022 |1.16 0.74 0.54|1.0   0  23|   0     0 |openstack            1946  13%6709k  73k|bash                 2579   11M  77k0.2%|mysqld       205M|   0     0 |  14   29    0   28    0
Mar 09 14:52:27 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:27| 24   2  74   0   0| 801M 3416M  176M 3429M|3911B    0 |   0  2952k|   0  39.0 |1101  1984 |1.16 0.74 0.54|1.0   0 2.0|   0     0 |openstack            1946  13%4635k   0 |openstack            1946 4635k   0  13%|mysqld       205M|   0     0 |  14   31    0   35    0
Mar 09 14:52:28 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:28| 23   5  71   0   0| 787M 3431M  176M 3429M|4830B 1390B|   0   112k|   0  12.0 |1039  1421 |1.16 0.74 0.54|1.0   0  75|   0     0 |openstack            2021  19%7036k  73k|bash                 2579   11M  73k  0%|mysqld       205M|   0     0 |  14   29    0   36    0
Mar 09 14:52:29 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:29| 24   2  73   0   0| 803M 3413M  176M 3430M|5469B    0 |   0     0 |   0     0 |1052  1670 |1.15 0.75 0.54|1.0   0   0|   0     0 |openstack            2021  15%4316k   0 |openstack            2021 4316k   0  15%|mysqld       205M|   0     0 |  14   31    0   43    0
Mar 09 14:52:30 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:30| 20   7  73   0   0| 786M 3431M  176M 3430M|6787B 2498B|   0     0 |   0     0 |1229  1752 |1.15 0.75 0.54|1.0   0 102|   0     0 |openstack            2125  17%7124k  73k|bash                 2579   11M  79k0.2%|mysqld       205M|   0     0 |  14   29    0   44    0
Mar 09 14:52:31 cloud-provider1-0000011588 dstat.sh[31661]: 09-03 14:52:31| 21   5  73   0   0| 765M 3452M  176M 3430M|6658B 1350B|   0     0 |   0     0 |1206  1684 |1.15 0.75 0.54|1.0   0  68|   0     0 |openstack            2195 3.2%1928k   0 |bash                 2579   11M  76k  0%|mysqld       205M|   0     0 |  14   29    0   49    0
