-- Logs begin at Tue 2020-04-07 12:38:19 UTC, end at Tue 2020-04-07 15:03:07 UTC. --
Apr 07 14:32:22 cloud-provider-iscsi-0000000188 systemd[1]: Started Devstack devstack@dstat.service.
Apr 07 14:32:23 cloud-provider-iscsi-0000000188 dstat.sh[29647]: [286B blob data]
Apr 07 14:32:23 cloud-provider-iscsi-0000000188 dstat.sh[29647]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 07 14:32:23 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:23|  2   1  97   0   0| 423M 4467M  144M 2709M|   0     0 |  48k 1270k|1.75  11.3 | 513   766 |0.60 0.64 0.50|3.0   0 9.1|   0     0 |systemd              1    0.0%   0    0 |bash                 2217  900k 835k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 07 14:32:24 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:24| 11  21  67   0   0| 430M 4459M  144M 2710M|6405B 1998B|  24k   80k|1.00  11.0 |2691  5648 |0.60 0.64 0.50|9.0   0 424|   0     0 |bash                 2217 3.0%2838k  27k|bash                 2217 2838k  27k3.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 07 14:32:25 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:25|  5   7  65  24   0| 421M 4467M  144M 2710M|6642B 2160B|   0  1088k|   0   108 |1326  1348 |0.60 0.64 0.50|  0 2.0  84|   0     0 |systemd              1    3.0%   0    0 |bash                 2217  702k5354B0.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 07 14:32:26 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:26|  6   9  55  30   0| 422M 4466M  144M 2710M|6034B 2160B|   0  5360k|   0   144 |2115  3112 |0.60 0.64 0.50|  0   0 134|   0     0 |systemd              1    2.8%   0    0 |bash                 2217  933k8035B0.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 07 14:32:27 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:27| 13  16  71   0   0| 555M 4333M  144M 2832M|6662B 2106B|   0     0 |   0     0 |3571  6950 |0.63 0.65 0.51|1.0   0 347|   0     0 |systemd              1    3.0%   0    0 |keystone-manage      309601552k  79k2.5%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 07 14:32:28 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:28| 21   3  74   3   0| 589M 4298M  144M 2833M|8141B 2214B|  96k    0 |4.00     0 | 514   623 |0.63 0.65 0.51|1.0   0   0|   0     0 |keystone-manage      30960 23%8422k  46k|keystone-manage      309608422k  46k 23%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 07 14:32:29 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:29| 18   3  73   7   0| 618M 4268M  144M 2834M|7622B 2160B| 108k  824k|10.0  3.00 | 639  1677 |0.63 0.65 0.51|  0 1.0   0|   0     0 |keystone-manage      30960 17%6583k 602k|keystone-manage      309606583k 602k 17%|mysqld       177M|   0     0 |  14    7    0    6    0
Apr 07 14:32:30 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:30|  5   2  74  20   0| 628M 4258M  144M 2835M|6921B 2052B|   0  3908k|   0   229 |1539  2419 |0.63 0.65 0.51|  0 1.0   0|   0     0 |keystone-manage      309603.2%  38k  53k|keystone-manage      30960  38k  53k3.2%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 07 14:32:31 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:31|  3   3  69  25   0| 629M 4256M  144M 2835M|7956B 2052B|   0    34M|   0   373 |1480  2004 |0.63 0.65 0.51|1.0 2.0   0|   0     0 |mysqld               289253.8%   0    0 |python2              29875  14k 460B  0%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 07 14:32:32 cloud-provider-iscsi-0000000188 dstat.sh[29647]: 07-04 14:32:32|  7   5  65  22   0| 630M 4254M  144M 2835M|6888B 2106B|   0    25M|   0   452 |2028  3484 |0.74 0.67 0.51|2.0   0   0|   0     0 |mysqld               289259.8%   0    0 |python2              29875  14k 468B  0%|mysqld       189M|   0     0 |  14    7    0    6    0
