-- Logs begin at Mon 2020-03-09 19:22:41 UTC, end at Mon 2020-03-09 22:35:50 UTC. --
Mar 09 22:33:29 cloud-provider1-0000012297 systemd[1]: Started Devstack devstack@dstat.service.
Mar 09 22:33:29 cloud-provider1-0000012297 dstat.sh[30241]: [286B blob data]
Mar 09 22:33:29 cloud-provider1-0000012297 dstat.sh[30241]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 09 22:33:29 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:29|  1   0  98   0   0| 421M 4146M  165M 2986M|   0     0 |  28k  823k|1.02  7.57 | 370   495 |0.62 0.58 0.43|2.0   0 5.5|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 1985  636k 553k0.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 22:33:30 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:30|  9  21  69   0   0| 421M 4145M  165M 2987M|6340B 2106B|   0    72k|   0  5.00 |2483  4737 |0.62 0.58 0.43|2.0   0 473|   0     0 |bash                 1985 4.0%1593k  30k|bash                 1985 1593k  30k4.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 22:33:31 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:31| 13  21  66   0   0| 421M 4145M  165M 2987M|  15k 2160B|   0    36k|   0  9.00 |3189  6171 |0.97 0.66 0.46|  0   0 382|   0     0 |systemd              1    3.2%   0    0 |bash                 1985 3089k  25k2.0%|mysqld       173M|   0     0 |  12    3    0    3    0
Mar 09 22:33:32 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:32|  9   9  82   0   0| 546M 4019M  165M 3109M|8361B 2214B|   0     0 |   0     0 |2910  5142 |0.97 0.66 0.46|  0   0  83|   0     0 |systemd              1    6.2%   0    0 |bash                 1985  246k 656B0.2%|mysqld       173M|   0     0 |  14    3    0    3    0
Mar 09 22:33:33 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:33| 13  12  76   0   0| 557M 4008M  165M 3110M|6976B 2052B|   0  3032k|   0  10.0 |2055  3658 |0.97 0.66 0.46|1.0   0 296|   0     0 |keystone-manage      315465.0%2152k  79k|keystone-manage      315462152k  79k5.0%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 09 22:33:34 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:34| 21   4  74   1   0| 596M 3968M  165M 3110M|5497B 2052B|  88k    0 |4.00     0 | 703   734 |0.97 0.66 0.46|2.0   0 1.0|   0     0 |keystone-manage      31546 24%9846k 190k|keystone-manage      315469846k 190k 24%|mysqld       173M|   0     0 |  14    5    0    5    0
Mar 09 22:33:35 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:35| 15   4  73   8   0| 632M 3931M  165M 3112M|6465B 2160B|  72k 5448k|9.00   284 |1404  3206 |0.97 0.66 0.46|  0 1.0   0|   0     0 |keystone-manage      31546 15%5576k 571k|keystone-manage      315465576k 571k 15%|mysqld       187M|   0     0 |  14    7    0    5    0
Mar 09 22:33:36 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:36|  8   6  72  14   0| 637M 3859M  165M 3177M|6555B 2160B|   0    73M|   0   891 |3510  7671 |0.97 0.66 0.46|1.0 1.0   0|   0     0 |mysqld               295158.0%   0    0 |keystone-manage      31546  20k  12k3.5%|mysqld       191M|   0     0 |  14    7    0    5    0
Mar 09 22:33:37 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:37|  7   3  74  16   0| 638M 3856M  166M 3178M|6922B 2160B|   0  6504k|   0   555 |2214  5652 |0.97 0.66 0.46|2.0   0   0|   0     0 |keystone-manage      315464.5%  20k  12k|keystone-manage      31546  20k  12k4.5%|mysqld       193M|   0     0 |  14    7    0    5    0
Mar 09 22:33:38 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:38| 10   4  71  14   0| 641M 3853M  166M 3178M|  14k 2160B|   0    10M|   0   797 |3815  9741 |0.97 0.66 0.46|1.0   0   0|   0     0 |mysqld               295157.2%   0    0 |keystone-manage      31546  29k  18k4.5%|mysqld       195M|   0     0 |  14    7    0    5    0
Mar 09 22:33:39 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:39| 15   6  69  10   0| 642M 3850M  167M 3179M|6496B 2160B|   0  7232k|   0   591 |5103    11k|0.97 0.66 0.46|2.0   0 2.0|   0     0 |keystone-manage      31546 11%  45k 312k|python               5894  293k 608k1.5%|mysqld       196M|   0     0 |  14    7    0    5    0
Mar 09 22:33:40 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:40|  9   4  72  14   0| 644M 3846M  167M 3179M|9788B 2106B|   0  8912k|   0   734 |4493  7798 |0.97 0.66 0.46|2.0   0   0|   0     0 |mysqld               295156.8%   0    0 |keystone-manage      31546  24k  16k4.8%|mysqld       198M|   0     0 |  14    7    0    5    0
Mar 09 22:33:41 cloud-provider1-0000012297 dstat.sh[30241]: 09-03 22:33:41| 16   5  69  10   0| 647M 3842M  168M 3181M|5935B 2214B|   0  6944k|   0   529 |5287    12k|0.97 0.67 0.46|1.0   0   0|   0     0 |keystone-manage      31546 10%  45k 375k|python               5894  358k 743k1.8%|mysqld       199M|   0     0 |  14    7    0    5    0
