-- Logs begin at Mon 2020-03-30 15:35:13 UTC, end at Mon 2020-03-30 16:44:24 UTC. --
Mar 30 16:13:37 cloud-provider-iscsi-0000000077 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 16:13:37 cloud-provider-iscsi-0000000077 dstat.sh[23859]: [286B blob data]
Mar 30 16:13:37 cloud-provider-iscsi-0000000077 dstat.sh[23859]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 16:13:37 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:37|  6   2  92   1   0| 423M 4453M  145M 2725M|   0     0 | 142k 3729k|5.16  33.5 |1066  1935 |0.71 0.71 0.49|2.0   0  24|   0     0 |systemd              1    0.1%   0    0 |bash                 2063 2589k2445k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 16:13:38 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:38| 10  21  69   0   0| 423M 4453M  145M 2725M|6476B 2160B|  24k  156k|1.00  8.00 |2792  5156 |0.71 0.71 0.49|2.0   0 487|   0     0 |bash                 2063 3.8%2000k  31k|bash                 2063 2000k  31k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 16:13:39 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:39| 13  21  65   0   0| 424M 4451M  145M 2725M|5571B 2398B|   0    28k|   0  7.00 |3819  8280 |1.05 0.79 0.51|2.0   0 365|   0     0 |systemd              1    6.2%   0    0 |bash                 2063 2638k  22k1.5%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 16:13:40 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:40|  8   8  84   0   0| 550M 4325M  145M 2848M|5581B 2160B|   0     0 |   0     0 |3133  6054 |1.05 0.79 0.51|1.0   0  89|   0     0 |systemd              1    4.8%   0    0 |bash                 2063  423k3465B0.2%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 30 16:13:41 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:41| 16  12  72   0   0| 565M 4310M  145M 2848M|6622B 2160B|   0     0 |   0     0 |1959  3124 |1.05 0.79 0.51|1.0   0 263|   0     0 |keystone-manage      25165 12%4044k  79k|keystone-manage      251654044k  79k 12%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 30 16:13:42 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:42| 22   3  74   1   0| 604M 4270M  145M 2848M|  10k 2160B| 152k    0 |8.00     0 | 722   747 |1.05 0.79 0.51|1.0   0   0|   0     0 |keystone-manage      25165 24%9989k 220k|keystone-manage      251659989k 220k 24%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 30 16:13:43 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:43| 12   4  73  11   0| 630M 4242M  145M 2850M|  12k 2160B|  52k   14M|6.00   538 |2721  5083 |1.05 0.79 0.51|  0 2.0   0|   0     0 |keystone-manage      25165 11%2559k 481k|keystone-manage      251652559k 481k 11%|mysqld       188M|   0     0 |  14    7    0    6    0
Mar 30 16:13:44 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:44|  8   6  72  14   0| 634M 4171M  145M 2915M|7039B 1890B|   0    78M|   0   840 |3951  7123 |1.05 0.79 0.52|  0 1.0   0|   0     0 |mysqld               231417.0%   0    0 |keystone-manage      25165  23k  13k4.2%|mysqld       192M|   0     0 |  14    7    0    6    0
Mar 30 16:13:45 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:45| 10   3  72  15   0| 636M 4167M  146M 2916M|6462B 2214B|   0  9804k|   0   852 |4372  8286 |1.05 0.79 0.52|1.0 1.0   0|   0     0 |mysqld               231417.0%   0    0 |keystone-manage      25165  28k  16k4.5%|mysqld       194M|   0     0 |  14    7    0    6    0
Mar 30 16:13:46 cloud-provider-iscsi-0000000077 dstat.sh[23859]: 30-03 16:13:46| 15   5  68  12   0| 639M 4164M  146M 2917M|7102B 2160B|   0  7872k|   0   668 |5292    12k|1.05 0.79 0.52|1.0   0   0|   0     0 |keystone-manage      251658.2%  46k 292k|python3.6            5813  272k 568k1.5%|mysqld       196M|   0     0 |  14    7    0    6    0
