-- Logs begin at Tue 2020-03-31 14:41:06 UTC, end at Tue 2020-03-31 15:16:53 UTC. --
Mar 31 15:06:18 cloud-provider-iscsi-0000000097 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 15:06:18 cloud-provider-iscsi-0000000097 dstat.sh[24181]: [286B blob data]
Mar 31 15:06:18 cloud-provider-iscsi-0000000097 dstat.sh[24181]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 15:06:18 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:18|  9   3  87   1   0| 422M 4453M  145M 2725M|   0     0 | 216k 5763k|7.88  50.9 |1550  2863 |0.70 0.78 0.61|2.0   0  37|   0     0 |systemd              1    0.2%   0    0 |bash                 2045 3952k3725k0.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 15:06:19 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:19| 11  21  67   0   0| 424M 4451M  145M 2726M|6861B 2160B|  24k  372k|1.00  9.00 |2700  4795 |0.70 0.78 0.61|1.0   0 438|   0     0 |bash                 2045 3.8%2224k  29k|bash                 2045 2224k  29k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 15:06:20 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:20| 14  19  67   0   0| 423M 4451M  145M 2726M|6843B 2160B|   0    24k|   0  6.00 |3809  7682 |0.70 0.78 0.61|5.0   0 306|   0     0 |systemd              1    5.2%   0    0 |bash                 2045 2400k  18k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 15:06:21 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:21| 10  13  76   0   0| 549M 4325M  145M 2848M|8048B 2254B|   0   396k|   0  19.0 |3537  6570 |0.70 0.78 0.61|2.0   0 313|   0     0 |systemd              1    3.2%   0    0 |bash                 2045  565k  15k2.2%|mysqld       173M|   0     0 |  14    7    0    4    0
Mar 31 15:06:22 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:22| 20   6  74   1   0| 590M 4284M  145M 2849M|  15k 2160B|  96k    0 |4.00     0 | 909  1219 |0.70 0.78 0.61|1.0   0  43|   0     0 |keystone-manage      25494 22%9814k 125k|keystone-manage      254949814k 125k 22%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 15:06:23 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:23| 19   4  73   4   0| 628M 4243M  145M 2850M|  13k 2160B| 108k 4100k|10.0   167 |1859  3403 |0.73 0.79 0.61|1.0   0   0|   0     0 |keystone-manage      25494 18%6778k 655k|keystone-manage      254946778k 655k 18%|mysqld       186M|   0     0 |  14    7    0    6    0
Mar 31 15:06:24 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:24|  8   5  73  14   0| 634M 4170M  146M 2915M|6441B 2160B|   0    19M|   0   946 |4555  9521 |0.73 0.79 0.61|  0 1.0   0|   0     0 |mysqld               234536.8%   0    0 |keystone-manage      25494  20k  11k3.5%|mysqld       192M|   0     0 |  14    7    0    6    0
Mar 31 15:06:25 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:25|  8   3  72  17   0| 636M 4167M  146M 2917M|6300B 1944B|   0    64M|   0   721 |3362  7075 |0.73 0.79 0.61|  0 1.0   0|   0     0 |mysqld               234534.5%   0    0 |keystone-manage      25494  20k  12k3.2%|mysqld       194M|   0     0 |  14    7    0    6    0
Mar 31 15:06:26 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:26| 10   7  66  17   0| 642M 4160M  146M 2917M|7155B 2106B|   0    38M|   0   892 |4057  6242 |0.73 0.79 0.61|1.0 2.0   0|   0     0 |mysqld               234539.0%   0    0 |keystone-manage      25494  28k  16k4.8%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 31 15:06:27 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:27| 14   5  69  13   0| 639M 4162M  147M 2918M|9997B 2214B|   0    48M|   0   706 |3513  9878 |0.73 0.79 0.61|  0 1.0   0|   0     0 |keystone-manage      254948.0%  38k 288k|python3.6            5795  272k 566k1.8%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 31 15:06:28 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:28| 10   3  72  14   0| 641M 4159M  147M 2918M|7866B 2160B|   0  7496k|   0   570 |3907  7576 |0.83 0.81 0.62|  0 1.0   0|   0     0 |mysqld               234535.8%   0    0 |keystone-manage      25494  28k  17k5.5%|mysqld       198M|   0     0 |  14    7    0    6    0
Mar 31 15:06:29 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:29|  8   5  72  15   0| 643M 4156M  148M 2919M|8074B 2160B|   0  8988k|   0   739 |4408  7310 |0.83 0.81 0.62|  0 1.0   0|   0     0 |mysqld               234537.5%   0    0 |keystone-manage      25494  18k  12k4.0%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 31 15:06:30 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:30| 23   4  68   5   0| 645M 4152M  148M 2920M|6861B 2160B|   0  4288k|   0   282 |4958    13k|0.83 0.81 0.62|2.0   0   0|   0     0 |keystone-manage      25494 16%  77k 678k|python3.6            5795  641k1335k3.2%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 31 15:06:31 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:31| 11   5  71  14   0| 646M 4150M  149M 2920M|7026B 2160B|   0  8184k|   0   681 |4617  7631 |0.83 0.81 0.62|  0 1.0 2.0|   0     0 |mysqld               234537.0%   0    0 |python3.6            5795   33k  71k0.2%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 31 15:06:32 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:32| 16   4  71   9   0| 576M 4219M  149M 2921M|6385B 2106B|   0    14M|   0   497 |3402  9642 |0.83 0.81 0.62|1.0   0  13|   0     0 |mysqld               234535.2%   0    0 |bash                 2045   17M1878k0.2%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 15:06:33 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:33| 21   6  74   0   0| 617M 4178M  149M 2921M|7694B 2214B|   0     0 |   0     0 | 996  1359 |0.84 0.81 0.62|1.0   0  65|   0     0 |keystone-manage      25574 21%9955k  37k|keystone-manage      255749955k  37k 21%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 15:06:34 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:34| 23   4  72   2   0| 595M 4200M  149M 2921M|6243B 1998B|   0  7088k|   0  88.0 |1040  1468 |0.84 0.81 0.62|1.0   0  11|   0     0 |keystone-manage      25585 10%4906k  37k|bash                 2045   16M  39k0.2%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 15:06:35 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:35| 24   3  65   9   0| 576M 4219M  149M 2922M|  18k 2106B|   0  8044k|   0   129 |1174  1538 |0.84 0.81 0.62|1.0   0 5.0|   0     0 |mysqld               234530.5%   0    0 |bash                 2045   16M  39k  0%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 15:06:36 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:36| 10  22  67   1   0| 577M 4215M  149M 2924M|8938B 2160B|   0  6512k|   0   140 |3255  6300 |0.84 0.81 0.62|1.0   0 487|   0     0 |bash                 2045 3.5%2562k  31k|bash                 2045 2562k  31k3.5%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 15:06:37 cloud-provider-iscsi-0000000097 dstat.sh[24181]: 31-03 15:06:37| 12  16  67   5   0| 577M 4215M  149M 2924M|  15k 2160B|   0  7416k|   0   412 |4110  6226 |0.84 0.81 0.62|1.0   0 248|   0     0 |systemd              1    5.2%   0    0 |bash                 2045 2026k  13k1.2%|mysqld       201M|   0     0 |  14    5    0    7    0
