"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud-provider-iscsi-0000000082",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","31 Mar 2020 03:08:37 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
31-03 03:08:37,2.937,0.986,95.619,0.417,0.041,443412480,4670738432,149811200,2857865216,0,0,73455.723,1924115.434,2.623,16.843,642.902,1037.496,0.580,0.610,0.450,2,0,12.309,0,0,12,3,0,4,0
31-03 03:08:38,7.908,21.939,69.898,0,0.255,444035072,4669378560,149815296,2858250240,6867,2160,24576,221184,1,9,2662,5059,0.690,0.630,0.460,3,0,480,0,0,12,3,0,4,0
31-03 03:08:39,12.658,21.013,66.076,0,0.253,442814464,4670160896,149815296,2858774528,5892,1944,0,32768,0,8,3052,5633,0.690,0.630,0.460,5,0,352,0,0,12,3,0,4,0
31-03 03:08:40,10.831,11.587,77.582,0,0,575598592,4536836096,149815296,2986733568,7922,2202,0,323584,0,16,3375,6839,0.690,0.630,0.460,3,0,183,0,0,14,5,0,4,0
31-03 03:08:41,17.632,9.572,72.796,0,0,604766208,4507627520,149815296,2986823680,7354,2160,0,0,0,0,1644,2557,0.690,0.630,0.460,2,0,200,0,0,14,5,0,6,0
31-03 03:08:42,21.717,2.273,74.495,1.515,0,643264512,4468072448,149819392,2987876352,15622,2160,196608,0,13,0,579,749,0.690,0.630,0.460,2,0,0,0,0,14,5,0,6,0
31-03 03:08:43,12.183,5.330,72.335,10.152,0,662417408,4446289920,150409216,2989772800,6744,2160,12288,13660160,1,1002,4021,11140,0.720,0.640,0.460,1,1,0,0,0,14,7,0,6,0
31-03 03:08:44,7.071,4.293,72.727,15.657,0.253,666456064,4372000768,150855680,3058040832,6925,2160,0,75370496,0,712,3624,7626,0.720,0.640,0.460,2,0,2,0,0,14,7,0,6,0
31-03 03:08:45,15.345,5.115,69.565,9.974,0,669519872,4367052800,151674880,3059048448,6747,2160,0,11902976,0,972,5212,14621,0.720,0.640,0.460,2,0,0,0,0,14,7,0,6,0
