-- Logs begin at Mon 2020-03-30 07:37:28 UTC, end at Mon 2020-03-30 08:57:55 UTC. --
Mar 30 08:26:44 cloud-provider-iscsi-0000000072 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 08:26:44 cloud-provider-iscsi-0000000072 dstat.sh[23937]: [286B blob data]
Mar 30 08:26:44 cloud-provider-iscsi-0000000072 dstat.sh[23937]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 08:26:44 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:44|  4   2  93   1   0| 425M 4476M  143M 2702M|   0     0 | 111k 2894k|4.06  26.2 | 892  1566 |0.55 0.65 0.46|3.0   0  19|   0     0 |systemd              1    0.1%   0    0 |bash                 2025 2001k1880k0.1%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 30 08:26:45 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:45| 11  20  69   0   0| 425M 4475M  143M 2703M|7437B   14k|  24k  172k|1.00  9.00 |2872  5079 |0.55 0.65 0.46|2.0   0 487|   0     0 |bash                 2025 3.8%1907k  31k|bash                 2025 1907k  31k3.8%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 30 08:26:46 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:46| 12  21  66   0   0| 426M 4475M  143M 2703M|7273B   22k|   0    32k|   0  8.00 |3110  5895 |0.98 0.74 0.49|2.0   0 344|   0     0 |systemd              1    4.2%   0    0 |bash                 2025 2758k  23k2.0%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 30 08:26:47 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:47| 12  15  72   0   0| 552M 4348M  143M 2825M|6547B 9900B|   0     0 |   0     0 |3507  8137 |0.98 0.74 0.49|3.0   0 245|   0     0 |systemd              1    6.5%   0    0 |bash                 2025  553k8554B1.2%|mysqld       173M|   0     0 |  14    6    0    4    0
Mar 30 08:26:48 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:48| 18   8  73   0   0| 584M 4316M  143M 2825M|7203B   11k|  72k  328k|1.00  16.0 |1378  2558 |0.98 0.74 0.49|2.0   0 139|   0     0 |keystone-manage      25250 17%7638k 125k|keystone-manage      252507638k 125k 17%|mysqld       173M|   0     0 |  14    6    0    6    0
Mar 30 08:26:49 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:49| 22   4  74   1   0| 620M 4278M  143M 2827M|8864B 7414B| 132k 1020k|13.0  3.00 |1021  2123 |0.98 0.74 0.49|1.0 1.0   0|   0     0 |keystone-manage      25250 23%8916k 602k|keystone-manage      252508916k 602k 23%|mysqld       178M|   0     0 |  14    8    0    6    0
Mar 30 08:26:50 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:50| 12   5  72  11   0| 636M 4261M  144M 2828M|  16k  126k|   0    13M|   0  1111 |6229  9559 |0.98 0.74 0.49|1.0 1.0   0|   0     0 |mysqld               232157.8%   0    0 |tail                 9946  120k 120k  0%|mysqld       191M|   0     0 |  14    8    0    6    0
Mar 30 08:26:51 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:51|  9   6  73  13   0| 639M 4190M  144M 2893M|7268B 5964B|   0    74M|   0   912 |4167  7546 |0.98 0.74 0.49|2.0   0   0|   0     0 |mysqld               232157.2%   0    0 |keystone-manage      25250  30k  17k5.2%|mysqld       194M|   0     0 |  14    8    0    6    0
Mar 30 08:26:52 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:52| 13   5  71  11   0| 641M 4186M  145M 2894M|8892B 5354B|   0  8324k|   0   696 |4964    10k|0.98 0.74 0.49|3.0   0   0|   0     0 |keystone-manage      252507.8%  39k 286k|python3.6            5774  271k 565k1.5%|mysqld       196M|   0     0 |  14    8    0    6    0
Mar 30 08:26:53 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:53| 10   6  71  12   0| 644M 4182M  145M 2895M|  14k  306k|   0    63M|   0  1130 |5018    12k|0.98 0.74 0.49|2.0   0 2.0|   0     0 |mysqld               232157.5%   0    0 |tail                 9946  295k 295k  0%|mysqld       197M|   0     0 |  14    8    0    6    0
Mar 30 08:26:54 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:54| 12   5  71  13   0| 646M 4179M  146M 2895M|8330B   11k|   0    10M|   0   812 |4632    11k|0.98 0.74 0.49|2.0   0   0|   0     0 |mysqld               232158.2%   0    0 |keystone-manage      25250  27k  17k5.5%|mysqld       199M|   0     0 |  14    8    0    6    0
Mar 30 08:26:55 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:55| 19   5  71   4   0| 647M 4177M  146M 2897M|  11k 7904B|   0  4824k|   0   321 |4917    14k|0.98 0.74 0.49|2.0   0   0|   0     0 |keystone-manage      25250 14%  72k 399k|python3.6            5774  364k 761k2.5%|mysqld       199M|   0     0 |  14    8    0    6    0
Mar 30 08:26:56 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:56| 16   5  69  11   0| 648M 4174M  146M 2897M|  12k  601k|   0  7600k|   0   626 |5429    21k|0.90 0.73 0.49|2.0   0   0|   0     0 |keystone-manage      252508.0%  32k 313k|tail                 9946  575k 575k  0%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 30 08:26:57 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:57| 18   8  70   4   0| 579M 4243M  147M 2897M|8474B  165k|   0  6484k|   0   481 |4088    11k|0.90 0.73 0.49|4.0   0  73|   0     0 |mysqld               232155.2%   0    0 |bash                 2025   17M1881k1.0%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 08:26:58 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:58| 23   4  72   1   0| 625M 4196M  147M 2898M|9420B   18k|   0    34M|   0   264 |1029  1800 |0.90 0.73 0.49|3.0   0 5.0|   0     0 |keystone-manage      25330 25%  11M  37k|keystone-manage      25330  11M  37k 25%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 08:26:59 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:26:59| 22   4  72   3   0| 590M 4231M  147M 2899M|  13k 2214B|   0  8304k|   0   135 |1096  1393 |0.90 0.73 0.49|2.0   0  11|   0     0 |keystone-manage      253417.8%2247k  37k|bash                 2025   16M  39k0.2%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 08:27:00 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:00| 24   3  72   2   0| 636M 4183M  147M 2900M|  11k 4310B|   0  6484k|   0   136 |1086  1428 |0.90 0.73 0.49|2.0   0   0|   0     0 |keystone-manage      25341 25%  12M   0 |keystone-manage      25341  12M   0  25%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 08:27:01 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:01| 15  14  71   0   0| 579M 4239M  147M 2900M|  16k 3782B|   0   204k|   0  7.00 |2034  3736 |0.83 0.72 0.49|3.0   0 298|   0     0 |bash                 2025 2.5%  17M  57k|bash                 2025   17M  57k2.5%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 08:27:02 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:02| 12  23  66   0   0| 581M 4237M  147M 2901M|9795B   20k|   0    40k|   0  10.0 |2895  7521 |0.83 0.72 0.49|1.0   0 402|   0     0 |bash                 2025 2.5%3293k  24k|bash                 2025 3293k  24k2.5%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 30 08:27:03 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:03| 38  12  50   0   0| 629M 4188M  147M 2902M|8920B   11k|   0  3900k|   0   154 |3509  5541 |0.83 0.72 0.49|3.0   0 178|   0     0 |uwsgi                26087 15%4701k  37k|uwsgi                260885717k  37k 15%|mysqld       200M|   0     0 |  14    8    0    7    0
Mar 30 08:27:04 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:04| 43   5  50   2   0| 709M 4109M  147M 2902M|9755B 9628B| 148k   64k|5.00  6.00 | 964   728 |0.83 0.72 0.49|3.0   0   0|   0     0 |uwsgi                26087 24%  10M 142k|uwsgi                26087  10M 142k 24%|mysqld       200M|   0     0 |  14    8    0    7    0
Mar 30 08:27:05 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:05| 35  12  53   0   0| 743M 4072M  147M 2904M|7090B 2052B|   0   464k|   0  53.0 |2063  7936 |0.83 0.72 0.49|2.0   0 150|   0     0 |uwsgi                26088 16%2636k 465k|uwsgi                260872710k 667k 15%|mysqld       200M|   0     0 |  13    6    0    9    0
Mar 30 08:27:06 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:06| 24   4  72   0   0| 789M 4026M  147M 2904M|6692B 9174B|   0     0 |   0     0 | 944  1070 |0.85 0.72 0.49|2.0   0  19|   0     0 |keystone-manage      26363 25%  11M  37k|keystone-manage      26363  11M  37k 25%|mysqld       200M|   0     0 |  14    6    0    9    0
Mar 30 08:27:07 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:07| 23   3  73   1   0| 822M 3992M  147M 2904M|6967B 2214B|   0  3216k|   0   264 |1200  2117 |0.85 0.72 0.49|2.0   0 2.0|   0     0 |mysqld               232150.8%   0    0 |python3.6            5774   13k  27k0.2%|mysqld       203M|   0     0 |  14    6    0   12    0
Mar 30 08:27:08 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:08| 21   4  70   5   0| 785M 4029M  147M 2904M|7577B   19k|   0  3408k|   0   171 |1229  1767 |0.85 0.72 0.49|2.0 3.0  53|   0     0 |openstack            26443 22%9923k  37k|bash                 2025   18M  50k  0%|mysqld       203M|   0     0 |  14    6    0   12    0
Mar 30 08:27:09 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:09| 20   2  72   6   0| 804M 4010M  147M 2904M|  14k 2214B|  72k 2356k|18.0   120 |1424  1818 |0.85 0.72 0.49|3.0   0 1.0|   0     0 |uwsgi                260889.5% 131k9793B|openstack            264431236k   0 5.2%|mysqld       205M|   0     0 |  14   32    0   16    0
Mar 30 08:27:10 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:10| 23   5  73   0   0| 792M 4023M  147M 2904M|7868B 2160B|   0     0 |   0     0 |1020  1339 |0.85 0.72 0.49|2.0   0  61|   0     0 |openstack            26505 18%7739k  37k|bash                 2025   11M  39k0.2%|mysqld       205M|   0     0 |  14   30    0   17    0
Mar 30 08:27:11 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:11| 22   6  72   0   0| 771M 4043M  147M 2904M|7313B 3958B|   0   864k|   0  7.00 |1307  2220 |0.86 0.73 0.49|2.0   0  99|   0     0 |openstack            266055.5%1945k   0 |bash                 2025   11M  40k0.2%|mysqld       205M|   0     0 |  14   30    0   22    0
Mar 30 08:27:12 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:12| 22   4  74   0   0| 807M 4007M  147M 2904M|7711B 5838B|   0     0 |   0     0 | 802  1118 |0.86 0.73 0.49|2.0   0 1.0|   0     0 |openstack            26605 24%9199k  37k|openstack            266059199k  37k 24%|mysqld       205M|   0     0 |  14   32    0   24    0
Mar 30 08:27:13 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:13| 23   4  73   0   0| 792M 4021M  147M 2905M|6971B 2160B|   0     0 |   0     0 |1238  1917 |0.86 0.73 0.49|2.0   0  24|   0     0 |openstack            26627 16%7740k  37k|bash                 2025   11M  41k  0%|mysqld       205M|   0     0 |  14   30    0   30    0
Mar 30 08:27:14 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:14| 24   4  72   0   0| 808M 4006M  147M 2905M|8908B 3208B|   0    10M|   0   144 |1360  1859 |0.86 0.73 0.49|2.0   0 2.0|   0     0 |openstack            26627 16%3396k   0 |openstack            266273396k   0  16%|mysqld       205M|   0     0 |  14   32    0   37    0
Mar 30 08:27:15 cloud-provider-iscsi-0000000072 dstat.sh[23937]: 30-03 08:27:15| 23   5  72   0   0| 798M 4016M  147M 2905M|  13k 2106B|   0   292k|   0  6.00 | 977  1316 |0.86 0.73 0.49|2.0   0  72|   0     0 |openstack            26703 18%7740k  37k|bash                 2025   11M  37k  0%|mysqld       205M|   0     0 |  14   30    0   38    0
