-- Logs begin at Tue 2020-03-31 10:09:36 UTC, end at Tue 2020-03-31 13:16:13 UTC. --
Mar 31 12:44:59 cloud-provider-iscsi-0000000093 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 12:44:59 cloud-provider-iscsi-0000000093 dstat.sh[29800]: [286B blob data]
Mar 31 12:44:59 cloud-provider-iscsi-0000000093 dstat.sh[29800]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 12:44:59 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:44:59|  2   1  98   0   0| 421M 4450M  145M 2726M|   0     0 |  35k  918k|1.29  8.29 | 435   600 |0.60 0.64 0.49|3.0   0 6.7|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2325  666k 619k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 12:45:00 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:00| 11  20  69   0   0| 421M 4450M  145M 2726M|5758B 1944B|  24k  100k|1.00  7.00 |2520  4732 |0.60 0.64 0.49|3.0   0 446|   0     0 |bash                 2325 3.8%1654k  29k|bash                 2325 1654k  29k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 12:45:01 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:01| 12  21  67   0   0| 421M 4450M  145M 2726M|5989B 2160B|   0    32k|   0  8.00 |3024  5692 |0.60 0.64 0.49|1.0   0 361|   0     0 |systemd              1    3.2%   0    0 |bash                 2325 2961k  23k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 12:45:02 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:02| 12  12  75   0   0| 546M 4324M  145M 2848M|6340B 2160B|   0     0 |   0     0 |3572  5235 |0.60 0.64 0.49|2.0   0 198|   0     0 |systemd              1    7.5%   0    0 |bash                 2325  503k6732B1.0%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 31 12:45:03 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:03| 17  10  72   0   0| 573M 4297M  145M 2849M|6656B 2160B|   0   328k|   0  16.0 |1619  2466 |0.60 0.64 0.49|1.0   0 190|   0     0 |keystone-manage      31118 14%6464k  79k|keystone-manage      311186464k  79k 14%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 12:45:04 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:04| 23   2  74   1   0| 616M 4253M  145M 2850M|  10k 2052B| 204k    0 |14.0     0 | 838   978 |0.63 0.64 0.49|1.0   0   0|   0     0 |keystone-manage      31118 23%  10M 593k|keystone-manage      31118  10M 593k 23%|mysqld       177M|   0     0 |  14    7    0    6    0
Mar 31 12:45:05 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:05|  9   5  72  14   0| 630M 4237M  145M 2851M|  16k 2268B|   0    11M|   0   839 |4370  7791 |0.63 0.64 0.49|2.0 1.0   0|   0     0 |mysqld               290805.2%   0    0 |python3.6            6074   84k 174k0.5%|mysqld       190M|   0     0 |  14    7    0    6    0
Mar 31 12:45:06 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:06|  9   5  72  14   0| 633M 4166M  146M 2916M|  16k 1944B|   0    72M|   0   671 |3194  8464 |0.63 0.64 0.49|2.0   0 2.0|   0     0 |mysqld               290807.0%   0    0 |keystone-manage      31118  30k  18k4.0%|mysqld       193M|   0     0 |  14    7    0    6    0
Mar 31 12:45:07 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:07| 10   4  72  14   0| 635M 4163M  146M 2917M|7044B 2106B|   0  8924k|   0   768 |3572  8852 |0.63 0.64 0.49|1.0 1.0   0|   0     0 |mysqld               290806.2%   0    0 |keystone-manage      31118  35k  19k5.8%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 31 12:45:08 cloud-provider-iscsi-0000000093 dstat.sh[29800]: 31-03 12:45:08| 14   7  64  15   0| 637M 4161M  147M 2918M|8345B 2214B|   0    78M|   0   955 |4974  9130 |0.63 0.64 0.49|2.0   0   0|   0     0 |keystone-manage      311187.5%  32k 284k|python3.6            6074  271k 564k2.0%|mysqld       196M|   0     0 |  14    7    0    6    0
