"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud-provider-iscsi-0000000052",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","27 Mar 2020 16:21:46 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
27-03 16:21:46,3.050,0.982,95.574,0.345,0.050,437538816,4444753920,176295936,3042848768,0,0,66092.390,1838802.116,2.348,16.704,631.236,979.682,0.610,0.610,0.460,3,0,11.091,0,0,12,3,0,3,0
27-03 16:21:47,11.809,19.095,68.593,0.251,0.251,438603776,4443000832,176316416,3043110912,7844,2202,0,3710976,0,32,2650,6058,0.610,0.610,0.460,2,0,495,0,0,12,3,0,4,0
27-03 16:21:48,13.033,20.301,66.416,0,0.251,437952512,4443234304,176316416,3043635200,15631,2202,0,32768,0,8,3132,6152,0.610,0.610,0.460,0,0,364,0,0,12,3,0,4,0
27-03 16:21:49,7.828,9.343,82.828,0,0,569286656,4311126016,176316416,3171807232,16163,2106,0,0,0,0,3395,4297,0.640,0.620,0.470,0,0,86,0,0,14,3,0,3,0
27-03 16:21:50,10.276,12.782,76.692,0,0.251,577024000,4303306752,176324608,3171831808,7231,2160,0,0,0,0,1999,3807,0.640,0.620,0.470,1,0,296,0,0,14,5,0,5,0
27-03 16:21:51,21.859,3.769,74.121,0.251,0,615014400,4265099264,176332800,3172040704,7205,2106,77824,0,2,0,678,675,0.640,0.620,0.470,1,0,1,0,0,14,5,0,5,0
27-03 16:21:52,18.657,3.731,71.642,5.721,0.249,657502208,4220514304,176492544,3173597184,7927,2106,86016,4149248,11,122,1378,2415,0.640,0.620,0.470,0,1,0,0,0,14,7,0,5,0
27-03 16:21:53,6.767,3.759,72.932,16.541,0,661676032,4214444032,177180672,3174727680,5960,2106,0,8830976,0,773,3681,6642,0.640,0.620,0.470,1,0,0,0,0,14,7,0,5,0
27-03 16:21:54,8.020,4.010,72.682,15.038,0.251,665280512,4140924928,177573888,3243044864,6811,2160,0,74784768,0,640,3694,6372,0.750,0.640,0.480,1,0,0,0,0,14,7,0,5,0
27-03 16:21:55,11.028,4.010,71.679,13.033,0.251,667074560,4138176512,178089984,3243442176,8316,2160,0,8241152,0,713,4187,8344,0.750,0.640,0.480,1,0,0,0,0,14,7,0,5,0
27-03 16:21:56,14.103,4.615,70.256,10.769,0.256,668852224,4135268352,178425856,3244163072,7455,2214,0,7585792,0,613,4618,11137,0.750,0.640,0.480,0,1,0,0,0,14,7,0,5,0
27-03 16:21:57,9.898,3.553,72.589,13.959,0,670629888,4132282368,178753536,3244969984,11013,2160,0,9232384,0,623,4245,7668,0.750,0.640,0.480,1,0,0,0,0,14,7,0,5,0
27-03 16:21:58,11.911,5.955,68.486,13.400,0.248,673026048,4128886784,179273728,3245432832,10180,1998,0,9285632,0,716,4862,8693,0.750,0.640,0.480,2,0,2,0,0,14,7,0,5,0
27-03 16:21:59,19.849,5.528,68.593,5.779,0.251,674185216,4125716480,179589120,3247091712,8294,2214,0,5656576,0,394,6532,14877,0.850,0.660,0.480,2,0,0,0,0,14,7,0,5,0
27-03 16:22:00,13,4.750,69.500,12.750,0,675721216,4123254784,179949568,3247611904,9884,2160,0,8343552,0,667,4709,9992,0.850,0.660,0.480,1,0,0,0,0,14,7,0,5,0
27-03 16:22:01,16.129,6.452,70.223,6.948,0.248,599187456,4199321600,180228096,3247808512,12252,2052,0,8237056,0,624,3959,8007,0.850,0.660,0.480,2,0,43,0,0,14,5,0,6,0
27-03 16:22:02,21.772,5.063,69.620,3.544,0,643801088,4154187776,180236288,3248308224,6834,2106,0,32514048,0,355,1677,1606,0.850,0.660,0.480,1,2,36,0,0,14,5,0,6,0
27-03 16:22:03,22.111,5.025,70.603,2.010,0.251,610537472,4186886144,180273152,3248828416,7285,2160,0,52682752,0,570,1798,1675,0.850,0.660,0.480,1,0,11,0,0,14,5,0,6,0
27-03 16:22:04,24.060,2.757,71.429,1.754,0,663121920,4132806656,180375552,3250200576,9681,2214,0,6807552,0,150,1257,1597,0.860,0.670,0.490,1,0,1,0,0,14,5,0,6,0
27-03 16:22:05,13.706,15.228,70.812,0,0.254,598781952,4196573184,180383744,3250749440,7770,2160,0,61440,0,12,2429,4501,0.860,0.670,0.490,1,0,372,0,0,14,5,0,6,0
27-03 16:22:06,13.198,21.066,65.736,0,0,602386432,4192411648,180391936,3251556352,16467,2160,0,233472,0,14,4345,8137,0.860,0.670,0.490,1,0,361,0,0,14,5,0,6,0
27-03 16:22:07,41.500,12,46.250,0,0.250,680181760,4114284544,180391936,3252015104,6998,2052,0,0,0,0,2062,3291,0.860,0.670,0.490,2,0,145,0,0,14,7,0,6,0
27-03 16:22:08,44.584,5.038,47.607,2.771,0,755806208,4038082560,180400128,3252461568,6726,2160,151552,7409664,5,453,1798,946,0.860,0.670,0.490,2,0,4,0,0,14,7,0,6,0
27-03 16:22:09,35.162,13.716,50.873,0,0.249,783962112,4007469056,180400128,3254501376,6685,2160,0,135168,0,18,2674,8488,0.950,0.690,0.500,12,0,164,0,0,13,5,0,7,0
27-03 16:22:10,23.544,2.532,73.924,0,0,827109376,3964153856,180400128,3254517760,5993,2200,0,0,0,0,679,959,0.950,0.690,0.500,1,0,7,0,0,14,5,0,7,0
27-03 16:22:11,24.190,2.244,72.818,0.748,0,869519360,3921645568,180477952,3254546432,6927,2106,0,2035712,0,68,1057,1991,0.950,0.690,0.500,1,0,2,0,0,14,11,0,7,0
27-03 16:22:12,21.662,4.786,73.300,0,0.252,818446336,3972710400,180477952,3254550528,7192,2160,0,0,0,0,957,1224,0.950,0.690,0.500,1,0,54,0,0,14,5,0,10,0
27-03 16:22:13,21.859,2.513,73.367,2.261,0,843624448,3947302912,180477952,3254562816,7762,2106,69632,10129408,17,136,898,1246,0.950,0.690,0.500,1,0,1,0,0,14,25,0,12,0
27-03 16:22:14,22.055,5.013,72.932,0,0,816955392,3973849088,180477952,3254657024,10757,2214,0,0,0,0,1281,1793,0.880,0.680,0.490,1,0,62,0,0,14,29,0,15,0
27-03 16:22:15,22.500,4,73.250,0,0.250,797040640,3993411584,180482048,3255001088,12260,2160,0,1712128,0,13,1138,1628,0.880,0.680,0.490,1,0,20,0,0,14,29,0,20,0
27-03 16:22:16,22.613,4.523,72.613,0.251,0,842715136,3947728896,180494336,3254992896,8280,1998,0,2064384,0,59,1062,1465,0.880,0.680,0.490,1,0,81,0,0,14,29,0,20,0
27-03 16:22:17,23.250,3.250,73.250,0,0.250,810012672,3980226560,180494336,3255173120,25543,2160,0,65536,0,6,1408,2002,0.880,0.680,0.490,2,0,21,0,0,14,29,0,28,0
27-03 16:22:18,23.810,2.506,73.434,0.251,0,847003648,3943231488,180498432,3255173120,10200,2214,0,2994176,0,34,872,1098,0.880,0.680,0.490,1,0,4,0,0,14,31,0,30,0
