-- Logs begin at Wed 2020-04-22 10:30:24 UTC, end at Wed 2020-04-22 11:46:39 UTC. --
Apr 22 11:35:49 cloud-provider-iscsi-0000000357 systemd[1]: Started Devstack devstack@dstat.service.
Apr 22 11:35:49 cloud-provider-iscsi-0000000357 dstat.sh[29808]: [286B blob data]
Apr 22 11:35:49 cloud-provider-iscsi-0000000357 dstat.sh[29808]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 22 11:35:49 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:49|  4   1  94   0   0| 424M 4009M  144M 3154M|   0     0 |  83k 2294k|3.06  19.9 | 749  1042 |0.70 0.72 0.50|2.0   0  16|   0     0 |systemd              1    0.1%   0    0 |bash                 2694 1895k1789k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 22 11:35:50 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:50| 11  21  68   0   0| 423M 4009M  144M 3155M|6116B 1944B|  24k   84k|1.00  13.0 |2679  4884 |0.70 0.72 0.50|2.0   0 460|   0     0 |bash                 2694 3.2%1962k  30k|bash                 2694 1962k  30k3.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 22 11:35:51 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:51| 12  21  67   0   0| 424M 4008M  144M 3155M|9147B 2214B|   0    28k|   0  7.00 |3177  6337 |0.70 0.72 0.50|  0   0 340|   0     0 |systemd              1    4.2%   0    0 |bash                 2694 2643k  22k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 22 11:35:52 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:52| 11  17  72   0   0| 550M 3882M  144M 3277M|  12k 2160B|   0     0 |   0     0 |3209  5768 |0.70 0.72 0.50|2.0   0 265|   0     0 |systemd              1    7.2%   0    0 |bash                 2694  593k  10k1.8%|mysqld       173M|   0     0 |  14    5    0    4    0
Apr 22 11:35:53 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:53| 19   8  73   0   0| 585M 3846M  144M 3277M|  10k 2160B|  96k    0 |4.00     0 |1221  1808 |0.73 0.72 0.50|2.0   0 116|   0     0 |keystone-manage      31118 19%8660k 126k|keystone-manage      311188660k 126k 19%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 22 11:35:54 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:54| 21   3  73   2   0| 619M 3811M  144M 3279M|8511B 2160B| 108k  872k|10.0  4.00 | 948  1885 |0.73 0.72 0.50|2.0   0   0|   0     0 |keystone-manage      31118 22%7936k 605k|keystone-manage      311187936k 605k 22%|mysqld       177M|   0     0 |  14    7    0    6    0
Apr 22 11:35:55 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:55|  9   4  72  16   0| 632M 3796M  145M 3280M|7176B 2160B|   0  9740k|   0   818 |4101  7225 |0.73 0.72 0.50|3.0 1.0   0|   0     0 |mysqld               290815.2%   0    0 |keystone-manage      31118  38k  53k3.8%|mysqld       189M|   0     0 |  14    7    0    6    0
Apr 22 11:35:56 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:56|  6   6  68  20   0| 636M 3726M  145M 3345M|8387B 2160B|   0   114M|   0   752 |2908  4947 |0.73 0.72 0.50|1.0 1.0   0|   0     0 |mysqld               290815.5%   0    0 |keystone-manage      31118  23k  13k2.8%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 22 11:35:57 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:57|  8   4  72  17   0| 637M 3723M  145M 3346M|8692B 2052B|   0    10M|   0   703 |3731  7032 |0.73 0.72 0.50|1.0   0   0|   0     0 |mysqld               290816.2%   0    0 |keystone-manage      31118  23k  13k3.5%|mysqld       194M|   0     0 |  14    7    0    6    0
Apr 22 11:35:58 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:58| 16   5  70   8   0| 639M 3720M  146M 3346M|6446B 2160B|   0  9716k|   0   813 |5707    14k|0.75 0.73 0.51|1.0 1.0   0|   0     0 |keystone-manage      311189.5%  45k 293k|python3.6            6444  275k 573k1.8%|mysqld       196M|   0     0 |  14    7    0    6    0
Apr 22 11:35:59 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:35:59|  8   4  72  15   0| 641M 3717M  146M 3347M|5722B 2052B|   0  7520k|   0   603 |2844  6595 |0.75 0.73 0.51|  0 1.0   0|   0     0 |mysqld               290815.2%   0    0 |keystone-manage      31118  30k  20k4.8%|mysqld       197M|   0     0 |  14    7    0    6    0
Apr 22 11:36:00 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:00| 12   6  69  13   0| 643M 3713M  147M 3347M|  10k 2160B|   0  9908k|   0   798 |3590  9880 |0.75 0.73 0.51|2.0   0 3.0|   0     0 |mysqld               290818.0%   0    0 |keystone-manage      31118  30k  19k5.8%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 22 11:36:01 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:01| 20   4  68   8   0| 645M 3710M  147M 3349M|8176B 2160B|   0  5952k|   0   430 |7257    16k|0.75 0.73 0.51|2.0   0   0|   0     0 |keystone-manage      31118 14%  70k 374k|python3.6            6444  346k 723k2.0%|mysqld       199M|   0     0 |  14    7    0    6    0
Apr 22 11:36:02 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:02| 13   7  67  14   0| 646M 3707M  148M 3350M|7476B 2160B|   0    43M|   0   805 |5457    11k|0.75 0.73 0.51|2.0 1.0   0|   0     0 |keystone-manage      311188.0%  29k 344k|python3.6            6444  335k 697k1.8%|mysqld       201M|   0     0 |  14    7    0    6    0
Apr 22 11:36:03 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:03| 16   4  71  10   0| 647M 3706M  148M 3350M|7983B 2160B|   0  7660k|   0   572 |4841    11k|0.85 0.75 0.52|2.0   0   0|   0     0 |keystone-manage      31118 11%  49k  33k|keystone-manage      31118  49k  33k 11%|mysqld       200M|   0     0 |  14    7    0    6    0
Apr 22 11:36:04 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:04| 20   6  74   0   0| 613M 3740M  148M 3350M|7562B 2160B|   0     0 |   0     0 | 964  1445 |0.85 0.75 0.52|3.0   0  78|   0     0 |keystone-manage      31199 18%8906k  37k|bash                 2694   17M1898k0.8%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 22 11:36:05 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:05| 24   3  71   2   0| 588M 3765M  148M 3350M|7442B 2106B|   0  6628k|   0  74.0 |1009  1417 |0.85 0.75 0.52|1.0   0  11|   0     0 |keystone-manage      312107.0%2493k  37k|bash                 2694   16M  39k0.2%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 22 11:36:06 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:06| 23   3  73   1   0| 643M 3709M  148M 3351M|6234B 2214B|   0  6880k|   0  69.0 | 861  1169 |0.85 0.75 0.52|1.0   0   0|   0     0 |keystone-manage      31210 25%  13M1362B|keystone-manage      31210  13M1362B 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 22 11:36:07 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:07| 12  20  66   3   0| 577M 3772M  148M 3353M|8009B 2052B|   0  9692k|   0   298 |3640  6451 |0.85 0.75 0.52|2.0   0 499|   0     0 |bash                 2694 2.8%  19M  71k|bash                 2694   19M  71k2.8%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 22 11:36:08 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:08| 18  21  60   0   0| 600M 3749M  148M 3354M|7382B 2052B|   0   136k|   0  10.0 |3452  6788 |0.86 0.75 0.52|4.0   0 319|   0     0 |systemd              1    6.5%   0    0 |bash                 2694 1939k  16k1.8%|mysqld       200M|   0     0 |  14    5    0    7    0
Apr 22 11:36:09 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:09| 47   6  47   0   0| 683M 3666M  148M 3354M|7723B 2202B| 128k    0 |1.00     0 |1048  1203 |0.86 0.75 0.52|6.0   0  56|   0     0 |uwsgi                31954 25%  10M  37k|uwsgi                31955  10M  37k 25%|mysqld       200M|   0     0 |  14    7    0    7    0
Apr 22 11:36:10 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:10| 47   6  46   0   0| 737M 3610M  148M 3356M|7829B 2160B|  20k  344k|4.00  50.0 |2426  5499 |0.86 0.75 0.52|2.0   0 2.0|   0     0 |uwsgi                31955 25%5442k 740k|uwsgi                319555442k 740k 25%|mysqld       200M|   0     0 |  14    7    0    7    0
Apr 22 11:36:11 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:11| 21  11  68   0   0| 766M 3580M  148M 3356M|7701B 2202B|   0     0 |   0     0 |2126  3019 |0.86 0.75 0.52|2.0   0 172|   0     0 |keystone-manage      32231 17%7161k  37k|keystone-manage      322317161k  37k 17%|mysqld       200M|   0     0 |  14    5    0    8    0
Apr 22 11:36:12 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:12| 23   3  73   1   0| 816M 3530M  148M 3356M|  11k 2160B|   0  4624k|   0   267 |1298   969 |0.86 0.75 0.52|2.0   0 2.0|   0     0 |keystone-manage      32231 24%  10M9539B|keystone-manage      32231  10M9539B 24%|mysqld       203M|   0     0 |  14    7    0    8    0
Apr 22 11:36:13 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:13| 19   6  72   3   0| 753M 3593M  148M 3357M|  15k 2106B|   0   536k|   0  60.0 |1363  2466 |0.87 0.76 0.52|2.0   0  52|   0     0 |openstack            323135.5%1945k   0 |bash                 2694   18M  50k0.2%|mysqld       203M|   0     0 |  14    5    0   11    0
Apr 22 11:36:14 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:14| 23   4  74   0   0| 794M 3552M  148M 3357M|6292B 2160B|   0     0 |   0     0 | 772   933 |0.87 0.76 0.52|2.0   0 1.0|   0     0 |openstack            32313 21%9300k  37k|openstack            323139300k  37k 21%|mysqld       203M|   0     0 |  14   13    0   12    0
Apr 22 11:36:15 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:15| 22   3  73   2   0| 768M 3578M  148M 3357M|  14k 2214B|  72k    0 |18.0     0 |1372  2003 |0.87 0.76 0.52|2.0   0  61|   0     0 |openstack            323755.8%1945k   0 |bash                 2694   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   16    0
Apr 22 11:36:16 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:16| 23   3  74   0   0| 806M 3540M  148M 3357M|8031B 1998B|   0     0 |   0     0 | 905  1198 |0.87 0.76 0.52|2.0   0 1.0|   0     0 |openstack            32375 22%9293k  37k|openstack            323759293k  37k 22%|mysqld       205M|   0     0 |  14   31    0   20    0
Apr 22 11:36:17 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:17| 22   5  72   0   0| 794M 3552M  148M 3357M|8419B 2106B|   0  9216k|   0   110 |1156  1689 |0.87 0.76 0.52|1.0   0 100|   0     0 |openstack            32475 19%7821k  37k|bash                 2694   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   21    0
Apr 22 11:36:18 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:18| 23   4  73   1   0| 767M 3578M  148M 3357M|9763B 2160B|   0  3296k|   0  72.0 |1311  2125 |0.88 0.76 0.52|2.0   0  21|   0     0 |uwsgi                319543.5%  59k  16k|bash                 2694   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0   29    0
Apr 22 11:36:19 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:19| 23   3  74   0   0| 805M 3540M  148M 3357M|6062B 2160B|   0     0 |   0     0 | 747   863 |0.88 0.76 0.52|2.0   0 1.0|   0     0 |openstack            32497 24%9305k  37k|openstack            324979305k  37k 24%|mysqld       205M|   0     0 |  14   31    0   30    0
Apr 22 11:36:20 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:20| 23   6  71   1   0| 774M 3571M  148M 3357M|6161B 2160B|   0    80k|   0  6.00 |1422  2330 |0.88 0.76 0.52|1.0   0  75|   0     0 |openstack            325739.2%2056k   0 |bash                 2694   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0   37    0
Apr 22 11:36:21 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:21| 23   3  74   0   0| 812M 3533M  148M 3357M|9134B 2106B|   0    80k|   0  6.00 |1133  1614 |0.88 0.76 0.52|2.0   0 1.0|   0     0 |openstack            32573 20%9177k  37k|openstack            325739177k  37k 20%|mysqld       205M|   0     0 |  14   31    0   43    0
Apr 22 11:36:22 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:22| 21   6  73   0   0| 795M 3550M  148M 3357M|7353B 2214B|   0  3032k|   0  36.0 |1322  1957 |0.88 0.76 0.52|2.0   0 101|   0     0 |openstack            32674 17%7743k  37k|bash                 2694   11M  44k0.2%|mysqld       205M|   0     0 |  14   29    0   45    0
Apr 22 11:36:23 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:23| 21   6  73   0   0| 768M 3577M  148M 3357M|7265B 2160B|   0     0 |   0     0 |1200  1759 |0.89 0.77 0.53|1.0   0  68|   0     0 |uwsgi                319542.0%2677B8389B|bash                 2694   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   50    0
Apr 22 11:36:24 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:24| 23   3  74   0   0| 809M 3535M  148M 3357M|6735B 2160B|   0     0 |   0     0 | 687   734 |0.89 0.77 0.53|1.0   0 1.0|   0     0 |openstack            32743 25%  10M  37k|openstack            32743  10M  37k 25%|mysqld       205M|   0     0 |  14   31    0   51    0
Apr 22 11:36:25 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:25| 21   6  73   0   0| 779M 3566M  148M 3357M|  17k 2200B|   0   380k|   0  17.0 |1375  2054 |0.89 0.77 0.53|2.0   0  71|   0     0 |openstack            348   10%2936k  37k|bash                 2694   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   56    0
Apr 22 11:36:26 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:26| 23   3  74   0   0| 813M 3532M  148M 3357M|7253B 2052B|   0     0 |   0     0 | 936  1281 |0.89 0.77 0.53|3.0   0   0|   0     0 |openstack            348   22%8303k   0 |openstack            348  8303k   0  22%|mysqld       205M|   0     0 |  14   29    0   60    0
Apr 22 11:36:27 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:27| 22   5  73   0   0| 800M 3545M  148M 3357M|7689B 2052B|   0  1164k|   0  56.0 |1061  1494 |0.89 0.77 0.53|1.0   0  69|   0     0 |openstack            426   19%7743k  37k|bash                 2694   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   60    0
Apr 22 11:36:28 cloud-provider-iscsi-0000000357 dstat.sh[29808]: 22-04 11:36:28| 22   5  72   0   0| 776M 3568M  148M 3358M|6832B 2214B|   0   232k|   0  14.0 |1169  1767 |0.90 0.77 0.53|1.0   0  72|   0     0 |openstack            503  4.5%2037k   0 |bash                 2694   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0   64    0
