-- Logs begin at Mon 2020-03-30 17:41:19 UTC, end at Mon 2020-03-30 21:43:36 UTC. --
Mar 30 21:32:56 cloud-provider-iscsi-0000000080 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 21:32:56 cloud-provider-iscsi-0000000080 dstat.sh[23854]: [286B blob data]
Mar 30 21:32:56 cloud-provider-iscsi-0000000080 dstat.sh[23854]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 21:32:56 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:32:56|  1   0  99   0   0| 423M 4477M  144M 2702M|   0     0 |  24k  621k|0.86  5.67 | 333   440 |0.81 0.78 0.53|3.0   0 4.0|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 2070  426k 402k0.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 21:32:57 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:32:57|  9  23  68   0   1| 422M 4477M  144M 2703M|6920B 2146B|  24k  152k|1.00  7.00 |2651  4829 |0.81 0.78 0.53|3.0   0 465|   0     0 |bash                 2070 3.8%1775k  29k|bash                 2070 1775k  29k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 21:32:58 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:32:58| 13  19  68   0   0| 423M 4476M  144M 2703M|6768B 2160B|   0    32k|   0  8.00 |2801  7030 |0.81 0.78 0.53|2.0   0 349|   0     0 |systemd              1    3.2%   0    0 |bash                 2070 2854k  23k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 30 21:32:59 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:32:59| 12  18  70   0   0| 549M 4349M  144M 2825M|6482B 2106B|   0     0 |   0     0 |3945  6547 |0.81 0.78 0.53|2.0   0 268|   0     0 |systemd              1    7.5%   0    0 |bash                 2070  601k  11k1.2%|mysqld       173M|   0     0 |  14    5    0    4    0
Mar 30 21:33:00 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:00| 19   8  73   0   0| 583M 4315M  144M 2826M|6276B 2160B|  76k    0 |2.00     0 |1233  1788 |0.81 0.78 0.53|3.0   0 110|   0     0 |keystone-manage      25164 19%8246k 125k|keystone-manage      251648246k 125k 19%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 30 21:33:01 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:01| 22   4  73   1   0| 619M 4278M  144M 2827M|7583B 2214B| 128k 2100k|12.0  22.0 | 960  1483 |0.83 0.78 0.53|2.0   0 2.0|   0     0 |keystone-manage      25164 23%8308k 602k|keystone-manage      251648308k 602k 23%|mysqld       184M|   0     0 |  14    7    0    6    0
Mar 30 21:33:02 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:02|  9   5  73  13   0| 632M 4262M  144M 2828M|  11k 2106B|   0    11M|   0   911 |4231  7189 |0.83 0.78 0.53|1.0 1.0   0|   0     0 |mysqld               231367.2%   0    0 |keystone-manage      25164  46k  57k4.0%|mysqld       190M|   0     0 |  14    7    0    6    0
Mar 30 21:33:03 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:03|  8   5  73  14   0| 635M 4193M  144M 2893M|9661B 2214B|   0    71M|   0   606 |2976  5080 |0.83 0.78 0.53|1.0 1.0   0|   0     0 |mysqld               231366.2%   0    0 |keystone-manage      25164  21k  13k4.8%|mysqld       193M|   0     0 |  14    7    0    6    0
Mar 30 21:33:04 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:04| 12   5  70  13   0| 638M 4189M  145M 2894M|8426B 2160B|   0    10M|   0   872 |4444  9468 |0.83 0.78 0.53|6.0   0   0|   0     0 |mysqld               231368.5%   0    0 |keystone-manage      25164  37k  21k6.2%|mysqld       195M|   0     0 |  14    7    0    6    0
Mar 30 21:33:05 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:05| 18   6  68   8   0| 640M 4185M  146M 2895M|  18k 2052B|   0  9964k|   0   821 |4043    13k|0.83 0.78 0.53|4.0   0   0|   0     0 |keystone-manage      25164 11%  51k 297k|python3.6            5820  274k 571k2.2%|mysqld       196M|   0     0 |  14    7    0    6    0
Mar 30 21:33:06 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:06| 11   5  71  12   0| 642M 4181M  146M 2896M|  13k 2052B|   0    10M|   0   831 |4241  8519 |0.84 0.79 0.54|3.0   0   0|   0     0 |mysqld               231367.5%   0    0 |keystone-manage      25164  30k  19k5.8%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 30 21:33:07 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:07| 11   5  60  23   0| 645M 4177M  147M 2896M|8348B 2160B|   0    74M|   0   835 |3112  6678 |0.84 0.79 0.54|2.0 1.0 2.0|   0     0 |keystone-manage      251646.8%  22k 337k|python3.6            5820  331k 689k1.8%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 30 21:33:08 cloud-provider-iscsi-0000000080 dstat.sh[23854]: 30-03 21:33:08| 19   4  68   8   0| 645M 4176M  147M 2897M|7580B 2160B|   0    16M|   0   517 |4236  9986 |0.84 0.79 0.54|1.0 1.0   0|   0     0 |keystone-manage      25164 14%  66k 365k|python3.6            5820  339k 709k2.0%|mysqld       200M|   0     0 |  14    7    0    6    0
