-- Logs begin at Tue 2020-03-31 08:58:10 UTC, end at Tue 2020-03-31 10:04:14 UTC. --
Mar 31 09:37:31 cloud-provider-iscsi-0000000092 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 09:37:31 cloud-provider-iscsi-0000000092 dstat.sh[29544]: [286B blob data]
Mar 31 09:37:31 cloud-provider-iscsi-0000000092 dstat.sh[29544]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 09:37:31 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:31|  6   2  91   1   0| 428M 4464M  147M 2703M|   0     0 | 139k 3590k|5.12  32.3 |1138  1932 |0.63 0.79 0.54|3.0   0  26|   0     0 |systemd              1    0.1%   0    0 |bash                 2267 2599k2411k0.1%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 31 09:37:32 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:32| 10  21  68   0   0| 429M 4462M  147M 2704M|8539B   26k|  24k  100k|1.00  9.00 |2929  5304 |0.66 0.79 0.55|4.0   0 496|   0     0 |bash                 2267 3.8%2019k  32k|bash                 2267 2019k  32k3.8%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 31 09:37:33 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:33| 15  19  66   0   0| 431M 4460M  147M 2704M|  10k   12k|   0    32k|   0  8.00 |4201  7628 |0.66 0.79 0.55|4.0   0 369|   0     0 |systemd              1    4.2%   0    0 |bash                 2267 2655k  22k1.8%|mysqld       173M|   0     0 |  12    4    0    4    0
Mar 31 09:37:34 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:34|  8   7  85   0   0| 554M 4336M  147M 2826M|7316B 2934B|   0     0 |   0     0 |2913  4101 |0.66 0.79 0.55|1.0   0  56|   0     0 |systemd              1    5.2%   0    0 |bash                 2267  247k 656B0.2%|mysqld       173M|   0     0 |  14    4    0    4    0
Mar 31 09:37:35 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:35| 11  13  75   0   0| 566M 4325M  147M 2827M|7764B   17k|   0     0 |   0     0 |2135  3783 |0.66 0.79 0.55|2.0   0 295|   0     0 |keystone-manage      308566.8%2243k  79k|keystone-manage      308562243k  79k6.8%|mysqld       173M|   0     0 |  14    6    0    6    0
Mar 31 09:37:36 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:36| 24   3  73   1   0| 610M 4280M  147M 2827M|8298B 2106B| 152k    0 |8.00     0 | 791   849 |0.66 0.79 0.55|2.0   0 2.0|   0     0 |keystone-manage      30856 24%  12M 220k|keystone-manage      30856  12M 220k 24%|mysqld       173M|   0     0 |  14    6    0    6    0
Mar 31 09:37:37 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:37| 14   4  72  10   0| 635M 4253M  147M 2829M|9885B  128k|  52k 6644k|6.00   377 |2707  5569 |0.69 0.79 0.55|1.0 1.0   0|   0     0 |keystone-manage      30856 11%2559k 481k|keystone-manage      308562559k 481k 11%|mysqld       187M|   0     0 |  14    8    0    6    0
Mar 31 09:37:38 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:38|  8   6  69  16   0| 640M 4181M  147M 2894M|  14k 5806B|   0    74M|   0   876 |4242  8474 |0.69 0.79 0.55|1.0 3.0   0|   0     0 |mysqld               288258.0%   0    0 |keystone-manage      30856  20k  11k3.2%|mysqld       192M|   0     0 |  14    8    0    6    0
Mar 31 09:37:39 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:39|  8   4  70  18   0| 642M 4178M  148M 2895M|6497B 4150B|   0    16M|   0   747 |2542  6431 |0.69 0.79 0.55|  0 1.0   0|   0     0 |mysqld               288254.5%   0    0 |keystone-manage      30856  20k  12k4.5%|mysqld       193M|   0     0 |  14    8    0    6    0
Mar 31 09:37:40 cloud-provider-iscsi-0000000092 dstat.sh[29544]: 31-03 09:37:40| 12   5  70  13   0| 644M 4175M  148M 2895M|  13k 6738B|   0  9296k|   0   794 |2888  9767 |0.69 0.79 0.55|1.0   0   0|   0     0 |mysqld               288257.2%   0    0 |python3.6            6018   65k 135k0.5%|mysqld       195M|   0     0 |  14    8    0    6    0
