-- Logs begin at Fri 2020-04-17 13:48:28 UTC, end at Fri 2020-04-17 14:54:45 UTC. --
Apr 17 14:23:16 cloud-provider-iscsi-0000000320 systemd[1]: Started Devstack devstack@dstat.service.
Apr 17 14:23:16 cloud-provider-iscsi-0000000320 dstat.sh[23813]: [286B blob data]
Apr 17 14:23:16 cloud-provider-iscsi-0000000320 dstat.sh[23813]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 17 14:23:16 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:16|  7   2  90   1   0| 426M 4014M  145M 3149M|   0     0 | 156k 4314k|5.68  37.1 |1224  1825 |1.66 0.85 0.52|2.0   0  27|   0     0 |systemd              1    0.1%   0    0 |bash                 2077 3449k3281k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 17 14:23:17 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:17| 11  20  68   0   0| 426M 4013M  145M 3150M|8965B 2106B|  24k  168k|1.00  9.00 |2828  5106 |1.66 0.85 0.52|1.0   0 489|   0     0 |bash                 2077 3.5%2002k  31k|bash                 2077 2002k  31k3.5%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 17 14:23:18 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:18| 13  22  65   0   0| 434M 4004M  145M 3150M|7203B 1998B|   0    32k|   0  8.00 |3554  6491 |1.66 0.85 0.52| 10   0 366|   0     0 |systemd              1    3.5%   0    0 |bash                 2077 2649k  22k2.2%|mysqld       173M|   0     0 |  12    3    0    4    0
Apr 17 14:23:19 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:19|  7   7  86   0   0| 551M 3887M  145M 3272M|7081B 2160B|   0     0 |   0     0 |2435  3666 |1.66 0.85 0.52|  0   0  59|   0     0 |systemd              1    5.2%   0    0 |bash                 2077  246k 656B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Apr 17 14:23:20 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:20| 14  14  72   0   0| 565M 3873M  145M 3272M|  15k 2160B|   0   396k|   0  1.00 |2157  3505 |1.66 0.85 0.52|1.0   0 296|   0     0 |keystone-manage      251249.2%3631k  79k|keystone-manage      251243631k  79k9.2%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 17 14:23:21 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:21| 22   2  74   2   0| 608M 3830M  145M 3273M|7950B 2160B| 180k    0 |11.0     0 | 689   769 |1.60 0.85 0.53|1.0   0   0|   0     0 |keystone-manage      25124 23%  11M 223k|keystone-manage      25124  11M 223k 23%|mysqld       173M|   0     0 |  14    5    0    6    0
Apr 17 14:23:22 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:22| 13   4  73  12   0| 632M 3803M  146M 3275M|9066B 2160B|  24k 7148k|3.00   380 |2819  4506 |1.60 0.85 0.53|  0 1.0   0|   0     0 |keystone-manage      251249.8%2075k 481k|keystone-manage      251242075k 481k9.8%|mysqld       187M|   0     0 |  14    7    0    6    0
Apr 17 14:23:23 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:23| 10   5  71  14   0| 636M 3733M  146M 3339M|7264B 2160B|   0    59M|   0   783 |4290  7333 |1.60 0.85 0.53|  0 2.0   0|   0     0 |mysqld               230908.8%   0    0 |keystone-manage      25124  20k  11k3.2%|mysqld       192M|   0     0 |  14    7    0    6    0
Apr 17 14:23:24 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:24|  5   2  74  19   0| 638M 3730M  146M 3340M|6580B 2106B|   0    18M|   0   462 |2815  4846 |1.60 0.85 0.53|1.0   0   0|   0     0 |mysqld               230903.2%   0    0 |keystone-manage      25124  12k6568B2.8%|mysqld       193M|   0     0 |  14    7    0    6    0
Apr 17 14:23:25 cloud-provider-iscsi-0000000320 dstat.sh[23813]: 17-04 14:23:25|  6   5  66  23   0| 640M 3727M  147M 3341M|  16k 2214B|   0    61M|   0   961 |3607  6062 |1.60 0.85 0.53|  0 1.0 2.0|   0     0 |mysqld               230905.0%   0    0 |keystone-manage      25124  19k  10k3.2%|mysqld       194M|   0     0 |  14    7    0    6    0
