-- Logs begin at Tue 2020-03-31 02:17:11 UTC, end at Tue 2020-03-31 03:27:53 UTC. --
Mar 31 02:57:03 cloud-provider-iscsi-0000000083 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 02:57:04 cloud-provider-iscsi-0000000083 dstat.sh[23763]: [286B blob data]
Mar 31 02:57:04 cloud-provider-iscsi-0000000083 dstat.sh[23763]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 02:57:04 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:04|  6   2  92   1   0| 420M 4458M  143M 2725M|   0     0 | 137k 3586k|5.00  32.1 |1070  1865 |0.70 0.68 0.46|2.0   0  23|   0     0 |systemd              1    0.1%   0    0 |bash                 1984 2495k2357k0.1%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 02:57:05 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:05|  8  22  69   0   0| 420M 4457M  143M 2726M|8674B 2160B|  24k  160k|1.00  8.00 |2502  4577 |0.70 0.68 0.46|2.0   0 454|   0     0 |bash                 1984 3.8%1569k  28k|bash                 1984 1569k  28k3.8%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 02:57:06 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:06| 13  20  66   0   0| 420M 4456M  143M 2726M|  10k 2160B|   0   104k|   0  16.0 |2682  5935 |0.70 0.68 0.46|1.0   0 357|   0     0 |systemd              1    3.5%   0    0 |bash                 1984 2866k  24k2.0%|mysqld       173M|   0     0 |  12    3    0    4    0
Mar 31 02:57:07 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:07| 10  11  78   0   0| 546M 4330M  143M 2848M|  16k 2160B|   0  4096B|   0  1.00 |2251  5965 |0.70 0.68 0.46|  0   0 111|   0     0 |systemd              1    7.8%   0    0 |bash                 1984  471k2354B0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 31 02:57:08 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:08|  6  10  84   0   0| 546M 4330M  143M 2848M|8101B 2160B|   0     0 |   0     0 |1645  3061 |0.70 0.68 0.46|2.0   0 261|   0     0 |bash                 1984 2.0% 505k  15k|bash                 1984  505k  15k2.0%|mysqld       173M|   0     0 |  14    7    0    5    0
Mar 31 02:57:09 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:09| 20   5  74   1   0| 588M 4288M  143M 2848M|  10k 2160B|  96k    0 |4.00     0 | 863  1058 |0.73 0.68 0.47|3.0   0  38|   0     0 |keystone-manage      25079 22%9798k 125k|keystone-manage      250799798k 125k 22%|mysqld       173M|   0     0 |  14    5    0    6    0
Mar 31 02:57:10 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:10| 20   4  73   3   0| 625M 4249M  143M 2850M|9271B 1890B| 108k 2720k|10.0  57.0 |1127  2010 |0.73 0.68 0.47|  0 1.0   0|   0     0 |keystone-manage      25079 21%6794k 655k|keystone-manage      250796794k 655k 21%|mysqld       186M|   0     0 |  14    7    0    6    0
Mar 31 02:57:11 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:11|  6   4  73  17   0| 629M 4244M  143M 2851M|7471B 2308B|   0    14M|   0   820 |3886  6744 |0.73 0.68 0.47|  0 1.0   0|   0     0 |mysqld               230445.8%   0    0 |python2              23823  14k 462B0.2%|mysqld       189M|   0     0 |  14    7    0    6    0
Mar 31 02:57:12 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:12|  8   4  73  16   0| 632M 4174M  144M 2916M|5372B 2106B|   0    70M|   0   546 |1993  5916 |0.73 0.68 0.47|2.0   0   0|   0     0 |mysqld               230444.8%   0    0 |keystone-manage      25079  23k  13k4.0%|mysqld       192M|   0     0 |  14    7    0    6    0
Mar 31 02:57:13 cloud-provider-iscsi-0000000083 dstat.sh[23763]: 31-03 02:57:13|  9   4  73  15   0| 634M 4171M  144M 2916M|  15k 2214B|   0  8816k|   0   757 |3007  8325 |0.73 0.68 0.47|  0 1.0   0|   0     0 |mysqld               230446.0%   0    0 |keystone-manage      25079  25k  15k4.8%|mysqld       194M|   0     0 |  14    7    0    6    0
